sector,founded,area_served,notes,name,headquarters,industry
-,1990,,,uti holdings,bucharest,conglomerates
mobile telecommunications,1997,,,vodafone romania,bucharest,telecommunications
pharmaceuticals,1962,,,zentiva,bucharest,health care
paper,2005,,,altri,porto,basic materials
industrial suppliers,1939,,,ambar – ideas on paper s.a.,porto,industrials
banks,1985,,,banco comercial português,porto,financials
pharmaceuticals,1924,,,bial,trofa,health care
banks,1876,,,caixa geral de depósitos,lisbon,financials
travel & tourism,1872,,,carris,lisbon,consumer services
brewers,1934,,,central de cervejas,vila franca de xira,consumer goods
semiconductors,1997,,,chipidea,oeiras,technology
port wine,1981,,,churchill's port,porto,wine making
software,1995,,,ciberbit,coimbra,technology
building materials & fixtures,1976,,,cimpor,lisbon,industrials
clothing & accessories,1976,,,cms-helmets,anadia,consumer goods
publishing,1856,,,cofina,porto,consumer services
travel & tourism,1856,,,comboios de portugal,lisbon,consumer services
food products,1853,,,conservas ramirez,matosinhos,consumer goods
food retailers & wholesalers,1985,,,continente,matosinhos,consumer services
industrial suppliers,1870,,,corticeira amorim,santa maria da feira,basic materials
software,1998,,,critical software,coimbra,technology
delivery services,1520,,,"ctt correios de portugal, s.a.",lisbon,industrials
food products,1961,,,delta cafés,campo maior,consumer goods
electronic equipment,1948,,,efacec,matosinhos,industrials
conventional electricity,1976,,,energias de portugal,lisbon,utilities
defense,1947,,,fábrica nacional de munições de armas ligeiras,lisbon,industrials
gas distribution,1999,,,galp energia,lisbon,utilities
software,2008,,,glintt,lisbon,technology
-,1986,,,grupo josé de mello,lisbon,conglomerates
general industries,1975,,,iberomoldes,marinha grande,industrials
media,1972,,,impresa,oeiras,consumer services
retail,1792,,,jerónimo martins,lisbon,consumer services
food & beverage,1996,,,lactogal,porto,consumer goods
diversified industrials,1976,,,logoplaste,cascais,industrials
heavy construction,1990,,,martifer,oliveira de frades,industrials
broadcasting & entertainment,1988,,,media capital,oeiras,consumer services
pharmaceuticals,1970,,,medinfar,lisbon,health care
mobile telecommunications,1991,,,meo,lisbon,telecommunications
banks,1840,,,montepio,lisbon,financials
general industries,1946,,,mota-engil,porto,industrials
software,2008,,,move interactive,cascais,technology
fixed line telecommunications,1994,,,nos,lisbon,telecommunications
software,1989,,,novabase,lisbon,technology
banks,2014,,,novo banco,lisbon,financials
food retailers & wholesalers,1980,,,pingo doce,lisbon,consumer services
publishing,1944,,,porto editora,porto,consumer services
fixed line telecommunications,1994,,,portugal telecom,lisbon,telecommunications
software,1988,,,quidgest,lisbon,technology
broadcasting & entertainment,1935,,,rádio e televisão de portugal,lisbon,consumer services
conventional electricity,1994,,,redes energéticas nacionais,lisbon,utilities
paper,1939,,,renova,torres novas,basic materials
fixed line telecommunications,1995,,,sapo,lisbon,telecommunications
building materials & fixtures,1991,,,semapa,lisbon,industrials
diversified industrials,1959,,,simoldes,oliveira de azeméis,industrials
heavy construction,1918,,,soares da costa,porto,industrials
broadcasting & entertainment,1992,,,sic,lisbon,consumer services
diversified industrials,1959,,,sonae indústria,maia,industrials
-,1959,,,sonae,maia,conglomerates
farming & fishing,1956,,,sovena group,oeiras,consumer goods
food products,2008,,,sumol + compal,oeiras,consumer goods
tobacco,1927,,,tabaqueira,lisbon,consumer goods
airlines,1945,,,tap air portugal,lisbon,consumer services
broadcasting & entertainment,1993,,,televisão independente,oeiras,consumer services
paper,2001,,,the navigator company,setúbal,basic materials
full line insurance,1871,,,tranquilidade,lisbon,financials
publishing,1977,,,tupam editores,lisbon,consumer services
diversified industrials,1977,,,umm,lisbon,industrials
brewers,1890,,,unicer brewery,matosinhos,consumer goods
internet,2012,,,uniplaces,lisbon,technology
-,1980,,,visabeira,viseu,conglomerates
durable household products,1824,,,vista alegre,ílhavo,consumer goods
software,2010,,,11 bit studios,warsaw,technology
coal,1979,,,adamów coal mine,turek,basic materials
banks,2008,,,alior bank,warsaw,financials
durable household products,1945,,,amica,wronki,consumer goods
software,1991,,,asseco,rzeszów,technology
banks,1989,,,bank millennium,warsaw,financials
banks,1929,,,bank pekao,warsaw,financials
coal,1955,,,bełchatów coal mine,bełchatów,basic materials
food retailers & wholesalers,1995,,,biedronka,kostrzyn,consumer services
general mining,1248,,,bochnia salt mine,bochnia,basic materials
coal,1975,,,bogdanka coal mine,lublin voivodeship,basic materials
software,2009,,,brainly,kraków,technology
brewers,1968,,,browar łomża,łomża,consumer goods
brewers,2004,,,carlsberg polska,warsaw,consumer goods
software,1994,,,cd projekt,warsaw,technology
software,1993,,,comarch,kraków,technology
brewers,1998,,,elbrewery,elbląg,consumer goods
diversified industrials,1992,,,elektrim,warsaw,industrials
conventional electricity,2003,,,enea sa,poznań,utilities
software,1991,,,ericpol,łódź,technology
commercial vehicles & trucks,1919,,,fablok,chrzanów,industrials
automobiles,1948,,,fabryka samochodów małolitrażowych,bielsko-biała,consumer goods
automobiles,1948,,,fabryka samochodów osobowych,warszawa,consumer goods
diversified industrials,1938,,,fłt-kraśnik,kraśnik,industrials
diversified industrials,1913,,,fasing s.a.,katowice,industrials
nonferrous metals,2004,,,gaworzyce mine,gaworzyce,basic materials
gas distribution,2004,,,gaz-system,warsaw,utilities
nonferrous metals,2004,,,głogów głęboki-przemysłowy mine,polkowice,basic materials
specialty chemicals,1927,,,grupa azoty,tarnów,chemical industry
exploration & production,2003,,,grupa lotos,gdańsk,oil & gas
coal,1955,,,gubin coal mine,gubin,basic materials
coal,1897,,,halemba coal mine,ruda śląska,basic materials
food products,1958,,,hortex,warsaw,consumer goods
banks,1988,,,ing bank śląski,katowice,financials
broadcasting & entertainment,1984,,,iti group,warsaw,consumer services
retail,1884,,,jabłkowski brothers,warsaw,consumer services
coal,1993,,,jsw,jastrzębie-zdrój,basic materials
nonferrous metals,1961,,,kghm polska miedź,lubin,basic materials
broadcasting & entertainment,2003,,,kino polska,warsaw,consumer services
general mining,1950,,,kłodawa salt mine,kłodawa,basic materials
brewers,1999,,,kompania piwowarska,poznań,consumer goods
coal,2003,,,kompania węglowa,katowice,basic materials
brewers,1975,,,lech browary wielkopolski,poznań,consumer goods
software,2002,,,livechat software,wrocław,technology
airlines,1929,,,lot polish airlines,warsaw,consumer services
apparel retailers,1991,,,lpp,gdańsk,consumer services
food concern,1990,,,maspex,wadowice,food
recreational services,1998,,,multikino,warsaw,consumer services
fixed line telecommunications,1990,,,netia,warsaw,telecommunications
brewers,1845,,,okocim brewery,brzesko,consumer goods
computer hardware,1988,,,optimus s.a.,warsaw,technology
mobile telecommunications,1991,,,orange polska,warsaw,telecommunications
commercial vehicles & trucks,1851,,,pesa sa,bydgoszcz,industrials
exploration & production,1976,,,pgnig,warsaw,oil & gas
exploration & production,1999,,,pkn orlen,płock,oil & gas
mobile telecommunications,2007,,,play,warsaw,telecommunications
mobile telecommunications,1995,,,plus,warsaw,telecommunications
delivery services,1558,,,poczta polska,warsaw,consumer services
broadcasting & entertainment,2006,,,polcast television,warsaw,consumer services
railroads,1926,,,polish state railways,warsaw,industrials
broadcasting & entertainment,1992,,,polsat,warsaw,consumer services
conventional electricity,1990,,,polska grupa energetyczna,warsaw,utilities
delivery services,1951,,,polsteam,szczecin,industrials
banks,1948,,,powszechna kasa oszczędności bank polski,warsaw,financials
full line insurance,1803,,,powszechny zakład ubezpieczeń,warsaw,financials
machinery,1988,,,pronar,narew,consumer goods
travel & tourism,1945,,,przedsiębiorstwo komunikacji samochodowej,białystok,consumer services
travel & tourism,2001,,,przewozy regionalne,warsaw,consumer services
conventional electricity,2004,,,pse (polskie sieci elektroenergetyczne),konstancin-jeziorna,utilities
fruit and vegetable processing,1847,,,pudliszki,pudliszki,food products
software,1985,,,qumak,warsaw,technology
general retailers,2000,,,smyk department store,warszawa,consumer services
commercial vehicles & trucks,2001,,,solaris bus & coach,bolechowo,industrials
diversified industrials,1920,,,tele-fonika kable,bydgoszcz,industrials
broadcasting & entertainment,1952,,,telewizja polska,warsaw,consumer services
mobile telecommunications,1996,,,t-mobile polska,warsaw,telecommunications
broadcasting & entertainment,2001,,,tvn24,warsaw,consumer services
broadcasting & entertainment,2002,,,tvn 7,warsaw,consumer services
broadcasting & entertainment,1995,,,tvn group,warsaw,consumer services
soft drinks,1936,,,tymbark,tymbark,consumer goods
brewers,1989,,,van pur,rakszawa,consumer goods
recreational services,1252,,,wieliczka salt mine,wieliczka,consumer services
food retailers & wholesalers,1998,,,żabka,poznań,consumer services
defense,1917,,,zmt sa,tarnów,industrials
electrical components & equipment,1981,,,aalberts,utrecht,industrials
"bus, ferry and train services",2001,,,abellio,utrecht,transport
banks,1991,,,abn amro,amsterdam,financials
payments industry,2006,,,adyen,amsterdam,financials
recreational products,1998,,,accell group,heerenveen,consumer goods
life insurance,1983,,,aegon n.v.,the hague,financials
food retailers & wholesalers,2016,,,ahold delhaize,zaandam,consumer services
specialty chemicals,1994,,,akzonobel,amsterdam,basic materials
brewers,1870,,,amstel brewery,zoeterwoude,consumer goods
transportation services,2001,,,apm terminals,the hague,industrials
automobiles parts,1909,,,apollo vredestein b.v.,amsterdam,consumer goods
engineering,1888,,,arcadis,amsterdam,industrials
industrial machinery,1984,,,asml holding,veldhoven,industrials
banks,1960,,,asn bank,the hague,financials
non-life insurance,1925,,,atradius,amsterdam,financials
restaurants & bars,1979,,,australian homemade,veenendaal,consumer services
food products,1919,,,avebe,veendam,consumer goods
brewers,1680,,,bavaria brewery,lieshout,consumer goods
specialty retailers,1981,,,beter bed,uden,consumer services
internet,2013,,,blendle,utrecht,technology
travel & tourism,1996,,,booking.com,amsterdam,consumer services
internet,2008,,,catawiki,amsterdam,technology
real estate investment and services,1986,,,chipshol,amsterdam,real estate
commercial vehicles & trucks,1999,,,cnh global,amsterdam,industrials
airlines,2010,,,corendon dutch airlines,lijnden,consumer services
automobiles,1993,,,daf trucks,eindhoven,consumer goods
industrial transportation & defense,1927,,,damen group,gorinchem,industrials
marine transportation,1993,,,dockwise,breda,industrials
automobiles,1978,,,donkervoort,lelystad,consumer goods
soft drinks,1753,,,douwe egberts,utrecht,consumer goods
pharmaceuticals,1902,,,dsm,heerlen,health care
internet,2003,,,ebuddy,amsterdam,technology
publishing,1880,,,elsevier,amsterdam,consumer services
broadcasting & entertainment,1994,,,endemol,amsterdam,consumer services
software,1984,,,exact software,delft,technology
investment services,1927,,,exor,amsterdam,financials
recreational products,1949,,,feadship,haarlem,consumer goods
industrial automation,1918,,,fraba,heerlen,industrials
food products,2008,,,frieslandcampina,amersfoort,consumer goods
exploration & production,1962,,,fugro,leidschendam,oil & gas
delivery services,1999,,,general logistics systems,amsterdam,industrials
brewers,1615,,,grolsch brewery,enschede,consumer goods
software,2000,,,guerrilla games,amsterdam,technology
apparel retailers,1989,,,g-star raw,amsterdam,consumer goods
oil equipment & services,1948,,,heerema marine contractors,leiden,oil & gas
brewers,1864,,,heineken international,amsterdam,consumer goods
variety,1926,,,hema,amsterdam,consumer goods
software,1997,,,high-logic,de bilt,technology
travel & tourism,2001,,,hotels.nl,groningen,consumer services
apparel retailers,1886,,,hunkemöller,hilversum,consumer services
building,1919,,,hunter douglas,rotterdam,industrials
home improvement retailers,1942,,,ikea,leiden,consumer services
banks,1991,,,ing group,amsterdam,financials
datacentres,1998,,,interxion,schiphol-rijk,technology
fixed line telecommunications,1996,,,iptp networks,amsterdam,telecommunications
food retailers & wholesalers,1921,,,jumbo,veghel,consumer goods
consumer digital services,2000,,,just eat takeaway,amsterdam,technology
