00-avengers-headquarters_continent,02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country
asia,usa,,usa
asia,china,,germany
asia,usa,,china
europe,germany,,usa
americas,china,,china
asia,china,,china
americas,china,,usa
americas,china,,china
asia,japan,,japan
americas,usa,,india
asia,usa,,usa
americas,usa,,usa
asia,usa,,usa
asia,china,,china
americas,india,,usa
americas,usa,,usa
americas,saudi arabia,,usa
americas,usa,,saudi arabia
americas,usa,,china
asia,germany,,france
asia,japan,,japan
asia,france,,india
americas,italy,,usa
asia,india,,usa
europe,usa,,germany
europe,china,,italy
asia,china,,china
americas,china,,china
europe,usa,,india
asia,netherlands,,uk
americas,uk,,netherlands
europe,india,,japan
americas,taiwan,,usa
asia,japan,,japan
asia,usa,,germany
asia,germany,,usa
europe,usa,,usa
europe,japan,,taiwan
asia,china,,china
americas,australia,,brazil
asia,china,,russia
europe,russia,,china
asia,south korea,,hong kong
americas,canada,,south korea
asia,hong kong,,uk
europe,uk,,australia
asia,indonesia,,canada
oceania,brazil,,indonesia
europe,usa,,germany
europe,usa,,japan
asia,china,,china
americas,china,,usa
americas,usa,,usa
americas,usa,,usa
asia,usa,,usa
asia,japan,,spain
americas,germany,,china
americas,spain,,usa
europe,uk,,uk
americas,japan,,usa
americas,canada,,canada
asia,china,,china
americas,usa,,usa
americas,usa,,canada
americas,usa,,usa
asia,china,,japan
americas,canada,,china
asia,usa,,usa
americas,usa,,macao
asia,china,,china
americas,japan,,usa
asia,china,,usa
americas,macao,,japan
asia,china,,china
asia,usa,,china
asia,india,,india
asia,usa,,taiwan
asia,taiwan,,usa
americas,usa,,usa
americas,usa,,china
americas,usa,,usa
americas,usa,,usa
americas,israel,,usa
asia,china,,usa
asia,usa,,israel
americas,usa,,usa
americas,usa,,usa
americas,usa,,usa
americas,usa,,bermuda
americas,russia,,china
asia,china,,china
asia,usa,,germany
asia,germany,,china
asia,china,,usa
europe,china,,russia
americas,india,,india
asia,china,,usa
europe,bermuda,,china
americas,usa,,usa
americas,usa,,usa
americas,canada,,china
americas,china,,canada
americas,germany,,usa
americas,usa,,usa
europe,usa,,usa
asia,usa,,germany
americas,usa,,usa
americas,usa,,usa
europe,france,,philippines
asia,south korea,,netherlands
europe,canada,,china
europe,china,,italy
asia,china,,hong kong
americas,usa,,usa
asia,philippines,,south korea
asia,netherlands,,canada
americas,italy,,france
asia,hong kong,,china
asia,india,,france
americas,taiwan,,usa
americas,usa,,usa
europe,japan,,russia
americas,usa,,india
europe,france,,taiwan
americas,usa,,usa
asia,russia,,usa
americas,usa,,japan
asia,usa,,usa
asia,china,,germany
asia,germany,,japan
asia,china,,india
asia,japan,,china
asia,canada,,china
asia,china,,japan
americas,india,,china
asia,india,,china
asia,china,,canada
europe,japan,,india
americas,mexico,,usa
asia,bermuda,,china
americas,china,,usa
americas,usa,,norway
europe,usa,,mexico
europe,belgium,,china
americas,norway,,belgium
americas,usa,,bermuda
asia,usa,,usa
americas,china,,usa
oceania,australia,,japan
americas,japan,,australia
asia,canada,,usa
asia,usa,,china
europe,usa,,ireland
europe,ireland,,france
americas,france,,taiwan
americas,taiwan,,canada
americas,china,,usa
asia,canada,,canada
asia,china,,china
europe,china,,denmark
europe,ireland,,south korea
americas,australia,,taiwan
asia,sweden,,sweden
asia,taiwan,,usa
europe,south korea,,ireland
oceania,usa,,norway
europe,norway,,china
asia,denmark,,australia
asia,china,,japan
asia,japan,,usa
asia,france,,usa
asia,usa,,china
americas,usa,,france
asia,india,,uae
americas,usa,,india
americas,china,,china
europe,uae,,china
asia,china,,usa
asia,japan,,japan
asia,canada,,canada
asia,china,,hong kong
europe,usa,,china
europe,indonesia,,japan
asia,hong kong,,netherlands
asia,germany,,germany
americas,netherlands,,indonesia
asia,japan,,usa
americas,japan,,japan
asia,thailand,,france
europe,usa,,china
asia,china,,france
asia,france,,china
asia,china,,usa
asia,india,,hong kong
asia,china,,south korea
europe,hong kong,,india
asia,south korea,,china
americas,france,,thailand
americas,bermuda,,israel
asia,belgium,,china
americas,china,,usa
asia,uk,,belgium
asia,china,,india
asia,israel,,china
asia,israel,,israel
europe,india,,bermuda
asia,usa,,uk
europe,china,,china
europe,sweden,,hong kong
oceania,australia,,china
asia,south africa,,australia
asia,china,,usa
americas,hong kong,,south africa
oceania,usa,,australia
asia,australia,,china
asia,china,,sweden
africa,china,,australia
oceania,australia,,china
europe,uk,,china
asia,uk,,uk
asia,australia,,uk
asia,china,,thailand
europe,italy,,italy
europe,italy,,china
europe,uk,,japan
asia,china,,uk
oceania,japan,,italy
europe,thailand,,australia
asia,china,,china
oceania,usa,,brazil
americas,brazil,,usa
americas,spain,,usa
americas,italy,,australia
americas,usa,,italy
europe,usa,,usa
europe,usa,,usa
americas,usa,,spain
americas,australia,,usa
asia,south korea,,south korea
asia,germany,,usa
europe,usa,,usa
americas,usa,,south korea
americas,denmark,,germany
asia,south korea,,denmark
europe,usa,,usa
americas,usa,,usa
americas,russia,,japan
europe,japan,,russia
americas,usa,,china
americas,france,,france
asia,usa,,china
asia,usa,,usa
asia,germany,,uk
europe,uk,,usa
europe,china,,germany
americas,china,,usa
americas,japan,,japan
europe,usa,,usa
asia,hong kong,,hong kong
americas,china,,canada
asia,china,,usa
asia,usa,,italy
oceania,italy,,usa
americas,canada,,australia
europe,australia,,china
americas,china,,china
asia,china,,china
asia,usa,,china
europe,finland,,china
europe,netherlands,,finland
asia,usa,,usa
americas,saudi arabia,,japan
europe,japan,,usa
americas,usa,,netherlands
asia,uk,,uk
asia,usa,,usa
americas,china,,uk
europe,uk,,saudi arabia
europe,japan,,usa
americas,south africa,,china
africa,canada,,russia
asia,russia,,india
asia,china,,hong kong
americas,india,,canada
asia,usa,,south africa
americas,hong kong,,japan
asia,usa,,taiwan
asia,taiwan,,usa
americas,usa,,japan
asia,usa,,brazil
europe,brazil,,usa
americas,china,,usa
asia,usa,,china
americas,usa,,usa
americas,japan,,usa
asia,usa,,hungary
americas,hungary,,saudi arabia
americas,saudi arabia,,usa
asia,india,,china
asia,switzerland,,china
asia,china,,russia
asia,usa,,portugal
europe,russia,,thailand
europe,portugal,,usa
americas,japan,,japan
asia,thailand,,japan
asia,japan,,india
europe,china,,switzerland
asia,china,,china
asia,thailand,,japan
asia,ireland,,usa
americas,singapore,,ireland
americas,usa,,singapore
americas,usa,,japan
americas,usa,,canada
asia,canada,,thailand
europe,japan,,usa
asia,japan,,usa
africa,south africa,,usa
europe,china,,china
europe,usa,,south africa
asia,usa,,usa
europe,brazil,,france
americas,brazil,,uk
americas,poland,,brazil
americas,israel,,poland
americas,uk,,brazil
asia,france,,israel
europe,france,,usa
americas,usa,,usa
americas,brazil,,usa
americas,usa,,brazil
asia,usa,,india
asia,india,,usa
americas,china,,china
americas,usa,,france
americas,usa,,usa
americas,usa,,usa
asia,taiwan,,monaco
asia,china,,taiwan
americas,usa,,brazil
europe,usa,,chile
asia,chile,,china
asia,japan,,japan
americas,china,,china
americas,monaco,,usa
americas,brazil,,china
asia,china,,usa
asia,china,,mexico
europe,usa,,china
americas,china,,usa
asia,usa,,usa
americas,usa,,hong kong
asia,japan,,china
americas,usa,,japan
americas,hong kong,,usa
asia,mexico,,usa
americas,france,,france
oceania,australia,,uae
asia,germany,,australia
americas,usa,,uk
europe,uae,,new zealand
europe,usa,,usa
oceania,new zealand,,usa
americas,uk,,germany
asia,germany,,china
americas,usa,,usa
europe,china,,germany
americas,usa,,usa
europe,china,,malaysia
asia,malaysia,,china
asia,taiwan,,denmark
americas,denmark,,taiwan
asia,taiwan,,usa
europe,usa,,taiwan
asia,china,,germany
asia,japan,,china
asia,germany,,japan
americas,usa,,france
americas,france,,china
americas,india,,usa
americas,taiwan,,france
asia,japan,,usa
europe,france,,taiwan
asia,china,,japan
asia,usa,,usa
asia,usa,,india
europe,usa,,usa
americas,usa,,china
asia,india,,switzerland
europe,usa,,usa
americas,china,,china
europe,switzerland,,usa
americas,usa,,usa
europe,switzerland,,india
asia,usa,,uk
americas,uk,,switzerland
asia,china,,usa
asia,singapore,,singapore
asia,china,,china
asia,usa,,china
asia,sweden,,sweden
americas,china,,india
asia,india,,china
asia,japan,,south korea
asia,usa,,usa
europe,china,,japan
americas,south korea,,usa
asia,china,,usa
americas,usa,,usa
asia,france,,saudi arabia
asia,usa,,france
asia,usa,,china
asia,saudi arabia,,japan
americas,thailand,,japan
americas,japan,,usa
europe,japan,,thailand
americas,usa,,usa
americas,usa,,china
americas,sweden,,japan
asia,china,,south korea
americas,israel,,china
asia,usa,,israel
asia,south korea,,usa
americas,china,,usa
asia,usa,,usa
asia,japan,,sweden
europe,usa,,usa
asia,hong kong,,india
europe,france,,france
europe,india,,hong kong
americas,usa,,uk
americas,china,,luxembourg
americas,canada,,china
asia,usa,,usa
americas,usa,,canada
asia,uk,,usa
europe,luxembourg,,usa
americas,usa,,china
africa,china,,morocco
europe,usa,,taiwan
asia,usa,,uk
asia,sweden,,usa
americas,usa,,usa
europe,india,,usa
americas,taiwan,,india
americas,uk,,usa
asia,morocco,,sweden
oceania,norway,,taiwan
asia,india,,india
europe,australia,,usa
asia,israel,,norway
americas,usa,,australia
asia,usa,,australia
oceania,australia,,usa
americas,india,,india
americas,usa,,usa
asia,taiwan,,israel
americas,usa,,india
americas,china,,usa
europe,india,,switzerland
europe,indonesia,,switzerland
americas,switzerland,,usa
europe,usa,,netherlands
asia,netherlands,,usa
asia,switzerland,,indonesia
asia,usa,,china
americas,usa,,usa
americas,taiwan,,taiwan
asia,india,,australia
asia,usa,,china
americas,china,,usa
americas,australia,,germany
americas,germany,,usa
asia,hong kong,,usa
europe,canada,,india
oceania,usa,,hong kong
asia,usa,,canada
americas,usa,,taiwan
asia,usa,,usa
europe,usa,,usa
americas,india,,sweden
asia,usa,,saudi arabia
europe,sweden,,netherlands
americas,taiwan,,usa
asia,usa,,india
americas,netherlands,,usa
americas,saudi arabia,,usa
asia,japan,,thailand
americas,sweden,,sweden
europe,sweden,,china
asia,usa,,japan
europe,thailand,,sweden
americas,italy,,qatar
europe,qatar,,italy
asia,china,,usa
asia,uk,,usa
europe,usa,,uk
europe,australia,,uk
europe,hong kong,,new zealand
europe,usa,,uk
oceania,new zealand,,usa
europe,germany,,hong kong
europe,uk,,finland
oceania,australia,,australia
americas,uk,,australia
asia,finland,,germany
oceania,uk,,uk
asia,usa,,usa
americas,thailand,,uk
europe,uk,,thailand
americas,canada,,canada
americas,malaysia,,usa
asia,usa,,hong kong
americas,hong kong,,usa
asia,usa,,malaysia
americas,usa,,uk
europe,uk,,usa
asia,usa,,japan
europe,canada,,japan
europe,belgium,,japan
americas,belgium,,belgium
americas,singapore,,canada
asia,japan,,usa
europe,japan,,china
asia,japan,,belgium
asia,germany,,germany
asia,china,,singapore
americas,usa,,qatar
asia,usa,,usa
americas,japan,,usa
europe,usa,,uk
asia,canada,,china
americas,usa,,usa
americas,qatar,,canada
americas,uk,,usa
asia,usa,,japan
americas,china,,usa
asia,germany,,norway
europe,usa,,china
americas,norway,,taiwan
asia,uk,,chile
asia,usa,,thailand
americas,thailand,,uk
europe,china,,usa
europe,chile,,germany
americas,uk,,uk
europe,taiwan,,usa
europe,uk,,taiwan
asia,brazil,,usa
americas,france,,denmark
asia,usa,,uk
americas,norway,,france
europe,denmark,,norway
europe,usa,,usa
americas,india,,usa
europe,usa,,brazil
americas,taiwan,,india
asia,japan,,china
europe,china,,sweden
americas,china,,usa
asia,china,,china
americas,usa,,usa
americas,usa,,china
americas,usa,,usa
asia,china,,china
asia,usa,,usa
asia,sweden,,japan
asia,china,,china
americas,china,,china
americas,china,,japan
asia,usa,,usa
americas,japan,,usa
europe,denmark,,denmark
asia,usa,,china
americas,china,,usa
asia,usa,,china
asia,usa,,usa
asia,china,,usa
asia,usa,,china
americas,canada,,israel
asia,israel,,taiwan
americas,china,,usa
americas,usa,,usa
asia,usa,,taiwan
asia,taiwan,,usa
americas,usa,,china
americas,taiwan,,canada
asia,china,,usa
americas,germany,,usa
asia,india,,china
americas,usa,,usa
asia,china,,china
asia,china,,china
asia,china,,china
americas,usa,,germany
asia,china,,china
europe,usa,,india
americas,usa,,sweden
europe,china,,china
asia,usa,,usa
americas,usa,,china
asia,usa,,usa
europe,norway,,usa
americas,taiwan,,norway
americas,usa,,taiwan
americas,china,,usa
asia,sweden,,usa
europe,germany,,japan
asia,south korea,,germany
asia,usa,,usa
asia,japan,,india
americas,switzerland,,usa
asia,japan,,china
europe,usa,,china
asia,india,,japan
americas,china,,south korea
asia,china,,switzerland
asia,south korea,,south korea
asia,usa,,mexico
asia,india,,china
europe,china,,germany
americas,germany,,china
americas,brazil,,india
europe,mexico,,brazil
asia,uk,,usa
asia,china,,china
americas,china,,uk
americas,usa,,uk
americas,china,,china
asia,usa,,china
europe,south africa,,usa
americas,usa,,usa
americas,usa,,usa
americas,usa,,usa
africa,uk,,usa
americas,china,,south africa
asia,usa,,usa
asia,china,,russia
europe,usa,,netherlands
americas,russia,,china
asia,ireland,,ireland
europe,japan,,netherlands
asia,japan,,japan
asia,netherlands,,usa
europe,malaysia,,malaysia
europe,usa,,japan
americas,netherlands,,usa
asia,taiwan,,taiwan
asia,usa,,usa
europe,china,,usa
americas,france,,canada
americas,indonesia,,china
americas,canada,,france
asia,usa,,india
europe,usa,,indonesia
asia,france,,france
americas,india,,usa
asia,australia,,china
americas,china,,usa
americas,usa,,australia
asia,usa,,china
asia,germany,,taiwan
europe,china,,usa
americas,taiwan,,china
americas,usa,,usa
asia,usa,,germany
oceania,china,,usa
asia,china,,mexico
europe,netherlands,,brazil
americas,brazil,,mexico
americas,italy,,usa
asia,mexico,,usa
americas,usa,,china
americas,china,,italy
americas,usa,,netherlands
europe,mexico,,china
europe,uk,,uk
americas,usa,,usa
americas,germany,,japan
asia,japan,,japan
oceania,japan,,australia
europe,japan,,spain
asia,taiwan,,taiwan
asia,spain,,japan
asia,australia,,germany
asia,japan,,usa
europe,usa,,japan
americas,usa,,japan
americas,sweden,,china
asia,china,,bermuda
europe,germany,,usa
americas,usa,,germany
europe,spain,,spain
americas,bermuda,,usa
europe,sweden,,sweden
asia,japan,,usa
europe,usa,,sweden
asia,indonesia,,italy
europe,usa,,indonesia
europe,hong kong,,france
americas,italy,,usa
americas,usa,,usa
asia,china,,uk
americas,usa,,usa
europe,usa,,hong kong
asia,france,,usa
americas,uk,,china
americas,usa,,china
asia,china,,china
europe,usa,,india
asia,india,,south korea
asia,singapore,,usa
asia,hong kong,,hong kong
asia,south korea,,india
asia,india,,usa
americas,uk,,uk
asia,china,,singapore
americas,canada,,south korea
asia,sweden,,taiwan
americas,japan,,italy
asia,usa,,sweden
europe,italy,,usa
europe,sweden,,italy
europe,italy,,japan
americas,taiwan,,canada
asia,usa,,usa
europe,south korea,,sweden
asia,south korea,,south africa
americas,china,,south korea
asia,thailand,,thailand
africa,usa,,japan
asia,japan,,japan
europe,netherlands,,usa
asia,japan,,china
americas,south africa,,netherlands
asia,thailand,,thailand
asia,peru,,peru
europe,germany,,india
americas,china,,china
europe,usa,,germany
americas,china,,usa
americas,india,,usa
americas,canada,,usa
asia,usa,,china
asia,usa,,sweden
americas,sweden,,canada
asia,usa,,usa
americas,usa,,thailand
oceania,thailand,,belgium
americas,india,,india
asia,south korea,,usa
europe,usa,,south korea
europe,belgium,,sweden
americas,sweden,,usa
asia,china,,australia
asia,usa,,usa
asia,australia,,china
americas,usa,,india
asia,usa,,russia
americas,taiwan,,taiwan
asia,russia,,china
asia,usa,,usa
asia,philippines,,usa
americas,india,,philippines
europe,china,,china
asia,usa,,usa
americas,china,,usa
europe,denmark,,denmark
europe,usa,,china
asia,south korea,,canada
asia,usa,,china
americas,china,,usa
asia,indonesia,,sweden
asia,canada,,indonesia
americas,china,,china
asia,sweden,,usa
americas,china,,south korea
europe,france,,kazakhstan
asia,israel,,israel
asia,israel,,netherlands
europe,netherlands,,japan
asia,hong kong,,hong kong
asia,japan,,israel
americas,kazakhstan,,argentina
asia,argentina,,india
asia,hong kong,,france
