,name,world_rank,marketvalue,marketcap,ceo,country
353,dollar general corporation,336,doll_55.209 b ,doll_52.007 b ,david perdue,usa
354,first abu dhabi bank,337,doll_55.050 b ,doll_50.500 b ,hana al rostamani,uae
355,pacificorp,338,doll_55.002 b ,doll_61.343 b ,stefan bird,usa
356,thomson reuters corporation,339,doll_54.854 b ,doll_57.960 b ,david thomson,canada
357,adidas,340,doll_54.843 b ,doll_69.940 b ,,germany
358,east money information,341,doll_54.824 b ,doll_49.209 b ,,china
359,mercadolibre,342,doll_54.766 b ,doll_92.834 b ,stelleo passos tolda,argentina
360,nintendo,343,doll_54.630 b ,doll_58.231 b ,shuntaro furukawa,japan
361,bayer,344,doll_54.460 b ,doll_55.343 b ,,germany
362,safran,345,doll_54.377 b ,doll_54.464 b ,,france
363,luzhou laojiao,346,doll_54.324 b ,doll_40.027 b ,liu miao,china
364,marriott international,347,doll_54.278 b ,doll_44.009 b ,bill marriott,usa
365,wipro,348,doll_54.257 b ,doll_51.170 b ,,india
366,intesa sanpaolo,349,doll_53.948 b ,doll_55.537 b ,gian maria gros-pietro,italy
367,great wall motor company,350,doll_53.655 b ,doll_73.913 b ,wei jianjun,china
368,fast retailing,351,doll_53.635 b ,doll_68.150 b ,tadashi yanai,japan
369,london stock exchange group,352,doll_53.536 b ,doll_55.704 b ,,uk
370,hon hai precision industry,353,doll_53.431 b ,doll_55.404 b ,liu young-way,taiwan
371,baidu,354,doll_53.368 b ,doll_54.652 b ,robin li,china
372,chugai pharmaceutical,355,doll_52.995 b ,doll_65.402 b ,christoph franz,japan
373,simon property group,356,doll_52.996 b ,doll_45.156 b ,david simon,usa
374,keurig dr pepper,357,doll_52.890 b ,doll_50.562 b ,robert gamgort,usa
375,s.f. holding,358,doll_52.740 b ,doll_40.051 b ,,china
376,ikea,358,358,358,anders dahlvig,usa
377,dsv panalpina,359,doll_52.508 b ,doll_60.941 b ,thomas plenborg,denmark
378,ping an bank,360,doll_52.303 b ,doll_52.047 b ,"ma mingzhe, peter",china
379,national grid transco,361,doll_52.115 b ,doll_46.940 b ,,uk
380,palo alto networks,362,doll_51.848 b ,doll_44.859 b ,nikesh arora,usa
381,te connectivity,363,doll_51.743 b ,doll_49.272 b ,tom lynch,switzerland
382,eni s.p.a.,364,doll_51.734 b ,doll_44.110 b ,lucia calvosa,italy
383,luxshare precision industry,365,doll_51.647 b ,doll_36.208 b ,lai chun wang,china
384,bharti airtel,366,doll_51.523 b ,doll_50.778 b ,,india
385,the bank of new york mellon corporation,367,doll_51.473 b ,doll_47.664 b ,gerald l. hassell,usa
386,fortinet,368,doll_51.447 b ,doll_52.163 b ,ken xie,usa
387,biontech se,369,doll_51.375 b ,doll_79.834 b ,ugur sahin,germany
388,hoya corporation,370,doll_51.220 b ,doll_60.197 b ,hiroshi suzuki,japan
389,qatar national bank,371,doll_51.151 b ,doll_47.782 b ,he ali ahmed al kuwari,qatar
390,zoom video communications,372,doll_51.136 b ,doll_86.019 b ,eric yuan,usa
391,enterprise products partners,373,doll_51.062 b ,doll_48.647 b ,william c. montgomery,usa
392,bank of communications,374,doll_51.057 b ,doll_47.967 b ,ren deqi,china
393,jiangsu hengrui medicine,375,doll_50.995 b ,doll_44.709 b ,sun piaoyang,china
394,lloyds banking group,376,doll_51.001 b ,doll_43.652 b ,,uk
395,honda motor,377,doll_50.891 b ,doll_52.753 b ,fumihiko ike,japan
396,murata manufacturing,378,doll_50.865 b ,doll_54.946 b ,tsuneo murata,japan
397,synopsys,379,doll_50.690 b ,doll_50.979 b ,aart j. de geus,usa
398,wanhua chemical group,380,doll_50.602 b ,doll_50.393 b ,liao zengtai,china
399,vmware,381,doll_50.552 b ,doll_62.373 b ,michael dell,usa
400,oriental land,382,doll_50.537 b ,doll_49.349 b ,toshio kagami,japan
401,kotak mahindra bank,383,doll_50.491 b ,doll_48.370 b ,,india
402,american international group (aig),384,doll_50.432 b ,doll_46.660 b ,brian duperreault,usa
403,ihs markit,385,doll_50.254 b ,doll_48.073 b ,lance uggla,uk
404,wuxi apptec,386,doll_50.136 b ,doll_61.367 b ,ge li,china
405,activision blizzard,387,doll_49.880 b ,doll_64.060 b ,bobby kotick,usa
406,monster beverage corporation,388,doll_49.771 b ,doll_51.730 b ,rodney cyril sacks,usa
407,first gulf bank,388,388,,,uae
408,southern copper corporation,389,doll_49.748 b ,doll_48.387 b ,german larrea mota-velasco,mexico
409,nordea bank abp,390,doll_49.607 b ,doll_49.772 b ,torbjorn magnusson,finland
410,prudential,391,doll_49.339 b ,doll_54.470 b ,,uk
411,sumitomo mitsui financial group,392,doll_49.238 b ,doll_48.103 b ,takeshi kunibe,japan
412,cnooc limited,393,doll_49.168 b ,doll_46.085 b ,wang dongjin,china
413,schlumberger,394,doll_49.134 b ,doll_39.212 b ,andrew gould,usa
414,amphenol corporation,395,doll_49.110 b ,doll_45.839 b ,martin h. loeffler,usa
415,iqvia holdings,396,doll_49.080 b ,doll_49.767 b ,ari bousbib,usa
416,roblox corp,397,doll_48.836 b ,doll_47.191 b ,david b. baszucki,usa
417,citic securities company,398,doll_48.789 b ,doll_48.814 b ,zhu hexin,china
418,roper technologies,399,doll_48.674 b ,doll_50.949 b ,neil hunn,usa
419,pioneer natural resources company,400,doll_48.600 b ,doll_36.513 b ,scott d. sheffield,usa
420,kimberly-clark corporation,401,doll_48.400 b ,doll_46.409 b ,thomas j. falk,usa
421,eqt ab (publ),402,doll_48.284 b ,doll_50.965 b ,conni jonsson,sweden
422,xilinx,403,doll_48.220 b ,doll_38.504 b ,dennis segers,usa
423,mitsubishi corporation,404,doll_48.174 b ,doll_44.754 b ,takehiko kakiuchi,japan
424,tc energy corporation,405,doll_47.883 b ,doll_46.497 b ,francois poirier,canada
425,edeka group,405,405,,markus mosa,germany
426,wesfarmers,406,doll_47.592 b ,doll_48.639 b ,,australia
427,barclays plc,407,doll_47.535 b ,doll_43.534 b ,,uk
428,bce (bell canada enterprises),408,doll_47.394 b ,doll_47.255 b ,mirko bibic,canada
429,newmont corporation,409,doll_47.392 b ,doll_46.341 b ,wayne w murdy,usa
430,3i group,410,doll_47.296 b ,doll_40.133 b ,,uk
431,mmc norilsk nickel,411,doll_47.226 b ,doll_51.394 b ,andrey bougrov,russia
432,hcl technologies,412,doll_46.927 b ,doll_44.226 b ,,india
433,orsted a/s,413,doll_46.812 b ,doll_67.699 b ,thomas thune andersen,denmark
434,humana,414,doll_46.680 b ,doll_52.110 b ,kurt hilzinger,usa
435,idexx laboratories,415,doll_46.662 b ,doll_58.445 b ,jonathan w. ayers,usa
436,nio inc,416,doll_46.604 b ,doll_64.410 b ,bin li,china
437,samsung biologics,417,doll_46.573 b ,doll_54.740 b ,john rim,south korea
438,walgreens boots alliance,418,doll_46.515 b ,doll_43.898 b ,stefano pessina,usa
439,paychex,419,doll_46.480 b ,doll_41.190 b ,martin mucci,usa
440,muyuan foods,420,doll_46.401 b ,doll_35.352 b ,qin yinglin,china
441,credit agricole,421,doll_46.250 b ,doll_44.696 b ,,france
442,constellation brands,422,doll_46.220 b ,doll_40.707 b ,richard sands,usa
443,givaudan sa,423,doll_46.065 b ,doll_45.552 b ,calvin grieder,switzerland
444,cadence design systems,424,doll_46.011 b ,doll_45.248 b ,anirudh devgan,usa
445,o'reilly automotive,425,doll_45.969 b ,doll_40.963 b ,david e oreilly,usa
446,asian paints,426,doll_45.949 b ,doll_44.366 b ,,india
447,lululemon athletica,427,doll_45.928 b ,doll_54.166 b ,glenn k. murphy(non-executive chairman),canada
448,spacex,427,427,427,elon musk,usa
449,stripe,427,427,427,,usa
450,cognizant technology solutions,428,doll_45.918 b ,doll_40.292 b ,rajesh nambiar,usa
451,itochu corporation,429,doll_45.880 b ,doll_44.708 b ,masahiro okafuji,japan
452,aptiv,430,doll_45.844 b ,doll_41.169 b ,kevin p. clark,ireland
453,kraft heinz company,431,doll_45.718 b ,doll_44.030 b ,miguel patricio,usa
454,digital realty trust,432,doll_45.707 b ,doll_46.441 b ,laurence a. chapman,usa
455,dexcom,433,doll_45.698 b ,doll_51.221 b ,kevin sayer,usa
456,msci,434,doll_45.511 b ,doll_52.316 b ,henry a. fernandez,usa
457,"coupang, inc.",435,doll_45.485 b ,doll_51.998 b ,bom suk kim,south korea
458,microchip technology,436,doll_45.461 b ,doll_43.123 b ,steve sanghi,usa
459,stmicroelectronics,437,doll_45.434 b ,doll_40.157 b ,,switzerland
460,doordash,438,doll_45.377 b ,doll_64.681 b ,tony xu,usa
461,american electric power company,439,doll_45.072 b ,doll_44.807 b ,nick akins,usa
462,fortescue metals group,440,doll_45.032 b ,doll_46.296 b ,,australia
463,chipotle mexican grill,441,doll_44.955 b ,doll_53.474 b ,steve ells,usa
464,trafigura,442,442,442,jeremy weir,usa
465,trane technologies plc,442,doll_44.959 b ,doll_47.165 b ,,ireland
466,linkedin,443,443,443,jeff weiner,usa
467,carrier global,443,doll_44.924 b ,doll_49.980 b ,david gitlin,usa
468,datadog,444,doll_44.865 b ,doll_42.720 b ,olivier pomel,usa
469,centene corporation,445,doll_44.545 b ,doll_36.720 b ,michael f. neidorff,usa
470,jardine matheson holdings,446,doll_44.512 b ,doll_45.104 b ,,bermuda
471,dell technologies,447,doll_44.298 b ,doll_74.429 b ,michael s. dell,usa
472,lg chem,448,doll_44.149 b ,doll_50.469 b ,"shin, hak-cheol",south korea
473,sempra energy,449,doll_44.136 b ,doll_42.266 b ,jeffrey w. martin,usa
474,pt bank rakyat indonesia (persero) tbk,450,doll_44.008 b ,doll_33.383 b ,,indonesia
475,t. rowe price group,451,doll_43.910 b ,doll_50.804 b ,rob sharps,usa
476,agilent technologies,452,doll_43.835 b ,doll_53.245 b ,michael r. mcmullen,usa
477,baxter international,453,doll_43.786 b ,doll_38.103 b ,jose e. almeida,usa
478,dow inc,454,doll_43.711 b ,doll_46.909 b ,jim fitterling,usa
479,marathon petroleum corporation,455,doll_43.664 b ,doll_37.826 b ,john p. surma(non-executive chairman),usa
480,wuxi biologics (cayman),456,doll_43.633 b ,doll_64.339 b ,ge li(non-executive chairman),china
481,global payments,457,doll_43.581 b ,doll_47.775 b ,jeffrey s. sloan,usa
482,cosco shipping holdings,458,doll_43.536 b ,doll_45.027 b ,wan min,china
483,prudential financial,459,doll_43.391 b ,doll_40.870 b ,arthur f. ryan,usa
484,jardine strategic holdings,460,460,doll_37.907 b ,,hong kong
485,crowdstrike holdings,460,doll_43.343 b ,doll_63.453 b ,gerhard watzinger,usa
486,haier smart home,461,doll_43.245 b ,doll_39.285 b ,zhang ruimin,china
487,smc corporation,462,doll_43.223 b ,doll_42.861 b ,katsunori maruyama,japan
488,munchener ruckversicherungs-gesellschaft,463,doll_43.178 b ,doll_41.115 b ,,germany
489,nu holdings ltd.,464,doll_43.137 b ,,,brazil
490,align technology,465,doll_43.132 b ,doll_56.108 b ,"c. raymond larkin, jr",usa
491,l3harris technologies,466,doll_43.124 b ,doll_46.822 b ,chris kubasik,usa
492,dupont de nemours,467,doll_43.101 b ,doll_38.717 b ,edward d. breen,usa
493,takeda pharmaceutical company,468,doll_43.085 b ,doll_53.344 b ,yasuchika hasegawa,japan
494,svb financial group,469,doll_43.027 b ,doll_32.822 b ,roger f. dunbar,usa
495,vodafone group,470,doll_43.005 b ,doll_47.217 b ,,uk
496,spotify technology,471,doll_42.828 b ,doll_44.842 b ,daniel ek,sweden
497,experian,472,doll_42.818 b ,doll_41.303 b ,,ireland
498,motorola solutions,473,doll_42.655 b ,doll_41.410 b ,greg brown,usa
499,republic services,474,doll_42.418 b ,doll_39.519 b ,manuel kadre,usa
500,hilton worldwide holdings,475,doll_42.366 b ,doll_34.797 b ,christopher j. nassetta,usa
501,alimentation couche-tard,476,doll_42.170 b ,doll_43.219 b ,bouchard,canada
502,naver corporation,477,doll_42.080 b ,doll_57.129 b ,choi soo-yeon,south korea
503,z holdings corporation,478,doll_41.968 b ,doll_49.641 b ,kentaro kawabe,japan
504,vonovia se,479,doll_41.881 b ,doll_38.391 b ,,germany
505,hp inc,480,doll_41.847 b ,doll_35.725 b ,enrique lores,usa
506,fiat chrysler automobiles,481,481,doll_36.501 b ,john elkann,uk
507,parker-hannifin corporation,481,doll_41.605 b ,doll_38.300 b ,donald e. washkewicz,usa
508,banco bilbao vizcaya argentaria,482,doll_41.592 b ,doll_43.630 b ,,spain
509,autozone,483,doll_41.574 b ,doll_33.376 b ,william c. rhodes iii,usa
510,ebay,484,doll_41.517 b ,doll_49.885 b ,paul pressler,usa
511,apollo global management,485,doll_41.376 b ,doll_14.080 b ,marc rowan,usa
512,general mills,486,doll_41.362 b ,doll_35.049 b ,jeff harmening,usa
513,sysco corporation,487,doll_41.248 b ,doll_40.787 b ,edward d. shirley,usa
514,cintas corporation,488,doll_41.226 b ,doll_40.751 b ,scott d. farmer,usa
515,fanuc corporation,489,doll_41.129 b ,doll_42.743 b ,seiuemon inaba,japan
516,aflac,490,doll_41.121 b ,doll_38.018 b ,daniel p. amos,usa
517,compass group,491,doll_41.111 b ,doll_37.274 b ,,uk
518,avenue supermarts,492,doll_41.071 b ,doll_35.994 b ,,india
519,twilio,493,doll_41.051 b ,doll_63.235 b ,jeff lawson,usa
520,crh plc,494,doll_41.041 b ,doll_41.660 b ,,ireland
521,hyundai motor company,495,doll_41.028 b ,doll_42.512 b ,chung eui-sun,south korea
522,tokio marine holdings,496,doll_40.964 b ,doll_34.380 b ,satoru komiya,japan
523,the travelers companies,497,doll_40.897 b ,doll_39.847 b ,alan d. schnitzer,usa
524,danone,498,doll_40.795 b ,doll_47.706 b ,,switzerland
525,daiichi sankyo company,499,doll_40.765 b ,doll_41.951 b ,george nakayama,japan
526,ambev,500,doll_40.762 b ,doll_51.776 b ,jean jereissati,brazil
527,bank of ningbo,501,doll_40.667 b ,doll_30.055 b ,hua yu lu,china
528,kkr & co,502,doll_40.658 b ,doll_37.483 b ,henry r. kravis,usa
529,hexagon ab (publ),503,doll_40.645 b ,doll_45.496 b ,ola rollen,sweden
530,partners group holding ag,504,doll_40.541 b ,doll_46.940 b ,david layton,switzerland
531,realty income corporation,505,doll_40.401 b ,doll_28.192 b ,michael d. mckee,usa
532,the hershey company,506,doll_40.346 b ,doll_36.613 b ,richard h lenny,usa
533,inner mongolia yili industrial group,507,doll_40.246 b ,doll_33.008 b ,gang pan,china
534,xpeng motors,508,doll_40.178 b ,doll_36.369 b ,he xiaopeng,china
535,shanghai pudong development bank,509,doll_40.062 b ,doll_40.418 b ,gao guofu,china
536,ppg industries,510,doll_39.815 b ,doll_37.870 b ,michael h. mcgarry,usa
537,arista networks,511,doll_39.789 b ,doll_28.349 b ,andy bechtolsheim,usa
538,alcon,512,doll_39.766 b ,doll_40.410 b ,michael ball,switzerland
539,yum! brands,513,doll_39.676 b ,doll_38.739 b ,david gibbs,usa
540,nutrien,514,doll_39.458 b ,doll_34.702 b ,russell girling,canada
541,china vanke,515,doll_39.431 b ,doll_36.546 b ,wang shi,china
542,oversea-chinese banking corporation,516,doll_39.365 b ,doll_38.722 b ,low choon seng,singapore
543,manulife financial corporation,517,doll_39.261 b ,doll_37.836 b ,john cassaday,canada
544,kinder morgan,518,doll_39.159 b ,doll_36.876 b ,richard kinder,usa
545,neste oyj,519,doll_39.108 b ,doll_47.883 b ,peter vanacker,finland
546,seven & i holdings,520,doll_39.103 b ,doll_39.667 b ,ryuichi isaka,japan
547,mitsui & co.,521,doll_39.069 b ,doll_36.546 b ,tatsuo yasunaga,japan
548,archer-daniels-midland company,522,doll_39.055 b ,doll_33.562 b ,juan ricardo luciano,usa
549,alexion pharmaceuticals,523,doll_39.000 b ,doll_39.000 b ,david r. brennan,usa
550,itau unibanco holding,524,doll_38.924 b ,doll_57.995 b ,roberto egydio setubal,brazil
551,jiangsu yanghe brewery joint-stock,525,doll_38.888 b ,doll_38.654 b ,lian dong zhang,china
552,capgemini se,526,doll_38.876 b ,doll_37.746 b ,,france
553,suncor energy,527,doll_38.699 b ,doll_27.698 b ,michael wilson,canada
554,sartorius stedim biotech,528,doll_38.531 b ,doll_49.859 b ,,germany
555,china pacific insurance group (cpic),529,doll_38.512 b ,doll_37.746 b ,kong qingwei,china
556,compagnie de saint-gobain,530,doll_38.477 b ,doll_38.153 b ,,france
557,kuehne + nagel international ag,531,doll_38.466 b ,doll_43.962 b ,joerg wolle,switzerland
558,ferguson,532,doll_38.468 b ,doll_32.412 b ,,uk
559,old dominion freight line,533,doll_38.253 b ,doll_33.437 b ,david s. congdon,usa
560,welltower,534,doll_38.230 b ,doll_36.991 b ,kenneth j. bacon,usa
561,mckesson corporation,535,doll_38.134 b ,doll_31.575 b ,john h. hammergren,usa
562,will semiconductor,536,doll_38.113 b ,doll_33.416 b ,,china
563,rockwell automation,537,doll_38.038 b ,doll_37.761 b ,blake moret,usa
564,kbc group nv,538,doll_38.016 b ,doll_35.530 b ,,belgium
565,the trade desk,539,doll_37.941 b ,doll_38.318 b ,jeff green,usa
566,"beijing-shanghai high-speed railway co.,ltd.",540,doll_37.936 b ,doll_36.020 b ,,china
567,bajaj finserv,541,doll_37.855 b ,doll_37.394 b ,,india
568,sba communications corporation,542,doll_37.846 b ,doll_39.419 b ,jeffrey stoops,usa
569,saic motor corporation,543,doll_37.824 b ,doll_34.455 b ,chen hong,china
570,boc hong kong,544,doll_37.817 b ,doll_32.712 b ,gao yingxin,hong kong
571,natwest group,545,doll_37.790 b ,doll_34.129 b ,,uk
572,kuaishou technolocy,546,doll_37.733 b ,doll_45.402 b ,,china
573,ericsson,547,doll_37.525 b ,doll_39.512 b ,borje ekholm,sweden
574,anta sports products,548,doll_37.360 b ,doll_57.108 b ,,china
575,zhangzhou pientzehuang pharmaceutical. ltd,549,doll_37.278 b ,doll_31.415 b ,,china
576,electronic arts,550,doll_37.268 b ,doll_41.324 b ,lawrence f. probst iii,usa
577,xcel energy,551,doll_37.223 b ,doll_37.168 b ,bob frenzel,usa
578,gree electric appliances,552,doll_37.202 b ,doll_37.592 b ,dong mingzhu,china
579,dsm,553,doll_37.187 b ,doll_36.527 b ,,netherlands
580,state street corporation,554,doll_37.170 b ,doll_31.915 b ,ronald logue,usa
581,bloomberg lp,554,554,554,,usa
582,hang seng bank,555,doll_37.157 b ,doll_35.143 b ,irene lee,hong kong
583,ross stores,556,doll_37.096 b ,doll_42.283 b ,gunnar bjorklund,usa
584,innogy se,556,556,556,,germany
585,edf (electricite de france),557,doll_37.063 b ,doll_42.294 b ,,france
586,discover financial services,558,doll_36.837 b ,doll_38.398 b ,thomas g. maheras,usa
587,foxconn industrial internet,559,doll_36.825 b ,doll_34.897 b ,jun qi li,china
588,kone oyj,560,doll_36.770 b ,doll_42.650 b ,antti herlin,finland
589,ashtead group,561,doll_36.701 b ,doll_35.560 b ,,uk
590,zijin mining group company,562,doll_36.681 b ,doll_41.842 b ,shui qing lin,china
591,dnb asa,563,doll_36.683 b ,doll_32.326 b ,olaug svarva,norway
592,zscaler,564,doll_36.636 b ,doll_38.129 b ,jay chaudhry,usa
593,first republic bank,565,doll_36.585 b ,doll_35.165 b ,james h. herbert,usa
594,japan post bank,566,doll_36.472 b ,doll_33.224 b ,masatsugu nagato,japan
595,engie,567,doll_36.436 b ,doll_35.034 b ,,france
596,budweiser brewing company apac,568,doll_36.332 b ,doll_33.881 b ,jan craps,hong kong
597,kakao,569,doll_36.166 b ,doll_57.153 b ,kim beom-su,south korea
598,international flavors & fragrances,570,doll_36.138 b ,doll_37.733 b ,abhinav chatterjee,usa
599,transdigm group,571,doll_36.144 b ,doll_33.345 b ,w. nicholas howley,usa
600,otis worldwide corporation,572,doll_36.128 b ,doll_39.804 b ,judy marks,usa
601,allstate corporation,573,doll_36.107 b ,doll_40.000 b ,thomas j. wilson,usa
602,itc,574,doll_36.019 b ,doll_36.078 b ,,india
603,constellation software,575,doll_35.941 b ,doll_35.796 b ,,canada
604,phillips 66,576,doll_35.915 b ,doll_31.137 b ,greg c. garland,usa
605,henkel ag,577,doll_35.831 b ,doll_40.662 b ,,germany
606,larsen & toubro,578,doll_35.832 b ,doll_33.152 b ,,india
607,japan tobacco,579,doll_35.814 b ,doll_34.789 b ,yasutake tango,japan
608,unicredit,580,doll_35.779 b ,doll_28.312 b ,pietro carlo padoan,italy
609,ameriprise financial,581,doll_35.730 b ,doll_31.042 b ,james cracchiolo,usa
610,nokia corporation,582,doll_35.653 b ,doll_33.734 b ,sari baldauf,finland
611,veeva systems,583,doll_35.592 b ,doll_50.766 b ,gordon ritter,usa
612,match group,584,doll_35.462 b ,doll_38.045 b ,thomas j. mcinerney,usa
613,mettler-toledo international,585,doll_35.453 b ,doll_35.897 b ,robert f. spoerry,usa
614,kroger,586,doll_35.381 b ,doll_34.395 b ,rodney mcmullen,usa
