02-GioPonSpiz-country,07-silvestri-country,08-slytherin-country,00-avengers-headquarters_country,03-gren-headquarters_country,04-iGMM-headquarters_country
kazakhstan,russia,china,india,kazakhstan,kazakhstan
switzerland,spain,japan,china,switzerland,switzerland
taiwan,italy,usa,sweden,taiwan,taiwan
germany,denmark,germany,south korea,germany,germany
china,uk,sweden,india,china,china
usa,russia,china,japan,usa,usa
china,austria,south korea,usa,china,china
usa,spain,india,china,usa,usa
japan,france,china,usa,japan,japan
india,uk,taiwan,china,india,india
south korea,uk,japan,germany,south korea,south korea
sweden,italy,usa,taiwan,sweden,sweden
hong kong,switzerland,indonesia,china,hong kong,hong kong
usa,uk,uk,usa,usa,usa
australia,uk,hong kong,indonesia,australia,australia
usa,switzerland,usa,switzerland,usa,usa
switzerland,norway,switzerland,uk,switzerland,switzerland
uk,russia,china,switzerland,uk,uk
switzerland,uk,australia,usa,switzerland,switzerland
indonesia,uk,switzerland,australia,indonesia,indonesia
usa,spain,usa,usa,usa,usa
china,isle of man,usa,hong kong,china,china
netherlands,luxembourg,denmark,denmark,netherlands,netherlands
mexico,uk,usa,japan,mexico,mexico
usa,germany,mexico,usa,usa,usa
usa,netherlands,japan,france,usa,usa
usa,germany,netherlands,canada,usa,usa
canada,sweden,canada,usa,canada,canada
france,uk,france,usa,france,france
usa,france,usa,usa,usa,usa
japan,uk,usa,mexico,japan,japan
denmark,france,usa,netherlands,denmark,denmark
switzerland,germany,usa,japan,switzerland,switzerland
sweden,uk,finland,usa,sweden,sweden
singapore,belgium,singapore,usa,singapore,singapore
usa,greece,sweden,japan,usa,usa
usa,norway,usa,finland,usa,usa
finland,italy,usa,usa,finland,finland
japan,uk,usa,usa,japan,japan
usa,germany,switzerland,singapore,usa,usa
usa,italy,japan,sweden,usa,usa
japan,sweden,japan,switzerland,japan,japan
usa,sweden,usa,china,usa,usa
usa,denmark,usa,usa,usa,usa
canada,germany,usa,colombia,canada,canada
china,spain,china,usa,china,china
usa,france,usa,usa,usa,usa
usa,ireland,usa,usa,usa,usa
usa,switzerland,canada,china,usa,usa
colombia,switzerland,usa,canada,colombia,colombia
usa,germany,china,usa,usa,usa
china,uk,colombia,usa,china,china
china,ireland,taiwan,japan,china,china
usa,france,france,usa,usa,usa
ireland,greece,japan,china,ireland,ireland
france,france,china,china,france,france
taiwan,austria,usa,usa,taiwan,taiwan
usa,switzerland,china,taiwan,usa,usa
china,netherlands,ireland,france,china,china
china,italy,usa,ireland,china,china
usa,luxembourg,usa,usa,usa,usa
japan,austria,china,china,japan,japan
canada,switzerland,usa,usa,canada,canada
china,sweden,usa,usa,china,china
usa,uk,germany,saudi arabia,usa,usa
china,france,ireland,ireland,china,china
germany,france,china,usa,germany,germany
usa,france,china,germany,usa,usa
ireland,austria,canada,china,ireland,ireland
saudi arabia,poland,saudi arabia,usa,saudi arabia,saudi arabia
usa,germany,usa,china,usa,usa
usa,spain,usa,canada,usa,usa
taiwan,denmark,taiwan,canada,taiwan,taiwan
usa,uk,china,usa,usa,usa
netherlands,germany,usa,usa,netherlands,netherlands
china,czech republic,usa,usa,china,china
usa,faroe islands,usa,usa,usa,usa
usa,uk,usa,usa,usa,usa
usa,germany,canada,china,usa,usa
usa,spain,usa,netherlands,usa,usa
usa,sweden,usa,usa,usa,usa
canada,finland,netherlands,taiwan,canada,canada
qatar,switzerland,qatar,germany,qatar,qatar
canada,uk,china,usa,canada,canada
india,austria,china,japan,india,india
taiwan,uk,taiwan,china,taiwan,taiwan
india,uk,india,china,india,india
china,finland,usa,india,china,china
china,uk,canada,taiwan,china,china
japan,belgium,japan,india,japan,japan
usa,germany,germany,canada,usa,usa
germany,sweden,india,qatar,germany,germany
india,uk,usa,saudi arabia,india,india
poland,finland,poland,ireland,poland,poland
uk,uk,uk,india,uk,uk
usa,france,india,china,usa,usa
usa,france,india,usa,usa,usa
usa,switzerland,usa,usa,usa,usa
china,russia,saudi arabia,usa,china,china
india,denmark,china,uk,india,india
ireland,luxembourg,usa,poland,ireland,ireland
saudi arabia,germany,ireland,india,saudi arabia,saudi arabia
usa,switzerland,thailand,thailand,usa,usa
finland,poland,usa,usa,finland,finland
japan,sweden,france,hong kong,japan,japan
china,spain,finland,france,china,china
india,switzerland,usa,usa,india,india
usa,finland,china,india,usa,usa
france,germany,usa,china,france,france
hong kong,austria,india,japan,hong kong,hong kong
usa,france,japan,finland,usa,usa
thailand,uk,hong kong,usa,thailand,thailand
usa,germany,usa,usa,usa,usa
switzerland,germany,india,china,switzerland,switzerland
australia,uk,australia,canada,australia,australia
usa,switzerland,switzerland,india,usa,usa
france,sweden,usa,usa,france,france
usa,belgium,china,usa,usa,usa
usa,switzerland,france,france,usa,usa
india,finland,canada,usa,india,india
canada,germany,usa,australia,canada,canada
china,uk,usa,switzerland,china,china
usa,france,china,usa,usa,usa
china,uk,usa,spain,china,china
usa,france,spain,japan,usa,usa
usa,netherlands,japan,japan,usa,usa
usa,sweden,usa,china,usa,usa
japan,germany,japan,"['japan', 'singapore']",japan singapore,japan
china,sweden,usa,usa,china,china
japan,uk,china,usa,japan,japan
japan,finland,usa,usa,japan,japan
spain,switzerland,japan,china,spain,spain
hong kong,germany,usa,hong kong,hong kong,hong kong
usa,sweden,hong kong,usa,usa,usa
japan,france,japan,uk,japan,japan
japan,france,india,hong kong,japan,japan
japan,switzerland,hong kong,india,japan,japan
ireland,uk,ireland,ireland,ireland,ireland
india,uk,japan,japan,india,india
hong kong,switzerland,usa,japan,hong kong,hong kong
uk,uk,uk,usa,uk,uk
usa,germany,japan,japan,usa,usa
usa,romania,brazil,usa,usa,usa
hong kong,sweden,usa,usa,hong kong,hong kong
taiwan,uk,usa,usa,taiwan,taiwan
usa,isle of man,hong kong,canada,usa,usa
brazil,austria,usa,usa,brazil,brazil
usa,uk,canada,usa,usa,usa
usa,greece,usa,brazil,usa,usa
canada,uk,taiwan,usa,canada,canada
usa,sweden,usa,taiwan,usa,usa
usa,france,usa,hong kong,usa,usa
spain,uk,japan,spain,spain,spain
china,sweden,japan,australia,china,china
usa,uk,china,switzerland,usa,usa
usa,uk,spain,japan,usa,usa
japan,sweden,australia,china,japan,japan
denmark,uk,usa,denmark,denmark,denmark
china,sweden,denmark,japan,china,china
japan,uk,usa,usa,japan,japan
switzerland,uk,china,usa,switzerland,switzerland
australia,italy,switzerland,china,australia,australia
canada,russia,china,canada,canada,canada
china,sweden,china,china,china,china
taiwan,russia,usa,usa,taiwan,taiwan
germany,uk,ireland,ireland,germany,germany
usa,russia,canada,sweden,usa,usa
switzerland,greece,germany,switzerland,switzerland,switzerland
sweden,switzerland,switzerland,usa,sweden,sweden
ireland,sweden,usa,germany,ireland,ireland
usa,luxembourg,taiwan,taiwan,usa,usa
china,switzerland,sweden,china,china,china
china,france,china,china,china,china
malaysia,denmark,malaysia,uk,malaysia,malaysia
usa,finland,uk,japan,usa,usa
spain,sweden,china,japan,spain,spain
uk,netherlands,usa,china,uk,uk
usa,austria,spain,usa,usa,usa
china,uk,usa,uk,china,china
japan,russia,japan,spain,japan,japan
japan,uk,japan,usa,japan,japan
uk,france,uk,malaysia,uk,uk
denmark,spain,germany,denmark,denmark,denmark
germany,italy,usa,usa,germany,germany
uk,uk,uk,ireland,uk,uk
japan,switzerland,ireland,uk,japan,japan
usa,uk,denmark,kuwait,usa,usa
usa,spain,uk,usa,usa,usa
kuwait,spain,kuwait,usa,kuwait,kuwait
uk,sweden,japan,japan,uk,uk
ireland,france,usa,uk,ireland,ireland
usa,romania,usa,germany,usa,usa
china,switzerland,china,china,china,china
spain,sweden,usa,usa,spain,spain
germany,spain,china,kuwait,germany,germany
hong kong,sweden,usa,usa,hong kong,hong kong
usa,france,usa,china,usa,usa
china,austria,hong kong,china,china,china
china,france,kuwait,usa,china,china
usa,italy,germany,hong kong,usa,usa
kuwait,switzerland,spain,germany,kuwait,kuwait
usa,uk,china,spain,usa,usa
germany,netherlands,switzerland,germany,germany,germany
usa,denmark,china,canada,usa,usa
uae,spain,usa,china,uae,uae
switzerland,uk,japan,indonesia,switzerland,switzerland
china,ireland,germany,japan,china,china
hong kong,uk,uae,hong kong,hong kong,hong kong
japan,germany,canada,china,japan,japan
indonesia,italy,china,switzerland,indonesia,indonesia
china,luxembourg,hong kong,uae,china,china
canada,germany,indonesia,usa,canada,canada
china,uk,sweden,china,china,china
usa,uk,usa,usa,usa,usa
usa,uk,philippines,usa,usa,usa
china,sweden,usa,usa,china,china
philippines,uk,usa,china,philippines,philippines
sweden,poland,china,sweden,sweden,sweden
china,germany,usa,philippines,china,china
usa,germany,china,china,usa,usa
usa,belgium,usa,usa,usa,usa
usa,germany,china,usa,usa,usa
usa,iceland,sweden,usa,usa,usa
usa,france,hong kong,usa,usa,usa
usa,uk,south africa,usa,usa,usa
canada,russia,usa,usa,canada,canada
south africa,germany,usa,sweden,south africa,south africa
hong kong,netherlands,usa,hong kong,hong kong,hong kong
sweden,portugal,canada,south africa,sweden,sweden
usa,uk,usa,usa,usa,usa
usa,uk,usa,canada,usa,usa
usa,luxembourg,usa,usa,usa,usa
china,uk,usa,china,china,china
usa,portugal,ireland,ireland,usa,usa
usa,belgium,usa,japan,usa,usa
ireland,russia,china,usa,ireland,ireland
usa,netherlands,china,japan,usa,usa
china,sweden,japan,china,china,china
japan,uk,japan,usa,japan,japan
usa,norway,usa,ireland,usa,usa
japan,malta,usa,usa,japan,japan
ireland,sweden,ireland,usa,ireland,ireland
saudi arabia,uk,usa,saudi arabia,saudi arabia,saudi arabia
usa,sweden,india,usa,usa,usa
usa,uk,saudi arabia,india,usa,usa
japan,france,usa,uk,japan,japan
uk,germany,usa,sweden,uk,uk
usa,malta,uk,usa,usa,usa
sweden,switzerland,japan,uk,sweden,sweden
uk,norway,sweden,japan,uk,uk
india,uk,uk,usa,india,india
usa,france,usa,usa,usa,usa
canada,spain,china,canada,canada,canada
china,france,germany,brazil,china,china
germany,switzerland,canada,denmark,germany,germany
russia,denmark,uk,spain,russia,russia
japan,germany,spain,uk,japan,japan
norway,uk,denmark,norway,norway,norway
uk,germany,russia,japan,uk,uk
spain,germany,brazil,russia,spain,spain
denmark,france,norway,germany,denmark,denmark
brazil,sweden,japan,china,brazil,brazil
uk,,china,uk,uk,uk
south korea,,china,usa,south korea,south korea
china,,china,china,china,china
china,,south korea,india,china,china
india,,india,usa,india,india
china,,uk,china,china,china
usa,,china,india,usa,usa
india,,usa,china,india,india
china,,usa,china,china,china
usa,,india,south korea,usa,usa
luxembourg,,luxembourg,luxembourg,luxembourg,luxembourg
usa,,usa,spain,usa,usa
usa,,usa,usa,usa,usa
usa,,china,japan,usa,usa
usa,,japan,china,usa,usa
usa,,usa,usa,usa,usa
china,,usa,usa,china,china
japan,,usa,usa,japan,japan
usa,,spain,usa,usa,usa
spain,,usa,usa,spain,spain
usa,,usa,usa,usa,usa
saudi arabia,,uk,usa,saudi arabia,saudi arabia
china,,australia,uk,china,china
australia,,china,usa,australia,australia
china,,south korea,usa,china,china
south korea,,usa,south korea,south korea,south korea
usa,,china,china,usa,usa
usa,,usa,australia,usa,usa
uk,,usa,china,uk,uk
usa,,saudi arabia,saudi arabia,usa,usa
usa,,china,usa,usa,usa
china,,china,china,china,china
usa,,finland,usa,usa,usa
usa,,mexico,italy,usa,usa
finland,,italy,mexico,finland,finland
china,,usa,china,china,china
mexico,,usa,finland,mexico,mexico
italy,,usa,usa,italy,italy
usa,,china,usa,usa,usa
china,,usa,china,china,china
usa,,belgium,usa,usa,usa
usa,,netherlands,china,usa,usa
china,,usa,usa,china,china
netherlands,,usa,russia,netherlands,netherlands
usa,,china,belgium,usa,usa
usa,,usa,usa,usa,usa
belgium,,russia,usa,belgium,belgium
russia,,china,netherlands,russia,russia
usa,,usa,china,usa,usa
china,,usa,usa,china,china
usa,,saudi arabia,usa,usa,usa
saudi arabia,,portugal,hong kong,saudi arabia,saudi arabia
usa,,usa,canada,usa,usa
usa,,usa,portugal,usa,usa
usa,,south korea,south korea,usa,usa
china,,hong kong,china,china,china
south korea,,usa,usa,south korea,south korea
portugal,,usa,usa,portugal,portugal
canada,,canada,usa,canada,canada
hong kong,,china,saudi arabia,hong kong,hong kong
china,,china,china,china,china
china,,usa,usa,china,china
uk,,usa,usa,uk,uk
netherlands,,brazil,usa,netherlands,netherlands
usa,,austria,austria,usa,usa
brazil,,netherlands,brazil,brazil,brazil
austria,,uk,usa,austria,austria
usa,,china,netherlands,usa,usa
usa,,usa,uk,usa,usa
usa,,usa,china,usa,usa
singapore,,japan,singapore,singapore,singapore
czech republic,,china,japan,czech republic,czech republic
japan,,czech republic,usa,japan,japan
china,,singapore,japan,china,china
china,,japan,usa,china,china
india,,china,india,india,india
usa,,usa,china,usa,usa
japan,,japan,china,japan,japan
usa,,india,japan,usa,usa
japan,,usa,czech republic,japan,japan
china,,germany,china,china,china
china,,austria,germany,china,china
china,,china,usa,china,china
china,,usa,usa,china,china
austria,,china,switzerland,austria,austria
usa,,china,usa,usa,usa
switzerland,,usa,austria,switzerland,switzerland
usa,,china,china,usa,usa
usa,,switzerland,china,usa,usa
germany,,usa,china,germany,germany
netherlands,,usa,netherlands,netherlands,netherlands
usa,,china,south korea,usa,usa
usa,,netherlands,usa,usa,usa
usa,,usa,japan,usa,usa
usa,,japan,china,usa,usa
australia,,australia,australia,australia,australia
china,,south korea,usa,china,china
japan,,usa,usa,japan,japan
usa,,usa,usa,usa,usa
south korea,,usa,usa,south korea,south korea
usa,,usa,usa,usa,usa
russia,,usa,usa,russia,russia
usa,,taiwan,usa,usa,usa
china,,japan,china,china,china
thailand,,thailand,japan,thailand,thailand
taiwan,,china,taiwan,taiwan,taiwan
japan,,china,thailand,japan,japan
china,,usa,china,china,china
usa,,russia,usa,usa,usa
usa,,usa,russia,usa,usa
hong kong,,south korea,japan,hong kong,hong kong
usa,,malaysia,usa,usa,usa
south africa,,china,south korea,south africa,south africa
malaysia,,south africa,china,malaysia,malaysia
china,,china,italy,china,china
italy,,usa,china,italy,italy
china,,hong kong,malaysia,china,china
south korea,,italy,south africa,south korea,south korea
usa,,japan,usa,usa,usa
japan,,usa,hong kong,japan,japan
usa,,china,usa,usa,usa
usa,,usa,china,usa,usa
usa,,usa,china,usa,usa
china,,germany,china,china,china
usa,,china,china,usa,usa
germany,,usa,germany,germany,germany
china,,china,usa,china,china
china,,china,china,china,china
china,,usa,usa,china,china
china,,china,usa,china,china
japan,,japan,japan,japan,japan
usa,,india,usa,usa,usa
usa,,usa,saudi arabia,usa,usa
usa,,usa,usa,usa,usa
usa,,usa,india,usa,usa
china,,china,china,china,china
india,,usa,usa,india,india
usa,,usa,usa,usa,usa
saudi arabia,,usa,usa,saudi arabia,saudi arabia
usa,,saudi arabia,usa,usa,usa
usa,,china,usa,usa,usa
germany,,france,china,germany,germany
japan,,japan,china,japan,japan
france,,india,china,france,france
italy,,usa,usa,italy,italy
india,,usa,india,india,india
usa,,germany,italy,usa,usa
china,,italy,france,china,china
china,,china,japan,china,china
china,,china,usa,china,china
usa,,india,germany,usa,usa
netherlands,,uk,japan,netherlands,netherlands
uk,,netherlands,usa,uk,uk
india,,japan,germany,india,india
taiwan,,usa,usa,taiwan,taiwan
japan,,japan,japan,japan,japan
usa,,germany,taiwan,usa,usa
germany,,usa,india,germany,germany
usa,,usa,uk,usa,usa
japan,,taiwan,netherlands,japan,japan
china,,china,china,china,china
australia,,brazil,brazil,australia,australia
china,,russia,indonesia,china,china
russia,,china,uk,russia,russia
south korea,,hong kong,hong kong,south korea,south korea
canada,,south korea,canada,canada,canada
hong kong,,uk,south korea,hong kong,hong kong
uk,,australia,russia,uk,uk
indonesia,,canada,china,indonesia,indonesia
brazil,,indonesia,australia,brazil,brazil
usa,,germany,spain,usa,usa
usa,,japan,germany,usa,usa
china,,china,japan,china,china
china,,usa,usa,china,china
usa,,usa,usa,usa,usa
usa,,usa,usa,usa,usa
usa,,usa,china,usa,usa
japan,,spain,china,japan,japan
germany,,china,usa,germany,germany
spain,,usa,usa,spain,spain
uk,,uk,uk,uk,uk
japan,,usa,usa,japan,japan
canada,,canada,canada,canada,canada
china,,china,china,china,china
usa,,usa,usa,usa,usa
usa,,canada,usa,usa,usa
usa,,usa,usa,usa,usa
china,,japan,china,china,china
canada,,china,canada,canada,canada
usa,,usa,japan,usa,usa
usa,,macao,usa,usa,usa
china,,china,taiwan,china,china
japan,,usa,usa,japan,japan
china,,usa,india,china,china
macao,,japan,usa,macao,macao
china,,china,china,china,china
usa,,china,macao,usa,usa
india,,india,china,india,india
usa,,taiwan,japan,usa,usa
taiwan,,usa,china,taiwan,taiwan
usa,,usa,usa,usa,usa
usa,,china,usa,usa,usa
usa,,usa,usa,usa,usa
usa,,usa,usa,usa,usa
israel,,usa,usa,israel,israel
china,,usa,china,china,china
usa,,israel,israel,usa,usa
usa,,usa,usa,usa,usa
usa,,usa,usa,usa,usa
usa,,usa,usa,usa,usa
usa,,bermuda,usa,usa,usa
russia,,china,bermuda,russia,russia
china,,china,china,china,china
usa,,germany,india,usa,usa
germany,,china,china,germany,germany
china,,usa,china,china,china
china,,russia,germany,china,china
india,,india,usa,india,india
china,,usa,china,china,china
bermuda,,china,russia,bermuda,bermuda
usa,,usa,usa,usa,usa
usa,,usa,usa,usa,usa
canada,,china,usa,canada,canada
china,,canada,usa,china,china
germany,,usa,usa,germany,germany
usa,,usa,usa,usa,usa
usa,,usa,germany,usa,usa
usa,,germany,china,usa,usa
usa,,usa,canada,usa,usa
usa,,usa,usa,usa,usa
france,,philippines,france,france,france
south korea,,netherlands,hong kong,south korea,south korea
canada,,china,italy,canada,canada
china,,italy,netherlands,china,china
china,,hong kong,philippines,china,china
usa,,usa,usa,usa,usa
philippines,,south korea,china,philippines,philippines
netherlands,,canada,china,netherlands,netherlands
italy,,france,canada,italy,italy
hong kong,,china,south korea,hong kong,hong kong
india,,france,india,india,india
taiwan,,usa,usa,taiwan,taiwan
usa,,usa,usa,usa,usa
japan,,russia,russia,japan,japan
usa,,india,usa,usa,usa
france,,taiwan,france,france,france
usa,,usa,usa,usa,usa
russia,,usa,japan,russia,russia
usa,,japan,usa,usa,usa
usa,,usa,taiwan,usa,usa
china,,germany,china,china,china
germany,,japan,japan,germany,germany
china,,india,china,china,china
