,name,trade_name,address_name,postalcode,city,state,country,location_type
269,NAVIGATORS INTERNATIONAL INSURANCE COMPANY LTD,,7-8 Floor 6 Bevis Marks,              EC3A 7BA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
270,KICKOFF SPA,,VIA ALBERT EINSTEIN 24,50013,CAMPI BISENZIO,ITALY,ITALY,Headquarter
271,HEPSOR AS,,Jarvevana tee 7b,10112,Tallinn,ESTONIA,ESTONIA,Headquarter
272,BLOOMBERG FINANCE L.P.,,731 LEXINGTON AVE,100221331,NEW YORK,New York(NY),UNITED STATES,Headquarter
273,TRAVELERS INSURANCE COMPANY LIMITED,,One Creechurch Place,              EC3A 5AF,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
274,BAIN & C. ITALY INC.,,VIA SANTA MARIA SEGRETA 2 N 03,20123,MILANO,ITALY,ITALY,Headquarter
275,TS LAEVAD OU,VALDO  KALM,Sadama tn 25/2,10111,Tallinn,ESTONIA,ESTONIA,
276,CYCLE LINK (U.S.A.) INC.,CYCLE LINK,1520 BRIDGEGATE DR STE 208,917653937,DIAMOND BAR,California(CA),UNITED STATES,Single address
277,SAVENCIA FROMAGE & DAIRY UK LTD,,The Ham,              BA13 4HA,WESTBURY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
278,HORIBA ITALIA SRL,,VIALE LUCA GAURICO 209,143,ROMA,ITALY,ITALY,Headquarter
279,NORD CONNECT OU,,Lootsa tn 8,11415,Tallinn,ESTONIA,ESTONIA,Headquarter
280,WARNER BROS. DISTRIBUTING INC.,,4000 WARNER BLVD,915220002,BURBANK,California(CA),UNITED STATES,Headquarter
281,WMG GLOBAL VENTURES LIMITED,,13 Bramley Road,              W10 6SZ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
282,CANALI SPA,,VIA LOMBARDIA 17,20845,SOVICO (/19 ),ITALY,ITALY,Headquarter
283,ME GROUP BALTIC OU,,Liivalao tn 14,11216,Tallinn,ESTONIA,ESTONIA,Single address
284,WARNER BROS. ENTERPRISES LLC,,4000 WARNER BLVD,915220002,BURBANK,California(CA),UNITED STATES,Headquarter
285,LEYLAND TRUCKS LIMITED,,Croston Road Farington Moss,              PR26 6LZ,LEYLAND,UNITED KINGDOM,UNITED KINGDOM,Single address
286,INDUSTRIA GRAFICA EUROSTAMPA SPA,,VIALE RIMEMBRANZA 20,12041,BENE VAGIENNA,ITALY,ITALY,Headquarter
287,RAGLOR OU,,Laki poik 6,12918,Tallinn,ESTONIA,ESTONIA,Headquarter
288,WARNER BROS. RECORDS INC.,,777 S SANTA FE AVE,900211750,LOS ANGELES,California(CA),UNITED STATES,Headquarter
289,MANN + HUMMEL VOKES-AIR LIMITED,,Farrington Road,              BB11 5SY,BURNLEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
290,CAMOZZI GROUP SPA,,VIA ERITREA 20/I,25126,BRESCIA,ITALY,ITALY,Headquarter
291,SEGMENT INVEST OU,,Kanepi tn 3-8,10314,Tallinn,ESTONIA,ESTONIA,Single address
292,,,,,,,,
293,MANN + HUMMEL VOKES AIR TREATMENT HOLDINGS LIMITED,,Farrington Road,              BB11 5SY,BURNLEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
294,UNIVERSITA' DEGLI STUDI ROMA TRE,,VIA OSTIENSE 133,154,ROMA,ITALY,ITALY,Headquarter
295,ARCO VARA AS,,Maakri tn 19/1,10145,Tallinn,ESTONIA,ESTONIA,Headquarter
296,WARNER BROS. CONSUMER PRODUCTS INC.,,4001 W OLIVE AVE,915054272,BURBANK,California(CA),UNITED STATES,Headquarter
297,,,,,,,,
298,UNIVERSITA' DEGLI STUDI DI ROMA LA SAPIENZA,,PIAZZALE ALDO MORO 5,185,ROMA,ITALY,ITALY,Headquarter
299,YERBLUES OU,,Kai tn 1,10111,Tallinn,ESTONIA,ESTONIA,Single address
300,WARNER BROS. TECHNICAL OPERATIONS INC.,,4000 WARNER BLVD,915220002,BURBANK,California(CA),UNITED STATES,Headquarter
301,HUNT AND PALMER PLC,,The Tower 48 Goffs Park Road,              RH11 8XX,CRAWLEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
302,UFI FILTERS SPA,,VIA EUROPA 26,46047,PORTO MANTOVANO,ITALY,ITALY,Headquarter
303,GHUNI JATIGRAM OU,,Ravala pst 8,10143,Tallinn,ESTONIA,ESTONIA,Single address
304,,,,,,,,
305,RADIODETECTION LIMITED,,Western Drive,              BS14 0AF,BRISTOL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
306,BRT SPA,BARTOLINI EXPRESS COURIER,VIA ENRICO MATTEI 42,40138,BOLOGNA,ITALY,ITALY,
307,,,,,,,,
308,TWDC ENTERPRISES 18 CORP.,,500 S BUENA VISTA ST,915210001,BURBANK,California(CA),UNITED STATES,Headquarter
309,HUTCHISON 3G UK LIMITED,THREE,450 Longwater Avenue Green Park,              RG2 6GF,READING,UNITED KINGDOM,UNITED KINGDOM,
310,SDA EXPRESS COURIER SPA,,VIALE EUROPA 175,144,ROMA,ITALY,ITALY,Headquarter
311,,,,,,,,
312,,,,,,,,
313,COMPANY 3 / METHOD LONDON LIMITED,COMPANY 3,28 Chancery Lane,              WC2A 1LB,LONDON,UNITED KINGDOM,UNITED KINGDOM,
314,LOTTOMATICA SPA,,VIA DEGLI ALDOBRANDESCHI 300,163,ROMA,ITALY,ITALY,Headquarter
315,KUEHNE + NAGEL AS,,102C Parnu mnt,11312,Tallinn,ESTONIA,ESTONIA,Single address
316,CORPORATION SERVICE COMPANY,,251 LITTLE FALLS DR,198081674,WILMINGTON,Delaware(DE),UNITED STATES,Headquarter
317,TRAVELODGE HOTELS LIMITED,Travelodge,Sleepy Hollow Aylesbury Road,              OX9 3AT,THAME,UNITED KINGDOM,UNITED KINGDOM,
318,BYMYCAR ITALIA SRL,,VIA DEI MISSAGLIA 89,20142,MILANO,ITALY,ITALY,Headquarter
319,ESTATEGURU CAPITAL OU,,Paasukese tn 2,10145,Tallinn,ESTONIA,ESTONIA,Headquarter
320,,,,,,,,
321,J.H. FENNER & CO. LIMITED,FENNER DUNLOP ECS UK,Marfleet Lane,              HU9 5RA,HULL,UNITED KINGDOM,UNITED KINGDOM,
322,BM BYMYCAR MILANO SRL,,VIA DEI MISSAGLIA 89,20142,MILANO,ITALY,ITALY,Headquarter
323,QARSON HOLDING OU,,Lootsa tn 2b,11415,Tallinn,ESTONIA,ESTONIA,Headquarter
324,,,,,,,,
325,FENNER GROUP HOLDINGS LIMITED,,TRITTON ROAD,              LN6 7AF,LINCOLN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
326,SICILY BY CAR SPA,,VIA CINISI 3,90044,CARINI,ITALY,ITALY,Headquarter
327,,,,,,,,
328,,,,,,,,
329,MODERN BIOSCIENCES LIMITED,,2nd Floor 3 Pancras Square Kings Cross,              N1C 4AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
330,SWISSLOG HEALTHCARE ITALY SRL,,VIA DEGLI ARTIGIANI 12,12100,CUNEO,ITALY,ITALY,Headquarter
331,,,,,,,,
332,,,,,,,,
333,IP2IPO LIMITED,,2nd Floor 3 Pancras Square Kings Cross,              N1C 4AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
334,SWISSLOG HEALTHCARE AG,,VIA DEGLI ARTIGIANI 12,12100,CUNEO,ITALY,ITALY,Headquarter
335,ELISA EESTI AS,,Sopruse pst 145,13425,Tallinn,ESTONIA,ESTONIA,Single address
336,,,,,,,,
337,,,,,,,,
338,DECATHLON ITALIA SRL,DECATHLON,VIA LAVORATORI AUTOBIANCHI 1,20832,DESIO (PALAZZINA 9 ),ITALY,ITALY,
339,MARKIT EESTI AS,,Jalgpalli tn 1,11312,Tallinn,ESTONIA,ESTONIA,Headquarter
340,,,,,,,,
341,IP2IPO INNOVATIONS LIMITED,,2nd Floor 3 Pancras Square Kings Cross,              N1C 4AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
342,PRIMA INDUSTRIE SPA,PRIMA ADDITIVE,VIA TORINO PIANEZZA 36,10093,COLLEGNO,ITALY,ITALY,
343,ALL MEDIA EESTI AS,,Peterburi tee 81,13816,Tallinn,ESTONIA,ESTONIA,Headquarter
344,,,,,,,,
345,NICKELODEON INTERNATIONAL LIMITED,,17-29 Horny Crescent,              NW1 8TT,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
346,BREDAMENARINIBUS SPA,,VIA SARDEGNA 38,187,ROMA,ITALY,ITALY,Single address
347,,,,,,,,
348,,,,,,,,
349,AFTON CHEMICAL LIMITED,,London Road,              RG12 2UW,BRACKNELL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
350,A. MENARINI INDUSTRIE FARMACEUTICHE RIUNITE SRL,,VIA DEI SETTE SANTI 3,50131,FIRENZE,ITALY,ITALY,Headquarter
351,APOLLO GROUP OU,,Tartu mnt 80d,10112,Tallinn,ESTONIA,ESTONIA,Headquarter
352,PANDORA JEWELRY LLC,,250 WEST PRATT STREET,212012423,BALTIMORE,Maryland(MD),UNITED STATES,Headquarter
353,BARCLAYS PLC,BARCLAYS BANK,1 Churchill Place,              E14 5HP,LONDON,UNITED KINGDOM,UNITED KINGDOM,
354,SHARINGBOX ITALIA SRL,,VIA PIETRO GIANNONE 9,20154,MILANO,ITALY,ITALY,Headquarter
355,KRM HOLDING PLUS OU,,Roosikrantsi tn 2-KRM1,10119,Tallinn,ESTONIA,ESTONIA,Headquarter
356,KKR REAL ESTATE FINANCE TRUST INC.,,30 HUDSON YARDS STE 7500,100012170,NEW YORK,New York(NY),UNITED STATES,Headquarter
357,BARCLAYS CAPITAL SECURITIES LIMITED,Barclays Bank,5 North Colonnade,              E14 4BB,LONDON,UNITED KINGDOM,UNITED KINGDOM,
358,ROLAND BERGER SRL,,VIA MELCHIORRE GIOIA 8,20124,MILANO,ITALY,ITALY,Headquarter
359,IXELLION AS,,Moisa tn 4-2,13522,Tallinn,ESTONIA,ESTONIA,Headquarter
360,,,,,,,,
361,BARCLAYS BANK PLC,,One Churchill Place,              E14 5HP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
362,BRUNO MARIA ZIMMITTI 1858 SRL,,CORSO GELONE 59,96100,SIRACUSA,ITALY,ITALY,Headquarter
363,,,,,,,,
364,,,,,,,,
365,BARCLAYS EXECUTION SERVICES LIMITED,BARCLAYS,28 Level 1 Churchill Place,              E14 5HP,LONDON,UNITED KINGDOM,UNITED KINGDOM,
366,AUTEL EUROPE GMBH,,VIA DELL'ARTIGIANATO 14,30020,MARCON,ITALY,ITALY,Headquarter
367,OMD ESTONIA OU,,Parnu mnt 18,10141,Tallinn,ESTONIA,ESTONIA,Single address
368,,,,,,,,
369,LONDON & PARTNERS LIMITED,,6 Level 2 More London Riverside,              SE1 2RR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
370,AVM 1959 SPA,,VIA ROMA 152-154,46049,VOLTA MANTOVANA,ITALY,ITALY,Headquarter
371,DRINKIFY OU,,Estonia pst 1,10143,Tallinn,ESTONIA,ESTONIA,Single address
372,ALLIED UNIVERSAL HOLDCO LLC,,1551 TUSTIN AVE STE 650,927058664,SANTA ANA,California(CA),UNITED STATES,Headquarter
373,HSBC HOLDINGS PLC,HSBC,8 Canada Square,              E14 5HQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,
374,WEGLOBAL SRL,,VIA BISCEGLIE 76,20152,MILANO (C/O REGUS ),ITALY,ITALY,Single address
375,KOKKUHOIDEUR OU,,Hobujaama tn 4, ,Tallinn,ESTONIA,ESTONIA,Headquarter
376,,,,,,,,
377,GCP (UK) HOLDINGS LIMITED,,487/488 Ipswich Road,              SL1 4EP,SLOUGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
378,AEC UNDERWRITING AGENZIA DI ASSICURAZIONE E RIASSICURAZIONE SPA,,PIAZZA DELLE MUSE 7,197,ROMA,ITALY,ITALY,Headquarter
379,EDP AUTO OU,,Lootsa tn 2b,11415,Tallinn,ESTONIA,ESTONIA,Headquarter
380,IQVIA HOLDINGS INC.,,4820 EMPEROR BLVD,277038426,DURHAM,North Carolina(NC),UNITED STATES,Headquarter
381,,,,,,,,
382,FLOATERS SPA,,VIA EMILIA 1,20097,SAN DONATO MILANESE,ITALY,ITALY,Headquarter
383,EAST CAPITAL REAL ESTATE AS,,Viru valjak 2,10111,Tallinn,ESTONIA,ESTONIA,Headquarter
384,INNOVEX MERGER CORP.,,4709 CREEKSTONE DR,27560,MORRISVILLE,North Carolina(NC),UNITED STATES,Headquarter
385,,,,,,,,
386,ALD AUTOMOTIVE ITALIA SRL,,VIALE LUCA GAURICO 187,143,ROMA,ITALY,ITALY,Headquarter
387,EMOR AS,,12 Ahtri Street,10151,Tallinn,ESTONIA,ESTONIA,Headquarter
388,,,,,,,,
389,EXPANSYS LIMITED,,Network House Globe Business Park Third Avenue,              SL7 1EY,MARLOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
390,VODAFONE AUTOMOTIVE ITALIA SPA,,VIA GABRIELE D'ANNUNZIO 4,21010,VIZZOLA TICINO,ITALY,ITALY,Headquarter
391,,,,,,,,
392,ICAP SERVICES NORTH AMERICA LLC,,1100 PLZ FIVE 12TH FL,73114003,JERSEY CITY,New Jersey(NJ),UNITED STATES,Headquarter
393,,,,,,,,
394,TERMINAL DEL GOLFO SPA,,VIALE SAN BARTOLOMEO 340,19126,LA SPEZIA,ITALY,ITALY,Headquarter
395,VKG OIL AS,,Jarvekula tee 14,30328,Kohtla-Jarve,ESTONIA,ESTONIA,Headquarter
396,,,,,,,,
397,ETHYPHARM UK LIMITED,,Brampton Road Harold Hill,              RM3 8UG,ROMFORD,UNITED KINGDOM,UNITED KINGDOM,Single address
398,NIOCOCKTAILS SRL,,VIA ANSPERTO 10,20123,MILANO,ITALY,ITALY,Headquarter
399,,,,,,,,
400,,,,,,,,
401,PURE WORLD ENERGY LIMITED,,SPACES - 1650 ARLINGTON BUSINESS PARK THEALE,              RG7 4SA,READING,UNITED KINGDOM,UNITED KINGDOM,Single address
402,AMA COMPOSITES SRL,,VIA DELLA REPUBBLICA 7,41011,CAMPOGALLIANO,ITALY,ITALY,Headquarter
403,HEALTHCARE INVESTMENT AND CONSULTING INTERNATIONAL HICI OU,,Vaike-Ameerika tn 8-405,10129,Tallinn,ESTONIA,ESTONIA,Headquarter
404,UMPQUA BANK,,445 SE MAIN ST,974704900,ROSEBURG,Oregon(OR),UNITED STATES,Headquarter
405,,,,,,,,
406,HP COMPOSITES SPA,,VIA DEL LAMPO SNC,63100,ASCOLI PICENO (ZONA INDUSTRIALE CAMPOLUNGO ),ITALY,ITALY,Headquarter
407,,,,,,,,
408,ALLIED UNIVERSAL TOPCO LLC,,1551 N TUSTIN AVE,927058634,SANTA ANA,California(CA),UNITED STATES,Headquarter
409,,,,,,,,
410,BUCCI COMPOSITES SPA,,VIA MENGOLINA 22,48018,FAENZA,ITALY,ITALY,Headquarter
411,,,,,,,,
412,,,,,,,,
413,SEVEN SEAS LIMITED,,Procter & Gamble Uk The Heights Brooklands,              KT13 0XP,WEYBRIDGE,UNITED KINGDOM,UNITED KINGDOM,Single address
414,VIA LODOVICO SRL,,VIA ALESSANDRO MANZONI 38,20121,MILANO,ITALY,ITALY,Single address
415,NT BUNKERING AS,,Liimi tn 1,10621,Tallinn,ESTONIA,ESTONIA,Headquarter
416,S&P GLOBAL INC.,,55 WATER ST FL 37,100413205,NEW YORK,New York(NY),UNITED STATES,Headquarter
417,BRAVADO INTERNATIONAL GROUP LIMITED,BRAVADO,4 Pancras Square,              N1C 4AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,
418,ENTERPRISE SERVICES ITALIA SRL,,STRADA PROVINCIALE 236 DI CASSANO,70020,BITRITTO (CONTRADA LA MARCHESA ),ITALY,ITALY,Headquarter
419,TALLINNA KAUBAMAJA KINNISVARA AS,,Gonsiori tn 2,10143,Tallinn,ESTONIA,ESTONIA,Headquarter
420,S&P GLOBAL MARKET INTELLIGENCE INC.,,55 WATER ST 40 FL,100410004,NEW YORK,New York(NY),UNITED STATES,Headquarter
421,WATCHTOWER SECURITY SOLUTIONS UNITED KINGDOM LIMITED,,82 St. John Street,              EC1M 4JN,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
422,EUREGIO PLUS SOCIETA\' DI GESTIONE DEL RISPARMIO SPA,,PASSAGGIO DUOMO 15,39100,BOLZANO,ITALY,ITALY,Headquarter
423,REDDIGITAL OU,,Suur-Patarei tn 13,10415,Tallinn,ESTONIA,ESTONIA,Single address
424,NIPPON LIFE INSURANCE COMPANY OF AMERICA,,655 THIRD AVE 16TH FLR,100179113,NEW YORK,New York(NY),UNITED STATES,Headquarter
425,ABSA SECURITIES UNITED KINGDOM LIMITED,,40 Bank Street,              E14 5NR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
426,APEIRON SOCIETA' BENEFIT SPA,,PIAZZA CASTELLO 9,20121,MILANO,ITALY,ITALY,Headquarter
427,CORTINA INVEST OU,,Tartu mnt 14,10117,Tallinn,ESTONIA,ESTONIA,Headquarter
428,,,,,,,,
429,HAVAS ENTERTAINMENT LIMITED,,3 Pancras Square,              N1C 4AG,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
430,COGENINFRA SPA,,VIA TETTI DELL'OLEO 17/25,10071,BORGARO TORINESE,ITALY,ITALY,Headquarter
431,AGRITERA OU,,Viru valjak 2,10111,Tallinn,ESTONIA,ESTONIA,Single address
432,,,,,,,,
433,,,,,,,,
434,ALERION CLEAN POWER SPA,,VIA RENATO FUCINI 4,20133,MILANO,ITALY,ITALY,Headquarter
435,MM GRUPP OU,,Tartu mnt 80,10112,Tallinn,ESTONIA,ESTONIA,Headquarter
436,SANFORD HEALTH,,1305 W 18TH ST,571050401,SIOUX FALLS,South Dakota(SD),UNITED STATES,Headquarter
437,MARSH LIMITED,,Tower Place West,              EC3R 5BU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
438,LORO PIANA SPA,,CORSO PIETRO ROLANDI 10,13017,QUARONA,ITALY,ITALY,Headquarter
439,HARJU ELEKTER AS,,Paldiski mnt 31,76606,Keila,ESTONIA,ESTONIA,Single address
440,WINDWAY CAPITAL CORP.,,630 RIVERFRONT DR STE 200,530814616,SHEBOYGAN,Wisconsin(WI),UNITED STATES,Headquarter
441,,,,,,,,
442,FARMACIA SAN DAMIANO MERANO SRL,SAN DAMIANO,VIA JOHANN WOLFGANG GOETHE 23/25,39012,MERANO,ITALY,ITALY,
443,SKYPE TECHNOLOGIES OU,,Akadeemia tee 15b,12618,Tallinn,ESTONIA,ESTONIA,Single address
444,NOKIA SOLUTIONS AND NETWORKS US LLC,NOKIA,3201 OLYMPUS BLVD,750194520,COPPELL,Texas(TX),UNITED STATES,Headquarter
445,,,,,,,,
446,STELLANTIS &YOU ITALIA SPA,,CORSO GIOVANNI AGNELLI 200,10135,TORINO,ITALY,ITALY,Headquarter
447,THERMORY AS,KAIDO  VESKE,Peterburi tee 44/2,11415,Tallinn,ESTONIA,ESTONIA,
448,DOTDASH MEDIA INC.,,1500 BROADWAY FL 6,100364055,NEW YORK,New York(NY),UNITED STATES,Headquarter
449,,,,,,,,
450,STELLANTIS N.V.,,VIA PLAVA 80,10135,TORINO,ITALY,ITALY,Headquarter
451,TECHNOMAR & ADREM AS,,Vana-Narva mnt 22,74114,Maardu,ESTONIA,ESTONIA,Single address
452,,,,,,,,
453,BBC GLOBAL NEWS LIMITED,,1 Television Centre 101 Wood Lane,              W12 7FA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
454,NEWTON COMPTON EDITORI SRL,NEWTON & COMPTON,VIA PANAMA 22,198,ROMA,ITALY,ITALY,
455,FRIENDLY FINANCE OU,,Rotermanni tn 2,10111,Tallinn,ESTONIA,ESTONIA,Headquarter
456,FREEPORT MINERALS CORPORATION,,333 N CENTRAL AVE,850042189,PHOENIX,Arizona(AZ),UNITED STATES,Headquarter
457,BBC WORLD SERVICE HOLDINGS LTD,,BROADCASTING HOUSE PORTLAND PLACE,              W1A 1AA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
458,LA FORTEZZA SPA,,VIA DELL'ARTIGIANO 21/23,40065,PIANORO,ITALY,ITALY,Headquarter
459,NORDIC CONTRACTORS AS,,Liivalaia tn 13,10118,Tallinn,ESTONIA,ESTONIA,Headquarter
460,CONCENTRIX CVG CORPORATION,,201 E 4TH ST,452024248,CINCINNATI,Ohio(OH),UNITED STATES,Headquarter
461,DAIWA CAPITAL MARKETS EUROPE LIMITED,,5 King William Street,              EC4N 7DA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
462,HERMES ITALIE SPA,,VIA GASTONE PISONI 2,20121,MILANO,ITALY,ITALY,Headquarter
463,HERO CAPITAL OU,,Narva mnt 5-80,10117,Tallinn,ESTONIA,ESTONIA,Headquarter
464,CONCENTRIX CVG CUSTOMER MANAGEMENT INTERNATIONAL INC.,,201 E 4TH ST BSMT,452024248,CINCINNATI,Ohio(OH),UNITED STATES,Headquarter
465,SMBC BANK INTERNATIONAL PLC,SMBC BI,100 Liverpool Street,              EC2M 2AT,LONDON,UNITED KINGDOM,UNITED KINGDOM,
466,GROUPAMA ASSET MANAGEMENT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,,VIA DI SANTA TERESA 35,198,ROMA,ITALY,ITALY,Headquarter
467,BALTIC INTERNATIONAL TRADING OU,,Tartu mnt 25,10117,Tallinn,ESTONIA,ESTONIA,Headquarter
468,CVG MANAGEMENT CORPORATION,,7800 WALTON PKWY,430548482,NEW ALBANY,Ohio(OH),UNITED STATES,Single address
469,HILTON INTERNATIONAL HOTELS (UK) LIMITED,HILTON,Maple Court Central Park Reeds Crescent,              WD24 4QQ,WATFORD,UNITED KINGDOM,UNITED KINGDOM,
470,GROUPAMA ASSET MANAGEMENT SA SUCCURSALE ITALIANA,,VIA DI SANTA TERESA 35,198,ROMA,ITALY,ITALY,Single address
471,E-ADVISORS OU,,Parnu mnt 158/2,11317,Tallinn,ESTONIA,ESTONIA,Headquarter
472,LOOP GLOBAL HOLDINGS LLC,,121 NEW YORK AVE,86385201,TRENTON,New Jersey(NJ),UNITED STATES,Single address
473,ADDA HOTELS,HILTON,Maple Court Central Park Reeds Crescent,              WD24 4QQ,WATFORD,UNITED KINGDOM,UNITED KINGDOM,
474,WEG AUTOMATION EUROPE SRL,,VIA GIOSUE' CARDUCCI 24,21040,GERENZANO,ITALY,ITALY,Headquarter
475,ADVENDOR NETWORK OU,,Tartu mnt 43,10128,Tallinn,ESTONIA,ESTONIA,Single address
476,,,,,,,,
477,BAE SYSTEMS (INTERNATIONAL) LIMITED,,Po Box 87,              GU14 6YU,FARNBOROUGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
478,LIMONTA SPA,,VIA CESARE BATTISTI 15,23845,COSTA MASNAGA,ITALY,ITALY,Headquarter
479,BTCWHALE OU,,Maakri tn 21,10145,Tallinn,ESTONIA,ESTONIA,Single address
480,KRONOS INCORPORATED,ULTIMATE KRONOS GROUP,900 CHELMSFORD ST,18518100,LOWELL,Massachusetts(MA),UNITED STATES,Headquarter
481,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,,Surrey Research Park,              GU2 7RQ,GUILDFORD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
482,COMITALIA COMPAGNIA FIDUCIARIA SRL IN FORMA ABBREVIATO COMITALIA SRL,,CORSO GIUSEPPE GARIBALDI 49,20121,MILANO,ITALY,ITALY,Headquarter
483,COCA-COLA HBC EESTI AS,,Mustamae tee 16,10617,Tallinn,ESTONIA,ESTONIA,Headquarter
484,UNIPHORE TECHNOLOGIES INC.,,1001 PAGE MILL RD BLDG 4 STE 100-B,943041006,PALO ALTO,California(CA),UNITED STATES,Headquarter
485,JURASSIC FIBRE LIMITED,,MILFORD HOUSE PYNES HIL,              EX2 5AZ,EXETER,UNITED KINGDOM,UNITED KINGDOM,Single address
486,HEARST MAGAZINES ITALIA SPA,,VIA ROBERTO BRACCO 6,20159,MILANO,ITALY,ITALY,Headquarter
487,TAVID AS,,Aia tn 5,10111,Tallinn,ESTONIA,ESTONIA,Headquarter
488,INTERNATIONAL FLAVORS & FRAGRANCES INC.,,521 W 57TH ST,100192960,NEW YORK,New York(NY),UNITED STATES,Headquarter
489,,,,,,,,
490,LAFELTRINELLI INTERNET BOOKSHOP SRL,,VIA TUCIDIDE 56,20134,MILANO,ITALY,ITALY,Headquarter
491,BPEF III SUPPLEMENTARY INVESTMENT FACILITY USALDUSFOND,,Tartu mnt 2,10145,Tallinn,ESTONIA,ESTONIA,Single address
492,TRUNKLINE LNG HOLDINGS LLC,,5051 WESTHEIMER RD STE 1428,770565720,HOUSTON,Texas(TX),UNITED STATES,Single address
493,CITIGROUP CAPITAL INVESTMENTS UK LIMITED,Citi,Citigroup Centre 25 Canada Square,              E14 5LB,LONDON,UNITED KINGDOM,UNITED KINGDOM,
494,CASEIFICI GRANTERRE SPA,,VIA POLONIA 30/33,41122,MODENA,ITALY,ITALY,Headquarter
495,FUNDERBEAM MARKETS OU,,Ahtri tn 6a,10151,Tallinn,ESTONIA,ESTONIA,Headquarter
496,,,,,,,,
497,,,,,,,,
498,COHOTEL SRL,,VIA PALERMO 67,184,ROMA,ITALY,ITALY,Single address
499,JOHNSON & JOHNSON AB EESTI FILIAAL,,Lootsa tn 2a,11415,Tallinn,ESTONIA,ESTONIA,Single address
500,TIKTOK INC.,,5800 BRISTOL PKWY,902306696,CULVER CITY,California(CA),UNITED STATES,Headquarter
501,AMERICAN EXPRESS EUROPE LLC,,BROOK STREET MAYFAIR,              W1K 4HR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
502,FILMMASTER PRODUCTIONS SPA,,VIA GIOVANNI BETTOLO 6,195,ROMA (ST. DOTT. AMERIGO CASAMONTI ),ITALY,ITALY,Headquarter
503,RAIL BALTIC ESTONIA OU,,Endla tn 16,10142,Tallinn,ESTONIA,ESTONIA,Single address
504,SJF ACCELERATOR INC.,,711 3RD AVE,100174014,NEW YORK,New York(NY),UNITED STATES,Headquarter
505,ARCH MANAGING AGENCY LIMITED,,33 Gracechurch Street,              EC3V 0BT,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
506,ARTSANA SPA,PRENATAL,VIA FILOMENA SALDARINI CATELLI 1,22070,GRANDATE,ITALY,ITALY,
507,BALMERK ESTONIA OU,,Lootsa tn 8a,11415,Tallinn,ESTONIA,ESTONIA,Headquarter
508,RUAG HOLDING USA INC.,,1101 MCMURTRLE DR NW STE D2,358062470,HUNTSVILLE,Alabama(AL),UNITED STATES,Headquarter
509,,,,,,,,
510,PRENATAL SPA,,VIA AGOSTINO BERTANI 6,20154,MILANO,ITALY,ITALY,Headquarter
511,BALMERK DISTRIBUTION OU,,Lootsa tn 8a,11415,Tallinn,ESTONIA,ESTONIA,Single address
512,,,,,,,,
513,COATS LIMITED,,The Pavilions Bridgwater Road,              BS13 8FD,BRISTOL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
514,PRELIOS SOCIETA' DI GESTIONE DEL RISPARMIO SPA,PRELIOS SGR,VIA VALTELLINA 15/17,20159,MILANO,ITALY,ITALY,
515,FEB AS,,Forelli tn 4,10621,Tallinn,ESTONIA,ESTONIA,Single address
516,WISCONSIN BANK & TRUST,,1717 10TH ST,535661828,MONROE,Wisconsin(WI),UNITED STATES,Headquarter
517,CA LIMITED,,Fourth Floor Abbots House Abbey Street,              RG1 3BD,READING,UNITED KINGDOM,UNITED KINGDOM,Headquarter
