,INDEX,URL,Name,Trade Name,Address Name,Postalcode,City,State,Country,Location type
121,121,https://www.info-clipper.com/en/company/united-kingdom/momentum-global-investment-management-limited.gbd3xc1rt.html,MOMENTUM GLOBAL INVESTMENT MANAGEMENT LIMITED,Momentum Investment Solutions & Consulting,"2nd Floor The Rex Building, 62 Queen Street",              EC4R 1EB,LONDON,UNITED KINGDOM,UNITED KINGDOM,
122,122,https://www.info-clipper.com/en/company/italy/laverda-agco-spa.itdaucxp5.html,LAVERDA AGCO SPA,,VIA FRANCESCO LAVERDA 15/17,36042,BREGANZE,ITALY,ITALY,Headquarter
123,123,https://www.info-clipper.com/en/company/estonia/mediabrands-digital-ou.eed9cnnl3.html,MEDIABRANDS DIGITAL OU,,Tehnika tn 55,10136,Tallinn,ESTONIA,ESTONIA,Headquarter
124,124,https://www.info-clipper.com/en/company/united-states/experian-information-solutions-inc.usd558ma.html,"EXPERIAN INFORMATION SOLUTIONS, INC.",EXPERIAN,475 ANTON BLVD,926267037,COSTA MESA,California(CA),UNITED STATES,Headquarter
125,125,https://www.info-clipper.com/en/company/united-kingdom/parity-group-public-limited-company.gbd3w5lzb.html,PARITY GROUP PUBLIC LIMITED COMPANY,,82 St. John Street,              EC1M 4JN,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
126,126,https://www.info-clipper.com/en/company/italy/vetroelite-srl.itd7e62ua.html,VETROELITE SRL,,VIA I MAGGIO 4,31024,ORMELLE,ITALY,ITALY,Headquarter
127,127,https://www.info-clipper.com/en/company/estonia/tallinna-linnatransport-as.eedao5po0.html,TALLINNA LINNATRANSPORT AS,,Kadaka tee 62a,12618,Tallinn,ESTONIA,ESTONIA,Single address
128,128,https://www.info-clipper.com/en/company/united-states/timberland-llc.usd13qrwq.html,TIMBERLAND LLC,,200 DOMAIN DR,38852575,STRATHAM,New Hampshire(NH),UNITED STATES,Headquarter
129,129,https://www.info-clipper.com/en/company/united-kingdom/cso-oil-gas-technology-limited.gbd3lv4qq.html,CSO OIL & GAS TECHNOLOGY (WEST AFRICA) LIMITED,,"Po Box 48, Second Floor, Sir Walter Raleigh House 48-50 The Esplanade, St. Helier",              JE2 3QB,JERSEY,UNITED KINGDOM,UNITED KINGDOM,Single address
130,130,https://www.info-clipper.com/en/company/italy/vetroelite-packaging-srl.itd7ef4mu.html,VETROELITE PACKAGING SRL,,VIA FOGGIA 177/A,76121,BARLETTA,ITALY,ITALY,Headquarter
131,131,https://www.info-clipper.com/en/company/estonia/admiral-markets-as.eed631ggi.html,ADMIRAL MARKETS AS,,Maakri tn 19/1,10145,Tallinn,ESTONIA,ESTONIA,Single address
132,132,https://www.info-clipper.com/en/company/united-states/merck-sharp-dohme-inc.usd1n0wh5.html,"MERCK, SHARP & DOHME (EUROPE) INC.",MERCK,300 FRANKLIN SQUARE DR,88734187,SOMERSET,New Jersey(NJ),UNITED STATES,Headquarter
133,133,https://www.info-clipper.com/en/company/united-kingdom/linklaters-llp.gbd3mnzxz.html,LINKLATERS LLP,,One Silk Street,              EC2Y 8HQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
134,134,https://www.info-clipper.com/en/company/italy/tua-assicurazioni-spa.itd74gq9s.html,TUA ASSICURAZIONI SPA,,VIA BENIGNO CRESPI 19,20159,"MILANO (MACIACHINI BUSINESS PARK, MAC1 )",ITALY,ITALY,Headquarter
135,135,https://www.info-clipper.com/en/company/estonia/admirals-group-as.eed9cok8z.html,ADMIRALS GROUP AS,,Maakri tn 19/1,10145,Tallinn,ESTONIA,ESTONIA,Headquarter
136,136,https://www.info-clipper.com/en/company/united-states/pentax-of-america-inc.usd1dji8k.html,"PENTAX OF AMERICA, INC.",,3 PARAGON DR,76451782,MONTVALE,New Jersey(NJ),UNITED STATES,Headquarter
137,137,https://www.info-clipper.com/en/company/united-kingdom/linklaters-business-services.gbd3r5pd5.html,LINKLATERS BUSINESS SERVICES,,1 Silk Street,              EC2Y 8HQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
138,138,https://www.info-clipper.com/en/company/italy/granitifiandre-spa.itd733i6b.html,GRANITIFIANDRE SPA,,VIA RADICI NORD 112,42014,CASTELLARANO,ITALY,ITALY,Headquarter
139,139,https://www.info-clipper.com/en/company/estonia/fibenol-ou.eed8vci35.html,FIBENOL OU,,Moisa tn 4,13522,Tallinn,ESTONIA,ESTONIA,Single address
140,140,https://www.info-clipper.com/en/company/united-states/eatelcorp-llc.usd5zbkj5.html,"EATELCORP, L.L.C.",,913 S BURNSIDE AVE,707374258,GONZALES,Louisiana(LA),UNITED STATES,Headquarter
141,141,https://www.info-clipper.com/en/company/united-kingdom/sopheon-plc.gbd7l5pj5.html,SOPHEON PLC,,"Dorna House One, Guildford Road West End",              GU24 9PW,WOKING,UNITED KINGDOM,UNITED KINGDOM,Headquarter
142,142,https://www.info-clipper.com/en/company/italy/generali-italia-spa.itd72zl04.html,GENERALI ITALIA SPA,,VIA MAROCCHESA 14,31021,MOGLIANO VENETO,ITALY,ITALY,Headquarter
143,143,https://www.info-clipper.com/en/company/estonia/combiwood-ou.eed5yfe4x.html,COMBIWOOD OU,,"Liimi, Moldre kula",68612,Torva vald,ESTONIA,ESTONIA,Headquarter
144,144,https://www.info-clipper.com/en/company/united-states/martin-tool-works-inc.usd31bbl.html,MARTIN TOOL WORKS INC,,2050 MITCHELL BLVD,601934544,SCHAUMBURG,Illinois(IL),UNITED STATES,Single address
145,145,https://www.info-clipper.com/en/company/united-kingdom/vauxhall-motors-limited.gbd3l10wg.html,VAUXHALL MOTORS LIMITED,,"CHALTON HOUSE UK1-101-135, LUTON ROAD",              LU4 9TT,LUTON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
146,146,https://www.info-clipper.com/en/company/italy/ez-service-srl.itd7b3yp6.html,EZ SERVICE SRL,,VIALE ROMA 99/100,13835,VALDILANA,ITALY,ITALY,Headquarter
147,147,https://www.info-clipper.com/en/company/estonia/electroair-group-as.eed8vd82a.html,ELECTROAIR GROUP AS,,"Kapteni tee 1, Soodevahe kula",75322,Rae vald,ESTONIA,ESTONIA,Headquarter
148,148,https://www.info-clipper.com/en/company/united-states/hlt-property-acquisition-llc.usd6dbdc.html,HLT PROPERTY ACQUISITION LLC,HILTON IN THE WALT DISNEY WORLD RESORT,1751 HOTEL PLAZA BLVD,328308430,LAKE BUENA VISTA,Florida(FL),UNITED STATES,Headquarter
149,149,https://www.info-clipper.com/en/company/united-kingdom/vml-2017-pension-trustees-limited.gbd3orjn3.html,VML 2017 PENSION TRUSTEES LIMITED,Vauxhall Motors,Pinley House 2 Sunbeam Way,              CV3 1ND,COVENTRY,UNITED KINGDOM,UNITED KINGDOM,
150,150,https://www.info-clipper.com/en/company/italy/investis-insurance-broker-spa-o-in-breve-investis-broker-spa.itd8jqyrf.html,INVESTIS INSURANCE BROKER SPA O IN BREVE INVESTIS BROKER SPA,,VIA SAN DALMAZZO 15,10122,TORINO,ITALY,ITALY,Headquarter
151,151,https://www.info-clipper.com/en/company/estonia/electroair-technologies-ou.eed87yeyt.html,ELECTROAIR TECHNOLOGIES OU,,"Kapteni tee 1, Soodevahe kula",75322,Rae vald,ESTONIA,ESTONIA,Headquarter
152,152,https://www.info-clipper.com/en/company/united-states/walt-disney-parks-and-resorts-us-inc.usdtmix2.html,"WALT DISNEY PARKS AND RESORTS U.S., INC.",,1375 BUENA VISTA DR FL 4,328308402,LAKE BUENA VISTA,Florida(FL),UNITED STATES,Headquarter
153,153,https://www.info-clipper.com/en/company/united-kingdom/centresoft-limited.gbd3rlgv5.html,CENTRESOFT LIMITED,,6 Pavilion Drive Holford,              B6 7BB,BIRMINGHAM,UNITED KINGDOM,UNITED KINGDOM,Headquarter
154,154,https://www.info-clipper.com/en/company/italy/dream-yacht-italia-srl.itd78osbk.html,DREAM YACHT ITALIA SRL,,VIALE ISOLA BIANCA 1 A,7026,OLBIA,ITALY,ITALY,Headquarter
155,155,https://www.info-clipper.com/en/company/estonia/ideal-group-as.eed952x3d.html,IDEAL GROUP AS,,Tartu mnt 80,10112,Tallinn,ESTONIA,ESTONIA,Headquarter
156,156,https://www.info-clipper.com/en/company/united-states/tishman-dolphin-limited-partnership.usdaamzp4.html,TISHMAN DOLPHIN LIMITED PARTNERSHIP,,1500 EPCOT RESORT BLVD,328308428,LAKE BUENA VISTA,Florida(FL),UNITED STATES,Headquarter
157,157,https://www.info-clipper.com/en/company/united-kingdom/emerson-sales-uk-limited.gbd3y9oi5.html,EMERSON SALES UK LIMITED,,"Aberdeen Solution Centre Harvest Avenue, D2 Business Park Dyce",              AB21 0BQ,ABERDEEN,UNITED KINGDOM,UNITED KINGDOM,Headquarter
158,158,https://www.info-clipper.com/en/company/italy/hilding-anders-italy-srl.itd755czx.html,HILDING ANDERS ITALY SRL,,VIA VERONA 20,36020,POVE DEL GRAPPA,ITALY,ITALY,Headquarter
159,159,https://www.info-clipper.com/en/company/estonia/luminor-pensions-estonia-as.eed9cnupd.html,LUMINOR PENSIONS ESTONIA AS,,Liivalaia tn 45,10145,Tallinn,ESTONIA,ESTONIA,Headquarter
160,160,https://www.info-clipper.com/en/company/united-states/b-oregon-leasing-llc.usd1ygrol.html,B OREGON LEASING LLC,,55 W 46TH ST STE 2204,100364277,NEW YORK,New York(NY),UNITED STATES,Single address
161,161,https://www.info-clipper.com/en/company/united-kingdom/bray-controls-limited.gbd86o8t9.html,BRAY CONTROLS (UK) LIMITED,BRAY VALVE & CONTROLS (UK),16-18 Fountain Crescent Inchinnan Business Park Inchinnan,              PA4 9RE,RENFREW,UNITED KINGDOM,UNITED KINGDOM,
162,162,https://www.info-clipper.com/en/company/italy/c-map-italy-srl.itd79zuy3.html,C-MAP ITALY SRL,,VIA MARINA DI LEVANTE 19,55049,VIAREGGIO,ITALY,ITALY,Headquarter
163,163,https://www.info-clipper.com/en/company/estonia/digital-ledger-ou.eed8vczbw.html,DIGITAL LEDGER OU,,Tartu mnt 43,10128,Tallinn,ESTONIA,ESTONIA,Single address
164,164,https://www.info-clipper.com/en/company/united-states/b-oregon-owner-llc.usd1xtg0v.html,B OREGON OWNER LLC,,55 W 46TH ST STE 2204,100364277,NEW YORK,New York(NY),UNITED STATES,Single address
165,165,https://www.info-clipper.com/en/company/united-kingdom/arabic-news-broadcasting-uk-ltd.gbd70llky.html,ARABIC NEWS BROADCASTING UK LTD,,137-143 Hammersmith Road Hammersmith,              W14 0QL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
166,166,https://www.info-clipper.com/en/company/italy/ingenico-italia-spa.itd76c468.html,INGENICO ITALIA SPA,,VIA GIORGIO STEPHENSON 43/A,20157,MILANO,ITALY,ITALY,Headquarter
167,167,https://www.info-clipper.com/en/company/estonia/valmet-technologies-ou.eedaphsfc.html,VALMET TECHNOLOGIES OU,,Roosikrantsi tn 2,10119,Tallinn,ESTONIA,ESTONIA,Headquarter
168,168,https://www.info-clipper.com/en/company/united-states/ideanomics-inc.usddrtetb.html,"IDEANOMICS, INC.",,1441 BROADWAY STE 5116,100181905,NEW YORK,New York(NY),UNITED STATES,Headquarter
169,169,https://www.info-clipper.com/en/company/united-kingdom/boluda-towage-london-ltd.gbd3nqywl.html,BOLUDA TOWAGE LONDON LTD.,,London Gateway Logistic Centre 1st Floor North Sea Crossing,              SS17 9ER,STANFORD-LE-HOPE,UNITED KINGDOM,UNITED KINGDOM,Single address
170,170,https://www.info-clipper.com/en/company/italy/valeo-spa.itd732hpu.html,VALEO SPA,,VIA ASTI 89,10026,SANTENA,ITALY,ITALY,Headquarter
171,171,https://www.info-clipper.com/en/company/estonia/estonia-capital-ou.eed8unv6x.html,ESTONIA CAPITAL OU,,Ravala pst 8,10143,Tallinn,ESTONIA,ESTONIA,Headquarter
172,172,https://www.info-clipper.com/en/company/united-states/emergo-global-consulting-llc.usd1awsod.html,EMERGO GLOBAL CONSULTING LLC,,2500 BEE CAVES RD # I,787465869,AUSTIN,Texas(TX),UNITED STATES,Headquarter
173,173,https://www.info-clipper.com/en/company/united-kingdom/dtw-1991-underwriting-limited.gbd3m8dy4.html,DTW 1991 UNDERWRITING LIMITED,,71 Fenchurch Street,              EC3M 4BS,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
174,174,https://www.info-clipper.com/en/company/italy/servier-italia-spa.itd73k092.html,SERVIER ITALIA SPA,,VIA LUCA PASSI 85,166,ROMA,ITALY,ITALY,Headquarter
175,175,https://www.info-clipper.com/en/company/estonia/bolt-services-ee-ou.eed604g4u.html,BOLT SERVICES EE OU,,Vana-Louna tn 15,10134,Tallinn,ESTONIA,ESTONIA,Single address
176,176,https://www.info-clipper.com/en/company/united-states/modern-systems-corporation.usdzdwbg.html,MODERN SYSTEMS CORPORATION,,3200 WINDY HILL RD SE STE 230,303398584,ATLANTA,Georgia(GA),UNITED STATES,Headquarter
177,177,https://www.info-clipper.com/en/company/united-kingdom/0044-limited.gbdc5s7we.html,0044 LIMITED,,Park House Clifton Park,              YO30 5PB,YORK,UNITED KINGDOM,UNITED KINGDOM,Single address
178,178,https://www.info-clipper.com/en/company/italy/maisons-du-monde-italie-srl.itd7408r7.html,MAISONS DU MONDE ITALIE SRL,,VIA TIZIANO 32,20145,MILANO,ITALY,ITALY,Headquarter
179,179,https://www.info-clipper.com/en/company/estonia/bolt-holdings-ou.eed8mq3np.html,BOLT HOLDINGS OU,,Vana-Louna tn 15,10134,Tallinn,ESTONIA,ESTONIA,Headquarter
180,180,https://www.info-clipper.com/en/company/united-states/ned-davis-research-inc.usdpf93f.html,"NED DAVIS RESEARCH, INC.",,600 BIRD BAY DR W,342858020,VENICE,Florida(FL),UNITED STATES,Headquarter
181,181,https://www.info-clipper.com/en/company/united-kingdom/lch-limited.gbd3h4yyv.html,LCH LIMITED,,10 PATERNOSTER SQUARE,              EC4M 7LS,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
182,182,https://www.info-clipper.com/en/company/italy/pavan-spa.itd77c72y.html,PAVAN SPA,,VIA MONTE GRAPPA 8,35015,GALLIERA VENETA,ITALY,ITALY,Headquarter
183,183,https://www.info-clipper.com/en/company/estonia/scanfil-ou.eedao7ssu.html,SCANFIL OU,,Vana-Sauga tn 40,80044,"Parnu, Parnu",ESTONIA,ESTONIA,Single address
184,184,https://www.info-clipper.com/en/company/united-states/puerto-rico-commonwealth-of.usd1ycmx8.html,"PUERTO RICO, COMMONWEALTH OF",,63 CALLE DE LA FORTALEZA,9011501,SAN JUAN,Puerto Rico(PR),UNITED STATES,Headquarter
185,185,https://www.info-clipper.com/en/company/united-kingdom/vestey-foods-international-limited.gbd3l3r6c.html,VESTEY FOODS INTERNATIONAL LIMITED,,29 Ullswater Crescent,              CR5 2HR,COULSDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
186,186,https://www.info-clipper.com/en/company/italy/prysmian-powerlink-srl.itd5lhzqm.html,PRYSMIAN POWERLINK SRL,,VIA CHIESE 6,20126,MILANO,ITALY,ITALY,Headquarter
187,187,https://www.info-clipper.com/en/company/estonia/ringcentral-estonia-ou.eed8vd5ma.html,RINGCENTRAL ESTONIA OU,,Parnu mnt 22,10141,Tallinn,ESTONIA,ESTONIA,Single address
188,188,https://www.info-clipper.com/en/company/united-states/ice-data-indices-llc.usd1c8zcc.html,"ICE DATA INDICES, LLC",,100 CHURCH ST,100072601,NEW YORK,New York(NY),UNITED STATES,Single address
189,189,https://www.info-clipper.com/en/company/united-kingdom/abels-moving-services-limited.gbd3wh4g4.html,ABELS MOVING SERVICES LIMITED,,Wimbledon Avenue,              IP27 0NZ,BRANDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
190,190,https://www.info-clipper.com/en/company/italy/prysmian-spa.itd8zxrp2.html,PRYSMIAN SPA,,VIA CHIESE 6,20126,MILANO,ITALY,ITALY,Headquarter
191,191,https://www.info-clipper.com/en/company/estonia/swedbank-as.eedanz7y5.html,SWEDBANK AS,,Liivalaia 8,15040,Tallinn,ESTONIA,ESTONIA,Headquarter
192,192,https://www.info-clipper.com/en/company/united-states/palantir-technologies-inc.usd5zlq14.html,PALANTIR TECHNOLOGIES INC.,PALANTIR,1200 17TH S FL 15,802025835,DENVER,Colorado(CO),UNITED STATES,Headquarter
193,193,https://www.info-clipper.com/en/company/united-kingdom/abel-cole-limited.gbd3yifw0.html,ABEL & COLE LIMITED,,16 Waterside Way,              SW17 0HB,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
194,194,https://www.info-clipper.com/en/company/italy/electronic-and-optical-sensing-solutions-srl-in-breve-eoss-srl.itd746l2h.html,ELECTRONIC AND OPTICAL SENSING SOLUTIONS SRL IN BREVE EOSS SRL,,VIA CHIESE 6,20126,MILANO,ITALY,ITALY,Headquarter
195,195,https://www.info-clipper.com/en/company/estonia/swedbank-life-insurance-se.eed8fepz2.html,SWEDBANK LIFE INSURANCE SE,,Liivalaia tn 8,10118,Tallinn,ESTONIA,ESTONIA,Headquarter
196,196,https://www.info-clipper.com/en/company/united-states/palantir-international-inc.usd1ygym6.html,PALANTIR INTERNATIONAL INC.,,1555 BLAKE ST STE 250,802021866,DENVER,Colorado(CO),UNITED STATES,Headquarter
197,197,https://www.info-clipper.com/en/company/united-kingdom/yara-limited.gbdc7abad.html,YARA LIMITED,,"Harvest House Origin Way, Europarc",              DN37 9TZ,GRIMSBY,UNITED KINGDOM,UNITED KINGDOM,Single address
198,198,https://www.info-clipper.com/en/company/italy/ammotec-italia-srl.itd7d1j7v.html,AMMOTEC ITALIA SRL,,VIA GALILEO GALILEI 56,25046,CAZZAGO SAN MARTINO,ITALY,ITALY,Single address
199,199,https://www.info-clipper.com/en/company/estonia/swedbank-pc-insurance-as.eed9cncgr.html,SWEDBANK P&C INSURANCE AS,,Liivalaia tn 8,10118,Tallinn,ESTONIA,ESTONIA,Single address
200,200,https://www.info-clipper.com/en/company/united-states/delta-air-lines-inc.usd44f9k.html,"DELTA AIR LINES, INC.",DELTA,1030 DELTA BLVD,303541989,ATLANTA,Georgia(GA),UNITED STATES,Headquarter
201,201,https://www.info-clipper.com/en/company/united-kingdom/pib-risk-services-limited.gbdcr2gdq.html,PIB RISK SERVICES LIMITED,,Rossingtons Business Park West Carr Road,              DN22 7SW,RETFORD,UNITED KINGDOM,UNITED KINGDOM,Headquarter
202,202,https://www.info-clipper.com/en/company/italy/iis-marconi-galletti-einaudi.itd77ci8s.html,I.I.S. 'MARCONI GALLETTI EINAUDI',,VIA ALDO OLIVA 15,28845,DOMODOSSOLA,ITALY,ITALY,Headquarter
203,203,https://www.info-clipper.com/en/company/estonia/lhv-kindlustus-as.eed8vdsjc.html,LHV KINDLUSTUS AS,,Tartu mnt 2,10145,Tallinn,ESTONIA,ESTONIA,Single address
204,204,https://www.info-clipper.com/en/company/united-states/delta-technology-llc.usdfp0puj.html,"DELTA TECHNOLOGY, LLC",,1001 INTERNATIONAL BLVD,303541802,ATLANTA,Georgia(GA),UNITED STATES,Headquarter
205,205,https://www.info-clipper.com/en/company/united-kingdom/pib-group-limited.gbd3nqvyw.html,PIB GROUP LIMITED,,1 Minster Court,              EC3R 7AA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
206,206,https://www.info-clipper.com/en/company/italy/the-bridge-spa.itd7a9jly.html,THE BRIDGE SPA,,VIA ERNESTO CODIGNOLA 14/16,50018,SCANDICCI,ITALY,ITALY,Headquarter
207,207,https://www.info-clipper.com/en/company/estonia/tavrida-electric-export-as.eed9xonbn.html,TAVRIDA ELECTRIC EXPORT AS,,Visase tn 14,11415,Tallinn,ESTONIA,ESTONIA,Headquarter
208,208,https://www.info-clipper.com/en/company/united-states/palantir-technologies-holdings-llc.usd1ygym5.html,PALANTIR TECHNOLOGIES HOLDINGS LLC,,1555 BLAKE ST STE 250,802021866,DENVER,Colorado(CO),UNITED STATES,Single address
209,209,https://www.info-clipper.com/en/company/united-kingdom/jpmorgan-chase-bank-national-association.gbd3h2acj.html,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",JPMorgan Chase Bank,25 Bank Street Canary Wharf,              E14 5JP,LONDON,UNITED KINGDOM,UNITED KINGDOM,
210,210,https://www.info-clipper.com/en/company/italy/valentino-spa.itd8yjfjd.html,VALENTINO SPA,,VIALE DEI LANIFICI 1,36078,VALDAGNO (MAGLIO ),ITALY,ITALY,Headquarter
211,211,https://www.info-clipper.com/en/company/estonia/smartswap-ou.eed6nme09.html,SMARTSWAP OU,,Rannaku pst 12,10917,Tallinn,ESTONIA,ESTONIA,Single address
212,212,https://www.info-clipper.com/en/company/united-states/palantir-technologies-canada-inc.usd1ygym4.html,PALANTIR TECHNOLOGIES CANADA INC.,,1555 BLAKE ST STE 250,802021866,DENVER,Colorado(CO),UNITED STATES,Single address
213,213,https://www.info-clipper.com/en/company/united-kingdom/jp-morgan-trust-company-limited.gbd3qnfwm.html,J.P. MORGAN TRUST COMPANY (JERSEY) LIMITED,J P MORGAN CHASE BANK,Grenville Street St. Helier,              JE2 4UF,JERSEY,UNITED KINGDOM,UNITED KINGDOM,
214,214,https://www.info-clipper.com/en/company/italy/aep-ticketing-solutions-srl.itd78obwt.html,AEP TICKETING SOLUTIONS SRL,,VIA DEI COLLI 240,50058,SIGNA,ITALY,ITALY,Headquarter
215,215,https://www.info-clipper.com/en/company/estonia/maxima-eesti-ou.eed8i9fqk.html,MAXIMA EESTI OU,,Aiandi tn 13/2,12918,Tallinn,ESTONIA,ESTONIA,Headquarter
216,216,https://www.info-clipper.com/en/company/united-states/palantir-technologies-qfc-llc.usd1ygym7.html,PALANTIR TECHNOLOGIES QFC LLC,,1555 BLAKE ST STE 250,802021866,DENVER,Colorado(CO),UNITED STATES,Single address
217,217,https://www.info-clipper.com/en/company/united-kingdom/volvo-construction-equipment-haulers-limited.gbd3sdupp.html,VOLVO CONSTRUCTION EQUIPMENT HAULERS LIMITED,,Newhouse Industrial Estate,              ML1 5RY,MOTHERWELL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
218,218,https://www.info-clipper.com/en/company/italy/allianz-spa.itd6ere8r.html,ALLIANZ SPA,,PIAZZA TRE TORRI 3,20145,MILANO,ITALY,ITALY,Headquarter
219,219,https://www.info-clipper.com/en/company/estonia/finvault-exchange-ou.eed6nme0w.html,FINVAULT EXCHANGE OU,,Rannaku pst 12,10917,Tallinn,ESTONIA,ESTONIA,Single address
220,220,https://www.info-clipper.com/en/company/united-states/airbus-ds-military-aircraft-inc.usd25nlx3.html,"AIRBUS DS MILITARY AIRCRAFT, INC.",,8100 AIRBUS MILITARY DR,366085031,MOBILE,Alabama(AL),UNITED STATES,Headquarter
221,221,https://www.info-clipper.com/en/company/united-kingdom/fce-bank-plc.gbd3hpmpa.html,FCE BANK PLC,,Arterial Road Laindon,              SS15 6EE,BASILDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
222,222,https://www.info-clipper.com/en/company/italy/allianz-direct-spa.itd7a047r.html,ALLIANZ DIRECT SPA,,PIAZZA TRE TORRI 3,20145,MILANO,ITALY,ITALY,Headquarter
223,223,https://www.info-clipper.com/en/company/estonia/lhv-pank-as.eed95013g.html,LHV PANK AS,,Tartu mnt 2,10145,Tallinn,ESTONIA,ESTONIA,Headquarter
224,224,https://www.info-clipper.com/en/company/united-states/nasa-langley-research-center.usdgfuoj.html,NASA LANGLEY RESEARCH CENTER,NASA,11 LANGLEY BLVD,236812143,HAMPTON,Virginia(VA),UNITED STATES,Headquarter
