,index,address_name,city,country,name,location_type,postalcode,state,trade_name
282,282,via lombardia 17,sovico (/19 ),italy,canali spa,headquarter,20845,italy,
283,283,liivalao tn 14,tallinn,estonia,me group baltic ou,single address,11216,estonia,
284,284,4000 warner blvd,burbank,united states,warner bros. enterprises llc,headquarter,915220002,california(ca),
285,285,croston road farington moss,leyland,united kingdom,leyland trucks limited,single address,              pr26 6lz,united kingdom,
286,286,viale rimembranza 20,bene vagienna,italy,industria grafica eurostampa spa,headquarter,12041,italy,
287,287,laki poik 6,tallinn,estonia,raglor ou,headquarter,12918,estonia,
288,288,777 s santa fe ave,los angeles,united states,warner bros. records inc.,headquarter,900211750,california(ca),
289,289,farrington road,burnley,united kingdom,mann + hummel vokes-air limited,headquarter,              bb11 5sy,united kingdom,
290,290,via eritrea 20/i,brescia,italy,camozzi group spa,headquarter,25126,italy,
291,291,kanepi tn 3-8,tallinn,estonia,segment invest ou,single address,10314,estonia,
292,292,4000 warner blvd,burbank,united states,"warner bros. (transatlantic), inc.",headquarter,915220002,california(ca),WARNER BROS
293,293,farrington road,burnley,united kingdom,mann + hummel vokes air treatment holdings limited,headquarter,              bb11 5sy,united kingdom,
294,294,via ostiense 133,roma,italy,universita' degli studi roma tre,headquarter,154,italy,
295,295,maakri tn 19/1,tallinn,estonia,arco vara as,headquarter,10145,estonia,
296,296,4001 w olive ave,burbank,united states,warner bros. consumer products inc.,headquarter,915054272,california(ca),
297,297,"unit 8 peckleton lane business park peckleton common, peckleton",leicester,united kingdom,k.j.n. automation limited,single address,              le9 7rn,united kingdom,
298,298,piazzale aldo moro 5,roma,italy,universita' degli studi di roma la sapienza,headquarter,185,italy,
299,299,kai tn 1,tallinn,estonia,yerblues ou,single address,10111,estonia,
300,300,4000 warner blvd,burbank,united states,warner bros. technical operations inc.,headquarter,915220002,california(ca),
301,301,the tower 48 goffs park road,crawley,united kingdom,hunt and palmer plc,headquarter,              rh11 8xx,united kingdom,
302,302,via europa 26,porto mantovano,italy,ufi filters spa,headquarter,46047,italy,
303,303,ravala pst 8,tallinn,estonia,ghuni jatigram ou,single address,10143,estonia,
304,304,8600 gateway blvd e near pendale rd.,universal city,united states,"dreamworks, inc.",headquarter,91608,california(ca),
305,305,western drive,bristol,united kingdom,radiodetection limited,headquarter,              bs14 0af,united kingdom,
306,306,via enrico mattei 42,bologna,italy,brt spa,,40138,italy,BARTOLINI EXPRESS COURIER
307,307,ulikooli tn 2,"tartu, tartu",estonia,perforce software as,headquarter,51003,estonia,
308,308,500 s buena vista st,burbank,united states,twdc enterprises 18 corp.,headquarter,915210001,california(ca),
309,309,450 longwater avenue green park,reading,united kingdom,hutchison 3g uk limited,,              rg2 6gf,united kingdom,THREE
310,310,viale europa 175,roma,italy,sda express courier spa,headquarter,144,italy,
311,311,"karsa, suure-rootsi kula",saaremaa vald,estonia,heimon kala ou,single address,94129,estonia,
312,312,500 s buena vista st,burbank,united states,"walt disney company, the",headquarter,915210007,california(ca),DISNEY
313,313,28 chancery lane,london,united kingdom,company 3 / method london limited,,              wc2a 1lb,united kingdom,COMPANY 3
314,314,via degli aldobrandeschi 300,roma,italy,lottomatica spa,headquarter,163,italy,
315,315,102c parnu mnt,tallinn,estonia,kuehne + nagel as,single address,11312,estonia,
316,316,251 little falls dr,wilmington,united states,corporation service company,headquarter,198081674,delaware(de),
317,317,sleepy hollow aylesbury road,thame,united kingdom,travelodge hotels limited,,              ox9 3at,united kingdom,Travelodge
318,318,via dei missaglia 89,milano,italy,bymycar italia srl,headquarter,20142,italy,
319,319,paasukese tn 2,tallinn,estonia,estateguru capital ou,headquarter,10145,estonia,
320,320,251 little falls dr,wilmington,united states,"csc corporate domains, inc.",headquarter,198081674,delaware(de),CORPORATION SERVICE COMPANY
321,321,marfleet lane,hull,united kingdom,j.h. fenner & co. limited,,              hu9 5ra,united kingdom,FENNER DUNLOP ECS UK
322,322,via dei missaglia 89,milano,italy,bm bymycar milano srl,headquarter,20142,italy,
323,323,lootsa tn 2b,tallinn,estonia,qarson holding ou,headquarter,11415,estonia,
324,324,2711 centerville rd ste 400,wilmington,united states,"csc domains, llc",headquarter,198081645,delaware(de),
325,325,tritton road,lincoln,united kingdom,fenner group holdings limited,headquarter,              ln6 7af,united kingdom,
326,326,via cinisi 3,carini,italy,sicily by car spa,headquarter,90044,italy,
327,327,malmi tn 8,"johvi, johvi vald",estonia,enefit solutions as,headquarter,41537,estonia,
328,328,5901 university dr madison square mall,huntsville,united states,"madison square associates, ltd.",single address,358062531,alabama(al),
329,329,2nd floor 3 pancras square kings cross,london,united kingdom,modern biosciences limited,headquarter,              n1c 4ag,united kingdom,
330,330,via degli artigiani 12,cuneo,italy,swisslog healthcare italy srl,headquarter,12100,italy,
331,331,raekoja plats 16,"tartu, tartu",estonia,dealum ou,single address,51004,estonia,
332,332,5429 lyndon b johnson fwy ste 600,dallas,united states,"rexel usa, inc.",headquarter,752402611,texas(tx),
333,333,2nd floor 3 pancras square kings cross,london,united kingdom,ip2ipo limited,headquarter,              n1c 4ag,united kingdom,
334,334,via degli artigiani 12,cuneo,italy,swisslog healthcare ag,headquarter,12100,italy,
335,335,sopruse pst 145,tallinn,estonia,elisa eesti as,single address,13425,estonia,
336,336,399 park ave fl 30,new york,united states,"jordan company, l.p., the",headquarter,100224871,new york(ny),
337,337,"2nd floor, 3 pancras square kings cross",london,united kingdom,ip group plc,headquarter,              n1c 4ag,united kingdom,
338,338,via lavoratori autobianchi 1,desio (palazzina 9 ),italy,decathlon italia srl,,20832,italy,DECATHLON
339,339,jalgpalli tn 1,tallinn,estonia,markit eesti as,headquarter,11312,estonia,
340,340,9601 wilshire blvd fl 3,beverly hills,united states,"endeavor group holdings, inc.",headquarter,902105219,california(ca),
341,341,2nd floor 3 pancras square kings cross,london,united kingdom,ip2ipo innovations limited,headquarter,              n1c 4ag,united kingdom,
342,342,via torino pianezza 36,collegno,italy,prima industrie spa,,10093,italy,PRIMA ADDITIVE
343,343,peterburi tee 81,tallinn,estonia,all media eesti as,headquarter,13816,estonia,
344,344,21511 23rd dr se,bothell,united states,"agc biologics, inc.",headquarter,980213900,washington(wa),
345,345,17-29 horny crescent,london,united kingdom,nickelodeon international limited,single address,              nw1 8tt,united kingdom,
346,346,via sardegna 38,roma,italy,bredamenarinibus spa,single address,187,italy,
347,347,soola tn 8,"tartu, tartu",estonia,tarco vein as,single address,51004,estonia,
348,348,1500 market st,denver,united states,"homebot, inc.",single address,802021608,colorado(co),
349,349,london road,bracknell,united kingdom,afton chemical limited,headquarter,              rg12 2uw,united kingdom,
350,350,via dei sette santi 3,firenze,italy,a. menarini industrie farmaceutiche riunite srl,headquarter,50131,italy,
351,351,tartu mnt 80d,tallinn,estonia,apollo group ou,headquarter,10112,estonia,
352,352,250 west pratt street,baltimore,united states,pandora jewelry llc,headquarter,212012423,maryland(md),
353,353,1 churchill place,london,united kingdom,barclays plc,,              e14 5hp,united kingdom,BARCLAYS BANK
354,354,via pietro giannone 9,milano,italy,sharingbox italia srl,headquarter,20154,italy,
355,355,roosikrantsi tn 2-krm1,tallinn,estonia,krm holding plus ou,headquarter,10119,estonia,
356,356,30 hudson yards ste 7500,new york,united states,kkr real estate finance trust inc.,headquarter,100012170,new york(ny),
357,357,5 north colonnade,london,united kingdom,barclays capital securities limited,,              e14 4bb,united kingdom,Barclays Bank
358,358,via melchiorre gioia 8,milano,italy,roland berger srl,headquarter,20124,italy,
359,359,moisa tn 4-2,tallinn,estonia,ixellion as,headquarter,13522,estonia,
360,360,1605 alton rd,birmingham,united states,"motion industries, inc.",headquarter,352103770,alabama(al),
361,361,one churchill place,london,united kingdom,barclays bank plc,headquarter,              e14 5hp,united kingdom,
362,362,corso gelone 59,siracusa,italy,bruno maria zimmitti 1858 srl,headquarter,96100,italy,
363,363,naituse tn 25,"tartu, tartu linn",estonia,palmako as,headquarter,50409,estonia,
364,364,1551 n tustin ave fl 6 ste 650,santa ana,united states,"universal services of america, lp",headquarter,927058634,california(ca),
365,365,28 level 1 churchill place,london,united kingdom,barclays execution services limited,,              e14 5hp,united kingdom,BARCLAYS
366,366,via dell'artigianato 14,marcon,italy,autel europe gmbh,headquarter,30020,italy,
367,367,parnu mnt 18,tallinn,estonia,omd estonia ou,single address,10141,estonia,
368,368,1551 n tustin ave ste 650,santa ana,united states,"universal protection service, lp",headquarter,927058664,california(ca),ALLIED UNIVERSAL
369,369,6 level 2 more london riverside,london,united kingdom,london & partners limited,headquarter,              se1 2rr,united kingdom,
370,370,via roma 152-154,volta mantovana,italy,avm 1959 spa,headquarter,46049,italy,
371,371,estonia pst 1,tallinn,estonia,drinkify ou,single address,10143,estonia,
372,372,1551 tustin ave ste 650,santa ana,united states,allied universal holdco llc,headquarter,927058664,california(ca),
373,373,8 canada square,london,united kingdom,hsbc holdings plc,,              e14 5hq,united kingdom,HSBC
374,374,via bisceglie 76,milano (c/o regus ),italy,weglobal srl,single address,20152,italy,
375,375,hobujaama tn 4,tallinn,estonia,kokkuhoideur ou,headquarter, ,estonia,
376,376,935 mearns rd,warminster,united states,"s p industries, inc.",headquarter,189742811,pennsylvania(pa),
377,377,487/488 ipswich road,slough,united kingdom,gcp (uk) holdings limited,headquarter,              sl1 4ep,united kingdom,
378,378,piazza delle muse 7,roma,italy,aec underwriting agenzia di assicurazione e riassicurazione spa,headquarter,197,italy,
379,379,lootsa tn 2b,tallinn,estonia,edp auto ou,headquarter,11415,estonia,
380,380,4820 emperor blvd,durham,united states,iqvia holdings inc.,headquarter,277038426,north carolina(nc),
381,381,"suite 1, oxford house oxford road",thame,united kingdom,direct recall limited,single address,              ox9 2ah,united kingdom,
382,382,via emilia 1,san donato milanese,italy,floaters spa,headquarter,20097,italy,
383,383,viru valjak 2,tallinn,estonia,east capital real estate as,headquarter,10111,estonia,
384,384,4709 creekstone dr,morrisville,united states,innovex merger corp.,headquarter,27560,north carolina(nc),
385,385,"unit 65 surrey technology centre occam road, surrey research park",guildford,united kingdom,virtual recall limited,single address,              gu2 7yg,united kingdom,
386,386,viale luca gaurico 187,roma,italy,ald automotive italia srl,headquarter,143,italy,
387,387,12 ahtri street,tallinn,estonia,emor as,headquarter,10151,estonia,
388,388,370 wabasha st n rank_1700,saint paul,united states,"eec acquisition, llc",headquarter,551021334,minnesota(mn),SMART CARE
389,389,network house globe business park third avenue,marlow,united kingdom,expansys limited,headquarter,              sl7 1ey,united kingdom,
390,390,via gabriele d'annunzio 4,vizzola ticino,italy,vodafone automotive italia spa,headquarter,21010,italy,
391,391,laike tee 12,"peetri alevik, rae vald",estonia,vbh estonia ou,single address,75301,estonia,
392,392,1100 plz five 12th fl,jersey city,united states,icap services north america llc,headquarter,73114003,new jersey(nj),
393,393,"network house third avenue, globe park",marlow,united kingdom,expansys southern europe limited,single address,              sl7 1ey,united kingdom,
394,394,viale san bartolomeo 340,la spezia,italy,terminal del golfo spa,headquarter,19126,italy,
395,395,jarvekula tee 14,kohtla-jarve,estonia,vkg oil as,headquarter,30328,estonia,
396,396,1501 nw 49th st ste 100,fort lauderdale,united states,"sixt rent a car, llc",headquarter,333093723,florida(fl),
397,397,brampton road harold hill,romford,united kingdom,ethypharm uk limited,single address,              rm3 8ug,united kingdom,
398,398,via ansperto 10,milano,italy,niococktails srl,headquarter,20123,italy,
399,399,kordoni tn 1,"aseri alevik, viru-nigula vald",estonia,wienerberger as,single address,43401,estonia,
400,400,1211 avenue of the americas,new york,united states,"dow jones & company, inc.",headquarter,100360003,new york(ny),BARRON'S
401,401,spaces - 1650 arlington business park theale,reading,united kingdom,pure world energy limited,single address,              rg7 4sa,united kingdom,
402,402,via della repubblica 7,campogalliano,italy,ama composites srl,headquarter,41011,italy,
403,403,vaike-ameerika tn 8-405,tallinn,estonia,healthcare investment and consulting international hici ou,headquarter,10129,estonia,
404,404,445 se main st,roseburg,united states,umpqua bank,headquarter,974704900,oregon(or),
405,405,"unit 2300 compton house, the crescent, birmingham business park",birmingham,united kingdom,uniper uk limited,headquarter,              b37 7ye,united kingdom,
406,406,via del lampo snc,ascoli piceno (zona industriale campolungo ),italy,hp composites spa,headquarter,63100,italy,
407,407,jaama tn 21,"kunda, viru-nigula vald",estonia,estonian cell as,single address,44106,estonia,
