,index,address,headquarters,industry,market_cap,name,number_of_employees,revenue,telephone,website
147,147,"118 2nd ave se, cedar rapids, iowa, 52401-1212",united states of america,financial services,doll_756.2 m,united fire group inc,"1,086",doll_1.1 b,1 319 3995700,www.ufginsurance.com
148,148,"p.o.box 14, building 1095, block 1014, road 1425, hamala, manama, 1014",bahrain,technology and communications,doll_2.0 b,bahrain telecommunications co bsc,"2,486",doll_1.1 b,973 1 7881881,www.batelco.com
149,149,"varta-platz 1, ellwangen, 73479",germany,alternative energy,doll_1.2 b,varta ag,"4,712",doll_1.1 b,49 7961 9210,www.varta-ag.com
150,150,"suite 1550, 3490 piedmont road n.e., atlanta, georgia, 30305",united states of america,financial services,doll_3.3 b,ameris bancorp,"2,865",doll_1.1 b,1 404 6396500,www.amerisbank.com
151,151,"no. 1 baisheng road, development zone, danyang city, zhenjiang, jiangsu, 212300",china,medical equipment,doll_4.6 b,jiangsu yuyue medical equipment & supply co ltd,"6,440",doll_1.1 b,86 511 86900876,www.yuyue.com.cn
152,152,"asiainfo plaza, dong qu, 10 xibeiwang dong lu, haidian district, beijing, 100193",china,technology and communications,doll_1.7 b,asiainfo technologies ltd,"13,309",doll_1.1 b,,www.asiainfo.com
153,153,"suite 400, 1 choice hotels circle, rockville, maryland, 20850",united states of america,leisure and arts,doll_6.4 b,choice hotels international inc,"1,500",doll_1.1 b,1 301 5925181,www.choicehotels.com/en-in
154,154,"bei jiao ma bao dao 28 hao, hua hui zhong xin 27 lou, kowloon bay, hong kong",hong kong,retailing,doll_289.7 m,esprit holdings ltd,"2,200",doll_1.1 b,852  27654321,www.esprit.com
155,155,"30f, marunouchi bldg., 2-4-1, marunouchi, chiyoda-ku, tokyo, 100-6221",japan,pharmaceuticals and healthcare,doll_2.6 b,hisamitsu pharmaceutical co inc,"2,784",doll_1.1 b,81 3 52931700,www.hisamitsu.co.jp
156,156,"manfred-fuchs-platz 2-4, bremen, 28359",germany,aerospace and defense,doll_642.8 m,ohb se,"3,077",doll_1.1 b,49 421 20208,www.ohb.de
157,157,"300 united center, , 500 virginia street e, charleston, west virginia, 25301",united states of america,financial services,doll_5.2 b,united bankshares inc,"2,966",doll_1.1 b,1 740 7351104,www.ubsi-inc.com
158,158,"511 church street, richmond, victoria, 3121",australia,media,doll_11.4 b,rea group ltd,"3,103",doll_1.1 b,61 3 98971121,www.rea-group.com
159,159,"100 clarence beach road, henderson, perth, 6166",australia,transport and logistics,doll_452.0 m,austal ltd,"5,000",doll_1.1 b,61 8 94101111,www.austal.com
160,160,"po box 842, port moresby, 121",papua new guinea,energy and utilities,0,oil search ltd,"1,243",doll_1.1 b,675 3 225599,www.oilsearch.com
161,161,"7900, boul. henri-bourassa ouest, montreal, quebec, h4s1v4",canada,consumer packaged goods,doll_1.5 b,richelieu hardware ltd,"2,800",doll_1.1 b,1 514 3364144,www.richelieu.com
162,162,"100 e. vine st, murfreesboro, tennessee, 37130",united states of america,pharmaceuticals and healthcare,doll_892.7 m,national healthcare corp,"12,965",doll_1.1 b,1 615 8902020,nhccare.com
163,163,"voltas house, a' block, dr. babasaheb ambedkar road, mumbai, 400033",india,industrial goods and machinery,doll_3.3 b,voltas ltd,"8,343",doll_1.1 b,91 22 66656666,www.voltas.com
164,164,"1600 west merit park way, south jordan, utah, 84095",united states of america,medical equipment,doll_4.0 b,merit medical systems inc,"6,446",doll_1.1 b,1 801 2531600,www.merit.com
165,165,"100 brookwood pl, birmingham, alabama, 35209-6811",united states of america,financial services,doll_1.0 b,proassurance corp,"1,021",doll_1.1 b,1 205 8774400,www.proassurance.com
166,166,"26th july st., touristic zone, 6th of october, giza, 12568",egypt,technology and communications,doll_199.7 m,raya holding for financial investment sae,"10,127",doll_1.1 b,20 2 38276000,rayacorp.com
167,167,"1177 avenue of the americas, new york, 10036-2714",united states of america,financial services,doll_17.1 b,tradeweb markets inc,"1,046",doll_1.1 b,1 646 4306000,www.tradeweb.com
168,168,"middle section, tianhe road, zhengzhou, henan, 450044",china,consumer packaged goods,doll_2.3 b,sanquan food co ltd,"7,652",doll_1.1 b,86 371 63987832,www.sanquan.com
169,169,"4th floor, no. 1, r&d 2nd road, science based industrial park, baoshan, 300",taiwan,technology and communications,doll_897.7 m,getac holdings corp,"11,500",doll_1.1 b,886 2 27857888,www.getac.com.tw
170,170,"antonio dovali jaime 70, samara torre b, piso 11, colonia centro ciudad santa fe, 01219",mexico,construction,doll_5.0 b,fibra uno administracion sa de cv,317,doll_1.1 b,52 55 41707070,funo.mx
171,171,"heiwa honsha bldg., 1-16-1, higashi ueno, taito-ku, tokyo, 110-0015",japan,technology and communications,doll_1.8 b,heiwa corp,"5,484",doll_1.1 b,81 3 38390077,www.heiwanet.co.jp
172,172,"f&n point, no. 3 jalan metro pudu 1, off jalan yew, fraser business park, kuala lumpur, 55100",malaysia,consumer packaged goods,doll_2.0 b,fraser & neave holdings bhd,"2,454",doll_1.1 b,60 3 92352288,www.fn.com.my
173,173,"suite 1501, 700 west pender st., vancouver, british columbia, v6c1g8",canada,metals and mining,doll_1.2 b,equinox gold corp,683,doll_1.1 b,1 604 5580560,www.equinoxgold.com
174,174,"kamla tower, kanpur, 208001",india,construction,doll_2.8 b,j.k. cement ltd,"3,941",doll_1.1 b,91 512 2371478,www.jkcement.com
175,175,"25 ermou str., ermou str. 25, kifissia, athina, 14564",greece,construction,doll_774.1 m,ellaktor sa,"5,340",doll_1.1 b,30 21 08185000,ellaktor.com
176,176,"100, hsin yi road sec. 5, taipei, 115",taiwan,transport and logistics,doll_5.4 b,taiwan high speed rail corp,"4,608",doll_1.1 b,886 2 87892000,www.thsrc.com.tw
177,177,"no. 10 yurun road, jianye district, nanjing, jiangsu, 210041",china,consumer packaged goods,doll_88.6 m,china yurun food group ltd,"1,100",doll_1.1 b,86 25 56677150,www.yurun.com.hk
178,178,"4350 congress street, suite 600, charlotte, north carolina, 28209",united states of america,paper and packaging,doll_149.6 m,p h glatfelter co,"3,250",doll_1.1 b,1 717 2252709,www.glatfelter.com
179,179,"78 sw 7th st, suite 900, miami, florida, 33130",united states of america,business and consumer services,doll_1.7 b,laureate education inc,"14,000",doll_1.1 b,1 410 8436100,www.laureate.net
180,180,"660 white plains road, tarrytown, new york, 10591",united states of america,consumer packaged goods,doll_3.3 b,prestige consumer healthcare inc,535,doll_1.1 b,1 914 5246800,www.prestigebrands.com
181,181,"suite 300, 7755 center avenue, huntington beach, california, 92647",united states of america,leisure and arts,doll_730.5 m,bj's restaurants inc,"21,000",doll_1.1 b,1 714 5002440,www.bjsrestaurants.com
182,182,"no. 1, jiefang west road, yuzhong district, beijing, 100082",china,alternative energy,doll_4.4 b,cecep solar energy co ltd,"1,859",doll_1.1 b,86 10 83052461,www.cecsec.cn
183,183,"peninsula house, rydon lane, exeter, ex27hr",united kingdom,alternative energy,doll_3.0 b,pennon group plc,"2,636",doll_1.1 b,44 1392 446677,www.pennon-group.co.uk
184,184,"tang 1 (tang tret) va tang 2 toa nha sai, so 111a pasteur, phuong ben nghe, quan 1, ho chi minh",vietnam,financial services,doll_2.1 b,vietnam international commercial joint stock bank,"11,340",doll_1.1 b,84 4 62760068,www.vib.com.vn
185,185,"851 building, no.58, wenquan branch road, fuzhou, fujian, 350001",china,technology and communications,doll_1.2 b,netdragon websoft holdings ltd,"4,784",doll_1.1 b,86 591 87085777,www.netdragon.com
186,186,"22nd floor, allied kajima building, 138 gloucester road, wanchai, hong kong",hong kong,financial services,doll_822.7 m,allied group ltd,"4,020",doll_1.1 b,852  25192288,www.alliedgroup.com.hk
187,187,"120 holger way, san jose, california, 95134",united states of america,technology and communications,doll_16.3 b,zscaler inc,"4,975",doll_1.1 b,1 408 5330288,www.zscaler.com
188,188,"104000 clean street, eden prairie, minnesota, 55344",united states of america,industrial goods and machinery,doll_1.2 b,tennant co,"4,263",doll_1.1 b,1 763 5401200,www.tennantco.com
189,189,"21- rajendra place, new delhi, 110008",india,financial services,doll_2.6 b,punjab & sind bank,"8,735",doll_1.1 b,91 11 25782926,punjabandsindbank.co.in
190,190,"company building, ahmad al jaber street,  sharq safat, p.o.box 1040, kuwait city, 13011",kuwait,financial services,doll_945.4 m,gulf insurance group kscp,"3,831",doll_1.1 b,965  1802080,www.gulfinsgroup.com
191,191,"rua mar de espanha, 525, bairro santo antonio, belo horizonte, 30.330-900",brazil,environmental and waste management services,doll_1.1 b,companhia de saneamento de minas gerais,"10,572",doll_1.1 b,55 31 32501548,www.copasa.com.br
192,192,"450 al ahram street, giza, 12211",egypt,consumer packaged goods,doll_1.3 b,eastern co sae,"16,643",doll_1.1 b,20 2 35724711,www.easternegypt.com
193,193,"14817 oak ln, miami lakes, florida, 33016-1517",united states of america,financial services,doll_2.6 b,bankunited inc,"1,465",doll_1.1 b,1 305 5692000,www.bankunited.com
194,194,"500 freeport pkwy, coppell, texas, 75019",united states of america,retailing,doll_250.6 m,the container store group inc,"2,300",doll_1.1 b,1 972 5386000,investor.containerstore.com/about/overview/default
195,195,"byblos bank tower, elias sarkis avenue, achrafieh area, p.o. box 1353530, beirut, 11072811",lebanon,financial services,doll_554.2 m,byblos bank sal,"1,520",doll_1.1 b,961 1 335200,www.byblosbank.com
196,196,"iganmu house, 1 abebe village road,  iganmu, po box 545, lagos",nigeria,consumer packaged goods,doll_1.1 b,nigerian breweries plc,"2,740",doll_1.1 b,234 1 2717400,www.nbplc.com
197,197,"499 illinois st ste 500, san francisco, california, 94158-2521",united states of america,pharmaceuticals and healthcare,doll_3.5 b,vir biotechnology inc,444,doll_1.1 b,1 415 9064324,www.vir.bio
198,198,"1241 e main st, stamford, connecticut, 6902",united states of america,media,doll_6.6 b,world wrestling entertainment inc,870,doll_1.1 b,1 203 3528600,corporate.wwe.com
199,199,"120 corporate blvd ste 100, norfolk, virginia, 23502",united states of america,financial services,doll_1.4 b,pra group inc,"3,361",doll_1.1 b,1 757 5199300,www.pragroup.com
200,200,"6595 s jones blvd, las vegas, nevada, 89118-3337",united states of america,leisure and arts,doll_1.1 b,golden entertainment inc,"6,300",doll_1.1 b,1 702 8914284,www.goldenent.com
201,201,"wiesenweg 22, landau an der isar, 94405",germany,consumer packaged goods,doll_253.1 m,einhell germany ag,"1,956",doll_1.1 b,49 9951 9420,www.einhell.com
202,202,"3185 laurelview ct, fremont, california, 94538-6535",united states of america,technology and communications,doll_905.6 m,ichor holdings ltd,"1,850",doll_1.1 b,1 510 8975200,www.ichorsystems.com
203,203,"1725 shepherd rd, chattanooga, tennessee, 37421-2947",united states of america,industrial goods and machinery,doll_874.9 m,astec industries inc,"4,041",doll_1.1 b,1 423 8995898,www.astecindustries.com
204,204,"1415 vantage park drive, suite 700, charlotte, north carolina, 28203",united states of america,financial services,doll_383.2 m,lendingtree inc,"1,407",doll_1.1 b,1 704 5415351,www.lendingtree.com
205,205,"100 nagog park, acton, massachusetts, 01720-3440",united states of america,medical equipment,doll_20.1 b,insulet corp,"2,300",doll_1.1 b,1 978 6007000,www.omnipod.com
206,206,"scud industrial park, no. 98 jiangbin dong avenue, fuzhou, fujian, 350015",china,clean technology,doll_39.7 m,veson holdings ltd,"3,155",doll_1.1 b,86 591 63158888,www.scudgroup.com
207,207,"cr 43 a 1 a sur 143 piso 5, medellin",colombia,power,doll_661.7 m,celsia sa esp,"1,429",doll_1.1 b,57 4 3266600,www.celsia.com/es
208,208,"marstons house, brewery road, wolverhampton, wv14jt",united kingdom,leisure and arts,doll_324.8 m,marston's plc,"11,089",doll_1.1 b,44 1902 711811,www.marstonspubs.co.uk
209,209,"ul. lopuszanska 38d, warszawa, 02-232",poland,financial services,doll_1.2 b,alior bank sa,"7,678",doll_1.1 b,48 12 3707000,www.aliorbank.pl
210,210,"1-16-2, fujisaki, tsuchiura-shi, ibaraki , 300-0813",japan,retailing,doll_1.0 b,joyful honda co ltd,"1,943",doll_1.1 b,81 29 8222215,www.joyfulhonda.com
211,211,"r nova cidade 404, vila olimpia, sao paulo, 04.547-070",brazil,pharmaceuticals and healthcare,doll_5.4 b,hypera sa,"9,000",doll_1.1 b,55 62 38788150,www.hypera.com.br
212,212,"2101 riverfront drive, suite a, little rock, arkansas, 72202",united states of america,construction,doll_1.4 b,uniti group inc,754,doll_1.1 b,1 501 8500820,uniti.com
213,213,"av. nueva tajamar 481, torre norte, providencia, santiago, 7550099",chile,consumer packaged goods,doll_925.9 m,vina concha y toro sa,"3,228",doll_1.1 b,56 2 4765200,www.conchaytoro.com/es
214,214,"701-704, 7f,skyline icon business park, 86-92 offandheri kurla rd, marol village, andheri eas, mumbai, 400059",india,retailing,doll_3.1 b,aditya birla fashion and retail ltd,"24,818",doll_1.1 b,,www.abfrl.com
215,215,"116, wolmi-ro, jung-gu, incheon, 22300",south korea,consumer packaged goods,doll_212.8 m,ts corp,572,doll_1.1 b,82 2 4106000,www.ts.co.kr
216,216,"24275 katy freeway, suite 600, texas, 77494",united states of america,metals and mining,doll_885.8 m,u.s. silica holdings inc,"1,863",doll_1.1 b,1 301 6820600,www.ussilica.com
217,217,"alte heerstrasse 40, wiesloch, 69168",germany,financial services,doll_653.7 m,mlp se,"2,258",doll_1.1 b,49 6222 3080,mlp-se.de
218,218,"no. 690, jiefang avenue, jianghan district, wuhan, hubei, 430022",china,retailing,doll_1.2 b,wuhan department store group co ltd,"9,373",doll_1.1 b,86 27 85714295,www.wushang.com.cn
219,219,"tonne kjaersvej 65, fredericia, 7000",denmark,power,0,energinet.dk,"1,155",doll_1.1 b,45 70 102244,www.energinet.dk
220,220,"suite 500, 6050 oak tree boulevard, south, cleveland, ohio, 44131",united states of america,business and consumer services,doll_2.4 b,cbiz inc,"6,000",doll_1.1 b,1 216 4479000,www.cbiz.com
221,221,"614 mckinley pl n e, minneapolis, minnesota, 55413",united states of america,medical equipment,doll_12.6 b,bio-techne corp,"3,000",doll_1.1 b,1 612 3798854,www.bio-techne.com
222,222,"al itihad road, deira,  2668, p.o. box, dubai",united arab emirates,financial services,doll_3.7 b,commercial bank of dubai psc,"1,110",doll_1.1 b,971 4 2121000,www.cbd.ae
223,223,"8711 river crossing blvd, indianapolis, 46240",united states of america,construction,doll_18.6 b,duke realty corp,340,doll_1.1 b,1 317 8086000,www.dukerealty.com
224,224,"jsw centre, bandra kurla complex, bandra (east), mumbai, 400051",india,power,doll_5.3 b,jsw energy ltd,"1,603",doll_1.1 b,91 22 42861000,www.jsw.in/energy
225,225,"units 3302, the center, 99 queen's road central, hong kong",hong kong,pharmaceuticals and healthcare,doll_2.2 b,grand pharmaceutical group ltd,"9,649",doll_1.1 b,852 2 8663718,chinagrandpharm.com
226,226,"tekko bldg., 1-8-2, marunouchi, chiyoda-ku, tokyo, 100-8207",japan,metals and mining,doll_226.4 m,toho zinc co ltd,"1,051",doll_1.1 b,81362121711,www.toho-zinc.co.jp
227,227,"avenida manuel j. clouthier no. 402, colonia jardines de campestre, leon, 37128",mexico,financial services,doll_4.3 b,banco del bajio sa,,doll_1.1 b,52 477 7104699,www.bb.com.mx
228,228,"2500 columbia ave, lancaster, pennsylvania, 17603",united states of america,construction,doll_3.4 b,armstrong world industries inc,"2,960",doll_1.1 b,1 717 3970611,www.armstrong.com
229,229,"20th km, hosur road, electronics city, bangalore, 560100",india,pharmaceuticals and healthcare,doll_3.6 b,biocon ltd,"3,203",doll_1.1 b,91 80 28082808,www.biocon.com
230,230,"ibl house caudan waterfront, port louis",mauritius,financial services,doll_762.7 m,ibl ltd,"24,404",doll_1.1 b,230 203 2000,www.iblgroup.com
231,231,"3-7, odori-nishi, chuo-ku, sapporo-shi, hokkaido, 060-0042",japan,financial services,doll_831.6 m,north pacific bank ltd,"2,976",doll_1.1 b,81 11 2611311,www.hokuyobank.co.jp
232,232,"1 rayonier way, jacksonville, florida, 32097",united states of america,construction,doll_5.0 b,rayonier inc,406,doll_1.1 b,1 904 3579100,www.rayonier.com
233,233,"no. 30, ta cheng street, neighborhood 9, yuchuan li, datong district, taipei, 103",taiwan,financial services,doll_3.6 b,taiwan business bank co ltd,"5,617",doll_1.1 b,886 2 25597171,www.tbb.com.tw
234,234,"gate 4, godrej & boyce complex, pirojshanagar, vikroli(w), mumbai, 400079",india,technology and communications,doll_4.0 b,wns (holdings) ltd,"52,081",doll_1.1 b,91 22 40812882,www.wns.com/about-wns
235,235,"tamachi station tower n, msb tamachi, 3-1-1, shibaura, minato-ku, tokyo, 108-0023",japan,technology and communications,doll_533.6 m,sato holdings corp,"5,656",doll_1.1 b,81 3 66282400,www.sato.co.jp
236,236,"2f, no.531, chung cheng road, hsin-tien district, new taipei, 231",taiwan,technology and communications,doll_268.9 m,"senao international co., ltd.","3,752",doll_1.1 b,886 2 22183588,www.senao.com.tw
237,237,"the pivot no 1 monte casino boulavard, block c 4th floor fourways, johannesburg, 2021",south africa,metals and mining,doll_2.8 b,royal bafokeng platinum ltd,"11,158",doll_1.1 b,27 11 5308040,www.bafokengplatinum.co.za
238,238,"7th floor,centerpoint building, ortigas business center, metro manila, julia vargas corner garnet street, pasig, 1605",philippines,consumer packaged goods,doll_1.6 b,century pacific food inc,"18,753",doll_1.1 b,63 2 86338555,centurypacific.com.ph
239,239,"karenslyst alle 53, oslo, 0279",norway,paper and packaging,doll_655.7 m,elopak as,"2,600",doll_1.1 b,47 31 271000,www.elopak.com
240,240,"2121 rdu center drive, suite 300, morrisville, north carolina, 27560",united states of america,technology and communications,doll_2.5 b,extreme networks inc,"2,643",doll_1.1 b,1 408 5792800,www.extremenetworks.com
241,241,"2200 west airfield drive, p.o. box 619810, dallas fort worth airport, texas, 75261-9810",united states of america,media,doll_696.7 m,thryv holdings inc,"2,630",doll_1.1 b,1 972 4537000,www.thryv.com
242,242,"5301 hollister street, houston, texas, 77040",united states of america,industrial goods and machinery,doll_550.7 m,dxp enterprises inc,"2,490",doll_1.1 b,1 713 9964700,www.dxpe.com
