_id,ltable_id,rtable_id,ltable_name,ltable_country,ltable_revenue_2022,ltable_profit,ltable_assets,ltable_market_value,rtable_name,rtable_country,rtable_revenue_2022,rtable_profit,rtable_assets,rtable_market_value
167,819,189,phoenix group holdings,united kingdom,doll_33.53 b,,,doll_7.93 b,poly developments & holdings group,china,doll_42.94 b,doll_4.25 b,doll_219.65 b,doll_32.81 b
168,829,189,zhongsheng group holdings,china,doll_27.15 b,,,doll_16.05 b,poly developments & holdings group,china,doll_42.94 b,doll_4.25 b,doll_219.65 b,doll_32.81 b
169,894,189,cimb group holdings,malaysia,doll_5.66 b,,,doll_12.22 b,poly developments & holdings group,china,doll_42.94 b,doll_4.25 b,doll_219.65 b,doll_32.81 b
170,982,189,agile group holdings,china,doll_11.52 b,,,doll_1.85 b,poly developments & holdings group,china,doll_42.94 b,doll_4.25 b,doll_219.65 b,doll_32.81 b
171,190,190,micron technology,united states,doll_31.17 b,,,doll_77.51 b,micron technology,united states,doll_31.17 b,doll_9.02 b,doll_63.7 b,doll_77.51 b
172,192,192,fubon financial,taiwan,doll_33.23 b,,,doll_30.63 b,fubon financial,taiwan,doll_33.23 b,doll_5.18 b,doll_378.81 b,doll_30.63 b
173,193,193,china telecom,china,doll_68.15 b,,,doll_35.23 b,china telecom,china,doll_68.15 b,doll_4.02 b,doll_121.1 b,doll_35.23 b
174,194,194,hca healthcare,united states,doll_59.72 b,,,doll_63.62 b,hca healthcare,united states,doll_59.72 b,doll_6.81 b,doll_52.21 b,doll_63.62 b
175,197,197,china vanke,china,doll_71.42 b,,,doll_27.92 b,china vanke,china,doll_71.42 b,doll_3.5 b,doll_304.19 b,doll_27.92 b
176,198,198,nab - national australia bank,australia,doll_15.76 b,,,doll_77.24 b,nab - national australia bank,australia,doll_15.76 b,doll_4.78 b,doll_669.03 b,doll_77.24 b
177,251,198,qatar national bank,qatar,doll_14.2 b,,,doll_59.09 b,nab - national australia bank,australia,doll_15.76 b,doll_4.78 b,doll_669.03 b,doll_77.24 b
178,326,198,the saudi national bank,saudi arabia,doll_8.63 b,,,doll_86.46 b,nab - national australia bank,australia,doll_15.76 b,doll_4.78 b,doll_669.03 b,doll_77.24 b
179,433,198,national bank of canada,canada,doll_9 b,,,doll_24.82 b,nab - national australia bank,australia,doll_15.76 b,doll_4.78 b,doll_669.03 b,doll_77.24 b
180,733,198,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,nab - national australia bank,australia,doll_15.76 b,doll_4.78 b,doll_669.03 b,doll_77.24 b
181,199,199,cathay financial,taiwan,doll_34.46 b,,,doll_28.9 b,cathay financial,taiwan,doll_34.46 b,doll_4.99 b,doll_418.7 b,doll_28.9 b
182,203,203,saic motor,china,doll_121.42 b,,,doll_28.87 b,saic motor,china,doll_121.42 b,doll_3.71 b,doll_133.97 b,doll_28.87 b
183,204,204,icici bank,india,doll_21.89 b,,,doll_67.9 b,icici bank,india,doll_21.89 b,doll_3.01 b,doll_226.39 b,doll_67.9 b
184,4,205,china construction bank,china,doll_202.07 b,,,doll_181.32 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
185,7,205,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
186,12,205,bank of china,china,doll_152.43 b,,,doll_117.83 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
187,23,205,china merchants bank,china,doll_71.07 b,,,doll_167.32 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
188,29,205,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
189,147,205,china citic bank,china,doll_56.99 b,,,doll_25.26 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
190,205,205,china everbright bank,china,doll_42.38 b,,,doll_20.11 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
191,238,205,china minsheng bank,china,doll_50.08 b,,,doll_16.74 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
192,558,205,china zheshang bank,china,doll_15.99 b,,,doll_9 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
193,782,205,china bohai bank,china,doll_10.56 b,,,doll_3.01 b,china everbright bank,china,doll_42.38 b,doll_6.72 b,doll_926.05 b,doll_20.11 b
194,206,206,gilead sciences,united states,doll_27.37 b,,,doll_78.17 b,gilead sciences,united states,doll_27.37 b,doll_6.22 b,doll_67.95 b,doll_78.17 b
195,70,207,china life insurance,china,doll_130.5 b,,,doll_43.02 b,china pacific insurance,china,doll_68.07 b,doll_4.16 b,doll_300.52 b,doll_22.69 b
196,207,207,china pacific insurance,china,doll_68.07 b,,,doll_22.69 b,china pacific insurance,china,doll_68.07 b,doll_4.16 b,doll_300.52 b,doll_22.69 b
197,476,207,new china life insurance,china,doll_34.44 b,,,doll_8.91 b,china pacific insurance,china,doll_68.07 b,doll_4.16 b,doll_300.52 b,doll_22.69 b
198,669,207,china taiping insurance,hong kong,doll_40.91 b,,,doll_4.36 b,china pacific insurance,china,doll_68.07 b,doll_4.16 b,doll_300.52 b,doll_22.69 b
199,210,210,union pacific,united states,doll_22.66 b,,,doll_147.23 b,union pacific,united states,doll_22.66 b,doll_6.81 b,doll_64.05 b,doll_147.23 b
200,70,211,china life insurance,china,doll_130.5 b,,,doll_43.02 b,dai-ichi life insurance,japan,doll_66.73 b,doll_4.47 b,doll_571.45 b,doll_19.9 b
201,211,211,dai-ichi life insurance,japan,doll_66.73 b,,,doll_19.9 b,dai-ichi life insurance,japan,doll_66.73 b,doll_4.47 b,doll_571.45 b,doll_19.9 b
202,476,211,new china life insurance,china,doll_34.44 b,,,doll_8.91 b,dai-ichi life insurance,japan,doll_66.73 b,doll_4.47 b,doll_571.45 b,doll_19.9 b
203,532,211,samsung life insurance,south korea,doll_25.44 b,,,doll_9.59 b,dai-ichi life insurance,japan,doll_66.73 b,doll_4.47 b,doll_571.45 b,doll_19.9 b
204,213,213,takeda pharmaceutical,japan,doll_31.55 b,,,doll_45.32 b,takeda pharmaceutical,japan,doll_31.55 b,doll_3.99 b,doll_110.27 b,doll_45.32 b
205,214,214,philip morris international,united states,doll_31.51 b,,,doll_159.18 b,philip morris international,united states,doll_31.51 b,doll_9 b,doll_41.73 b,doll_159.18 b
206,216,216,china resources land,hong kong,doll_33.61 b,,,doll_32.45 b,china resources land,hong kong,doll_33.61 b,doll_5.03 b,doll_149.03 b,doll_32.45 b
207,217,217,oversea-chinese banking,singapore,doll_22.89 b,,,doll_39.71 b,oversea-chinese banking,singapore,doll_22.89 b,doll_3.62 b,doll_402.17 b,doll_39.71 b
208,218,218,midea group,china,doll_50.6 b,,,doll_60.55 b,midea group,china,doll_50.6 b,doll_4.4 b,doll_58.24 b,doll_60.55 b
209,220,220,eli lilly,united states,doll_28.32 b,,,doll_265.45 b,eli lilly,united states,doll_28.32 b,doll_5.58 b,doll_48.81 b,doll_265.45 b
210,221,221,mondelez international,united states,doll_28.72 b,,,doll_89.98 b,mondelez international,united states,doll_28.72 b,doll_4.3 b,doll_67.09 b,doll_89.98 b
211,223,223,general electric,canada,doll_74.08 b,,,doll_98.13 b,general electric,canada,doll_74.08 b,doll_1.17 b,doll_198.87 b,doll_98.13 b
212,225,225,schneider electric,france,doll_34.16 b,,,doll_85.36 b,schneider electric,france,doll_34.16 b,doll_3.79 b,doll_62.03 b,doll_85.36 b
213,228,228,oil & natural gas,india,doll_66.28 b,,,doll_28.62 b,oil & natural gas,india,doll_66.28 b,doll_6 b,doll_75.51 b,doll_28.62 b
214,229,229,southern company,united states,doll_23.23 b,,,doll_80.48 b,southern company,united states,doll_23.23 b,doll_2.41 b,doll_127.53 b,doll_80.48 b
215,232,232,ck hutchison,hong kong,doll_36.13 b,,,doll_27.91 b,ck hutchison,hong kong,doll_36.13 b,doll_4.31 b,doll_155.65 b,doll_27.91 b
216,233,233,canadian natural resources,canada,doll_23.97 b,,,doll_74.27 b,canadian natural resources,canada,doll_23.97 b,doll_6.11 b,doll_60.69 b,doll_74.27 b
217,391,233,pioneer natural resources,united states,doll_17.87 b,,,doll_57.38 b,canadian natural resources,canada,doll_23.97 b,doll_6.11 b,doll_60.69 b,doll_74.27 b
218,234,234,sun life financial,canada,doll_29.82 b,,,doll_30.71 b,sun life financial,canada,doll_29.82 b,doll_3.22 b,doll_270.5 b,doll_30.71 b
219,235,235,northrop grumman,united states,doll_35.67 b,,,doll_69.84 b,northrop grumman,united states,doll_35.67 b,doll_7 b,doll_42.58 b,doll_69.84 b
220,236,236,archer daniels midland,united states,doll_85.26 b,,,doll_51.85 b,archer daniels midland,united states,doll_85.26 b,doll_2.71 b,doll_56.14 b,doll_51.85 b
221,237,237,marathon petroleum,united states,doll_119.78 b,,,doll_48.64 b,marathon petroleum,united states,doll_119.78 b,doll_1.72 b,doll_85.37 b,doll_48.64 b
222,239,239,legal & general group,united kingdom,doll_62.51 b,,,doll_19.63 b,legal & general group,united kingdom,doll_62.51 b,doll_2.79 b,doll_779.43 b,doll_19.63 b
223,189,242,poly developments & holdings group,china,doll_42.94 b,,,doll_32.81 b,longfor group holdings,china,doll_34.8 b,doll_3.7 b,doll_137.39 b,doll_30.05 b
224,242,242,longfor group holdings,china,doll_34.8 b,,,doll_30.05 b,longfor group holdings,china,doll_34.8 b,doll_3.7 b,doll_137.39 b,doll_30.05 b
225,415,242,greenland holdings group,china,doll_84.53 b,,,doll_9.36 b,longfor group holdings,china,doll_34.8 b,doll_3.7 b,doll_137.39 b,doll_30.05 b
226,573,242,asahi group holdings,japan,doll_20.35 b,,,doll_17.94 b,longfor group holdings,china,doll_34.8 b,doll_3.7 b,doll_137.39 b,doll_30.05 b
227,795,242,cifi holdings group,china,doll_16.77 b,,,doll_4.19 b,longfor group holdings,china,doll_34.8 b,doll_3.7 b,doll_137.39 b,doll_30.05 b
228,819,242,phoenix group holdings,united kingdom,doll_33.53 b,,,doll_7.93 b,longfor group holdings,china,doll_34.8 b,doll_3.7 b,doll_137.39 b,doll_30.05 b
229,829,242,zhongsheng group holdings,china,doll_27.15 b,,,doll_16.05 b,longfor group holdings,china,doll_34.8 b,doll_3.7 b,doll_137.39 b,doll_30.05 b
230,894,242,cimb group holdings,malaysia,doll_5.66 b,,,doll_12.22 b,longfor group holdings,china,doll_34.8 b,doll_3.7 b,doll_137.39 b,doll_30.05 b
231,982,242,agile group holdings,china,doll_11.52 b,,,doll_1.85 b,longfor group holdings,china,doll_34.8 b,doll_3.7 b,doll_137.39 b,doll_30.05 b
232,244,244,cosco shipping,china,doll_51.77 b,,,doll_25.8 b,cosco shipping,china,doll_51.77 b,doll_13.85 b,doll_64.91 b,doll_25.8 b
233,4,245,china construction bank,china,doll_202.07 b,,,doll_181.32 b,china communications construction,china,doll_108.41 b,doll_3.03 b,doll_222.7 b,doll_19.1 b
234,104,245,china state construction engineering,china,doll_205.79 b,,,doll_36.91 b,china communications construction,china,doll_108.41 b,doll_3.03 b,doll_222.7 b,doll_19.1 b
235,245,245,china communications construction,china,doll_108.41 b,,,doll_19.1 b,china communications construction,china,doll_108.41 b,doll_3.03 b,doll_222.7 b,doll_19.1 b
236,372,245,china railway construction,china,doll_157.66 b,,,doll_8.69 b,china communications construction,china,doll_108.41 b,doll_3.03 b,doll_222.7 b,doll_19.1 b
237,380,245,power construction corporation of china,china,doll_70.28 b,,,doll_16.34 b,china communications construction,china,doll_108.41 b,doll_3.03 b,doll_222.7 b,doll_19.1 b
238,249,249,general dynamics,united states,doll_38.47 b,,,doll_66.42 b,general dynamics,united states,doll_38.47 b,doll_3.26 b,doll_50.07 b,doll_66.42 b
239,250,250,power corp of canada,canada,doll_57.93 b,,,doll_20.47 b,power corp of canada,canada,doll_57.93 b,doll_2.37 b,doll_507.06 b,doll_20.47 b
240,380,250,power construction corporation of china,china,doll_70.28 b,,,doll_16.34 b,power corp of canada,canada,doll_57.93 b,doll_2.37 b,doll_507.06 b,doll_20.47 b
241,433,250,national bank of canada,canada,doll_9 b,,,doll_24.82 b,power corp of canada,canada,doll_57.93 b,doll_2.37 b,doll_507.06 b,doll_20.47 b
242,617,250,metallurgical corp of china,china,doll_77.3 b,,,doll_5.15 b,power corp of canada,canada,doll_57.93 b,doll_2.37 b,doll_507.06 b,doll_20.47 b
243,821,250,power grid of india,india,doll_5.61 b,,,doll_20.57 b,power corp of canada,canada,doll_57.93 b,doll_2.37 b,doll_507.06 b,doll_20.47 b
244,852,250,aluminum corp of china,china,doll_41.84 b,,,doll_9.13 b,power corp of canada,canada,doll_57.93 b,doll_2.37 b,doll_507.06 b,doll_20.47 b
245,198,251,nab - national australia bank,australia,doll_15.76 b,,,doll_77.24 b,qatar national bank,qatar,doll_14.2 b,doll_3.44 b,doll_304.38 b,doll_59.09 b
246,251,251,qatar national bank,qatar,doll_14.2 b,,,doll_59.09 b,qatar national bank,qatar,doll_14.2 b,doll_3.44 b,doll_304.38 b,doll_59.09 b
247,326,251,the saudi national bank,saudi arabia,doll_8.63 b,,,doll_86.46 b,qatar national bank,qatar,doll_14.2 b,doll_3.44 b,doll_304.38 b,doll_59.09 b
248,433,251,national bank of canada,canada,doll_9 b,,,doll_24.82 b,qatar national bank,qatar,doll_14.2 b,doll_3.44 b,doll_304.38 b,doll_59.09 b
249,733,251,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,qatar national bank,qatar,doll_14.2 b,doll_3.44 b,doll_304.38 b,doll_59.09 b
250,963,251,qatar islamic bank,qatar,doll_1.82 b,,,doll_16.4 b,qatar national bank,qatar,doll_14.2 b,doll_3.44 b,doll_304.38 b,doll_59.09 b
251,254,254,country garden holdings,china,doll_81.13 b,,,doll_15.65 b,country garden holdings,china,doll_81.13 b,doll_4.15 b,doll_305.7 b,doll_15.65 b
252,255,255,nextera energy,united states,doll_23.74 b,,,doll_145.27 b,nextera energy,united states,doll_23.74 b,doll_1.46 b,doll_144.94 b,doll_145.27 b
253,256,256,kb financial group,south korea,doll_33.86 b,,,doll_19.29 b,kb financial group,south korea,doll_33.86 b,doll_3.79 b,doll_560.38 b,doll_19.29 b
254,278,256,shinhan financial group,south korea,doll_29.27 b,,,doll_18.17 b,kb financial group,south korea,doll_33.86 b,doll_3.79 b,doll_560.38 b,doll_19.29 b
255,440,256,principal financial group,united states,doll_14.26 b,,,doll_18.25 b,kb financial group,south korea,doll_33.86 b,doll_3.79 b,doll_560.38 b,doll_19.29 b
256,482,256,hana financial group,south korea,doll_13.75 b,,,doll_11.47 b,kb financial group,south korea,doll_33.86 b,doll_3.79 b,doll_560.38 b,doll_19.29 b
257,562,256,svb financial group,united states,doll_6.08 b,,,doll_31.82 b,kb financial group,south korea,doll_33.86 b,doll_3.79 b,doll_560.38 b,doll_19.29 b
258,571,256,citizens financial group,united states,doll_6.88 b,,,doll_20.76 b,kb financial group,south korea,doll_33.86 b,doll_3.79 b,doll_560.38 b,doll_19.29 b
259,594,256,woori financial group,south korea,doll_11.47 b,,,doll_9.51 b,kb financial group,south korea,doll_33.86 b,doll_3.79 b,doll_560.38 b,doll_19.29 b
260,257,257,china railway group,china,doll_166.46 b,,,doll_15.36 b,china railway group,china,doll_166.46 b,doll_3.95 b,doll_213.64 b,doll_15.36 b
261,372,257,china railway construction,china,doll_157.66 b,,,doll_8.69 b,china railway group,china,doll_166.46 b,doll_3.95 b,doll_213.64 b,doll_15.36 b
262,463,257,china evergrande group,china,doll_70.4 b,,,doll_2.78 b,china railway group,china,doll_166.46 b,doll_3.95 b,doll_213.64 b,doll_15.36 b
263,655,257,china hongqiao group,china,doll_17.76 b,,,doll_12.76 b,china railway group,china,doll_166.46 b,doll_3.95 b,doll_213.64 b,doll_15.36 b
264,767,257,china reinsurance group,china,doll_25.39 b,,,doll_3.9 b,china railway group,china,doll_166.46 b,doll_3.95 b,doll_213.64 b,doll_15.36 b
265,259,259,nordea bank,finland,doll_13.56 b,,,doll_40.26 b,nordea bank,finland,doll_13.56 b,doll_4.5 b,doll_648.83 b,doll_40.26 b
266,260,260,seven & i holdings,japan,doll_78.47 b,,,doll_39.19 b,seven & i holdings,japan,doll_78.47 b,doll_1.89 b,doll_75.88 b,doll_39.19 b
267,261,261,suncor energy,canada,doll_31.21 b,,,doll_46.27 b,suncor energy,canada,doll_31.21 b,doll_3.29 b,doll_66.29 b,doll_46.27 b
268,263,263,air liquide,france,doll_27.58 b,,,doll_81.85 b,air liquide,france,doll_27.58 b,doll_3.04 b,doll_53.2 b,doll_81.85 b
269,7,265,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
270,8,265,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
271,12,265,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
272,29,265,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
273,61,265,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
274,88,265,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
275,105,265,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
276,116,265,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
277,265,265,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
278,294,265,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
279,353,265,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
280,355,265,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
281,389,265,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
282,423,265,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
283,433,265,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
284,644,265,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
285,731,265,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
286,733,265,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
287,866,265,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
288,949,265,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
289,953,265,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
290,999,265,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of new york mellon,united states,doll_16.09 b,doll_3.6 b,doll_473.81 b,doll_35.68 b
291,267,267,banco do brasil,brazil,doll_29.54 b,,,doll_20.7 b,banco do brasil,brazil,doll_29.54 b,doll_3.4 b,doll_362.53 b,doll_20.7 b
292,274,274,volvo group,sweden,doll_43.36 b,,,doll_34.7 b,volvo group,sweden,doll_43.36 b,doll_3.82 b,doll_57.79 b,doll_34.7 b
293,275,275,occidental petroleum,united states,doll_25.96 b,,,doll_53.05 b,occidental petroleum,united states,doll_25.96 b,doll_2.31 b,doll_78.47 b,doll_53.05 b
294,276,276,national grid,united kingdom,doll_20.77 b,,,doll_54.88 b,national grid,united kingdom,doll_20.77 b,doll_2.07 b,doll_119.92 b,doll_54.88 b
295,256,278,kb financial group,south korea,doll_33.86 b,,,doll_19.29 b,shinhan financial group,south korea,doll_29.27 b,doll_3.57 b,doll_545.24 b,doll_18.17 b
296,278,278,shinhan financial group,south korea,doll_29.27 b,,,doll_18.17 b,shinhan financial group,south korea,doll_29.27 b,doll_3.57 b,doll_545.24 b,doll_18.17 b
297,440,278,principal financial group,united states,doll_14.26 b,,,doll_18.25 b,shinhan financial group,south korea,doll_29.27 b,doll_3.57 b,doll_545.24 b,doll_18.17 b
298,482,278,hana financial group,south korea,doll_13.75 b,,,doll_11.47 b,shinhan financial group,south korea,doll_29.27 b,doll_3.57 b,doll_545.24 b,doll_18.17 b
