name,market_capitalization_USD,price,country
The Saudi British Bank,21470000000,10,S. Arabia
Principal,21390000000,87,USA
Unicharm,21370000000,36,Japan
Société Générale,21340000000,27,France
Epiroc,21260000000,19,Sweden
JSW Steel,21260000000,9,India
UDR Apartments,21120000000,39,USA
Adani Ports & SEZ,21100000000,10,India
Tesco,21090000000,3,UK
Huntington Bancshares,21060000000,15,USA
EDP Renováveis,21060000000,21,Spain
SSE,21050000000,19,UK
Endesa,20950000000,20,Spain
Regions Financial,20920000000,22,USA
Ansys,20850000000,239,USA
Schindler Group,20850000000,190,Switzerland
China Minsheng Bank,20840000000,1,China
Southwest Airlines,20820000000,35,USA
Argenx,20790000000,376,Netherlands
The Trade Desk,20700000000,42,USA
East Japan Railway,20680000000,55,Japan
FirstRand,20650000000,4,South Africa
Ericsson,20620000000,6,Sweden
Shanghai Airport,20610000000,8,China
Cardinal Health,20610000000,79,USA
Svenska Handelsbanken,20590000000,10,Sweden
Mitsubishi Electric,20590000000,10,Japan
Citizens Financial Group,20500000000,42,USA
Vonovia,20500000000,26,Germany
PTT Exploration and Production,20490000000,5,Thailand
Li Auto,20420000000,21,China
Ares Management,20410000000,69,USA
Church & Dwight,20380000000,84,USA
Sany Heavy Industry,20360000000,2,China
Datadog,20360000000,64,USA
Air China,20350000000,2,China
Teck Resources,20330000000,39,Canada
CGI,20320000000,85,Canada
Zoom,20310000000,70,USA
Insulet,20300000000,292,USA
Grupo Bimbo,20280000000,5,Mexico
Extra Space Storage,20230000000,144,USA
Yankuang Energy (Yanzhou Coal Mining),20220000000,5,China
BioMarin Pharmaceutical,20200000000,109,USA
Terumo,20190000000,27,Japan
Aena,20170000000,135,Spain
Sumitomo,20110000000,16,Japan
Komatsu,20090000000,21,Japan
Xylem,20050000000,111,USA
BOE Technology,20050000000,1,China
NTT Data,20040000000,14,Japan
CRRC,20020000000,0,China
China Unicom,20010000000,1,Hong Kong
Fujifilm,19940000000,50,Japan
Shiseido,19880000000,50,Japan
Quanta Services,19880000000,139,USA
Ganfeng Lithium,19850000000,10,China
NTPC Limited,19850000000,2,India
EDP Group,19840000000,5,Portugal
Fortis,19840000000,41,Canada
Atlantia,19810000000,24,Italy
Ryanair,19790000000,87,Ireland
Northern Trust,19730000000,95,USA
W. R. Berkley,19720000000,74,USA
Wheaton Precious Metals,19700000000,43,Canada
Veolia,19650000000,28,France
Conagra Brands,19630000000,41,USA
Kakao,19600000000,45,S. Korea
UPM-Kymmene,19570000000,37,Finland
Dover,19560000000,139,USA
Carlsberg,19550000000,158,Denmark
Tenaris,19540000000,33,Luxembourg
Warner Music Group,19510000000,38,USA
Antofagasta,19430000000,20,UK
Kia,19350000000,48,S. Korea
Ferrovial,19310000000,27,Spain
Nexon,19310000000,22,Japan
Wilmar International,19310000000,3,Singapore
Swedbank,19250000000,17,Sweden
Copel,19210000000,7,Brazil
Panasonic,19180000000,8,Japan
ORIX,19160000000,81,Japan
Teledyne,19140000000,409,USA
Nippon Paint,19140000000,8,Japan
Waters Corporation,19140000000,322,USA
Steris,19140000000,192,Ireland
Hologic,19130000000,78,USA
Centrais Electricas Brasileiras,19120000000,8,Brazil
Coterra Energy,19120000000,24,USA
Ventas,19110000000,48,USA
China Railway Group,19090000000,1,China
Marubeni,19080000000,11,Japan
Banco do Brasil,19070000000,7,Brazil
Mahindra & Mahindra,19040000000,15,India
Kanzhun,18960000000,24,China
Pembina Pipeline,18950000000,34,Canada
China Tower,18930000000,0,China
Mengniu Dairy,18900000000,5,China
Z Holdings,18880000000,3,Japan
CenterPoint Energy,18870000000,30,USA
Essity,18870000000,26,Sweden
Garmin,18800000000,98,Switzerland
Nan Ya Plastics,18800000000,2,Taiwan
Mid-America Apartment Communities,18780000000,158,USA
Straumann,18780000000,118,Switzerland
Aker BP,18720000000,30,Norway
CMS Energy,18700000000,64,USA
HEICO,18700000000,158,USA
CP All,18690000000,2,Thailand
DoorDash,18630000000,48,USA
Markel,18610000000,1384,USA
ČEZ Group,18510000000,34,Czech Republic
CLP Group,18510000000,7,Hong Kong
H&M,18490000000,12,Sweden
NIO,18480000000,10,China
George Weston,18470000000,128,Canada
Wabtec,18460000000,102,USA
China Southern Airlines,18390000000,34,China
Celltrion,18380000000,128,S. Korea
Legal & General,18380000000,3,UK
Best Buy,18370000000,83,USA
Invitation Homes,18250000000,30,USA
Formosa Plastics,18240000000,3,Taiwan
J. B. Hunt,18220000000,176,USA
Hong Kong and China Gas,18220000000,1,Hong Kong
EPAM Systems,18210000000,317,USA
Amcor,18160000000,12,Switzerland
NIBE Industrier,18150000000,9,Sweden
Saudi Arabian Fertilizer Company,18120000000,38,S. Arabia
Sun Communities,18110000000,143,USA
Steel Dynamics,18020000000,103,USA
Incyte,17990000000,81,USA
Rollins,17990000000,37,USA
Darden Restaurants,17980000000,147,USA
SGS,17970000000,2400,Switzerland
"M3, Inc",17960000000,26,Japan
Icahn Enterprises,17870000000,53,USA
Tata Motors,17860000000,23,India
Clorox,17820000000,144,USA
United Microelectronics,17800000000,7,Taiwan
Magna International,17730000000,62,Canada
Kaō,17720000000,38,Japan
Quest Diagnostics,17720000000,156,USA
LPL Financial,17690000000,222,USA
AES,17650000000,26,USA
Molina Healthcare,17610000000,302,USA
Kyocera,17610000000,49,Japan
Tsingtao,17590000000,15,China
Powergrid Corporation of India,17580000000,3,India
Advanced Info Service (AIS),17580000000,6,Thailand
Geberit,17570000000,509,Switzerland
Take 2 Interactive,17570000000,105,USA
Omnicom,17550000000,86,USA
Wharf REIC,17540000000,6,Hong Kong
Dollarama,17540000000,61,Canada
POSCO,17540000000,58,S. Korea
Eisai,17520000000,61,Japan
IDEX,17500000000,232,USA
Danske Bank,17490000000,21,Denmark
Porsche SE,17480000000,58,Germany
Cathay Financial Holding,17480000000,1,Taiwan
KB Financial Group,17430000000,45,S. Korea
Alinma Bank,17350000000,9,S. Arabia
Roblox,17350000000,29,USA
Henderson Land Development,17340000000,4,Hong Kong
J.M. Smucker Company,17330000000,163,USA
Exor,17290000000,75,Netherlands
Cincinnati Financial,17240000000,110,USA
Monolithic Power Systems,17240000000,367,USA
Align Technology,17240000000,221,USA
Aeon,17220000000,20,Japan
Expeditors,17210000000,108,USA
West Pharmaceutical,17210000000,233,USA
Toyota Industries,17210000000,55,Japan
Paycom,17200000000,287,USA
Abiomed,17180000000,381,USA
Vantage Towers,17160000000,34,Germany
KeyCorp (KeyBank),17130000000,18,USA
Snam,17130000000,5,Italy
Tata Steel,17100000000,1,India
OMV,17090000000,51,Austria
Avangrid,17080000000,44,USA
Campbell Soup,17070000000,57,USA
Cooper Companies,17030000000,345,USA
Hindustan Zinc,17030000000,4,India
Ball Corporation,17030000000,54,USA
Brookfield Renewable Partners,16980000000,26,Bermuda
Fresenius,16970000000,30,Germany
Ubiquiti,16900000000,280,USA
Marathon Oil,16890000000,27,USA
PerkinElmer,16860000000,134,USA
ZTE,16800000000,4,China
Royalty Pharma,16800000000,38,UK
Fox Corporation,16780000000,30,USA
W. P. Carey,16760000000,81,USA
Howmet Aerospace,16730000000,40,USA
First Solar,16710000000,157,USA
Live Nation,16710000000,72,USA
Otsuka Holdings,16690000000,31,Japan
Nu Holdings,16680000000,4,Brazil
Brown & Brown,16660000000,59,USA
Mitsubishi Estate,16640000000,12,Japan
MS&AD Insurance,16620000000,31,Japan
PKN Orlen,16610000000,14,Poland
Associated British Foods,16610000000,21,UK
Mitsui Fudosan,16600000000,18,Japan
Pinterest,16580000000,24,USA
Shinhan Financial Group,16560000000,32,S. Korea
CF Industries,16560000000,84,USA
Targa Resources,16540000000,73,USA
Bolloré,16530000000,6,France
Guotai Junan Securities,16510000000,2,China
Swire Properties,16500000000,3,Hong Kong
Power Corporation of Canada,16490000000,25,Canada
Publicis Groupe,16470000000,65,France
Hai Di Lao Hot Pot,16440000000,3,China
Kubota,16410000000,14,Japan
ICON plc,16360000000,200,Ireland
Ems-Chemie,16340000000,699,Switzerland
Texas Pacific Land Trust,16300000000,2068,USA
Jacobs Engineering,16270000000,129,USA
Bank of Jiangsu,16250000000,1,China
Hydro One,16230000000,27,Canada
Bank of Nanjing,16170000000,2,China
Renesas Electronics,16170000000,9,Japan
Swedish Match,16160000000,11,Sweden
Spotify,16130000000,84,Sweden
Broadridge Financial Solutions,16130000000,137,USA
China Communications Construction,16120000000,1,China
Swiss Life,16080000000,533,Switzerland
Link REIT,16080000000,8,Hong Kong
Check Point Software,16070000000,128,Israel
Standard Bank Group,15990000000,10,South Africa
Coal India,15990000000,3,India
3i Group,15940000000,16,UK
HDFC Life,15920000000,7,India
The Mosaic Company,15910000000,47,USA
China Merchants Securities,15890000000,2,China
Chewy,15880000000,38,USA
Atmos Energy,15860000000,113,USA
Chongqing Changan,15830000000,2,China
FMC,15800000000,125,USA
Nippon Steel,15790000000,17,Japan
Tourmaline Oil,15750000000,47,Canada
SolarEdge,15750000000,282,Israel
Asahi Group,15720000000,31,Japan
Santos,15700000000,5,Australia
Rentokil Initial,15620000000,30,UK
Ajinomoto,15600000000,29,Japan
Hyundai Mobis,15600000000,168,S. Korea
Terna,15590000000,8,Italy
Pidilite,15530000000,31,India
Itaúsa,15520000000,2,Brazil
Suzuki Motor,15510000000,32,Japan
FICO,15480000000,602,USA
Tradeweb,15410000000,67,USA
FactSet,15400000000,404,USA
Symrise,15400000000,110,Germany
SBI Life Insurance,15380000000,15,India
Geely,15360000000,2,China
Tencent Music,15360000000,9,China
PChem (Petronas Chemicals Group),15360000000,2,Malaysia
Coca-Cola FEMSA,15350000000,68,Mexico
Huatai Securities,15330000000,17,China
NVR,15330000000,4797,USA
Skyworks Solutions,15280000000,95,USA
Swatch,15270000000,306,Switzerland
Aviva,15250000000,5,UK
Avery Dennison,15240000000,188,USA
Expedia Group,15240000000,94,USA
UCB,15230000000,79,Belgium
First Quantum Minerals,15210000000,22,Canada
Brookfield Infrastructure Partners,15210000000,33,Bermuda
China Merchants Shekou Industrial Zone,15200000000,2,China
Etsy,15150000000,121,USA
China Steel,15110000000,2,Taiwan
AerCap,15100000000,61,Ireland
Huaneng Power,15040000000,1,China
Formula One Group,15030000000,65,USA
Textron,15000000000,72,USA
Zscaler,14990000000,104,USA
BT Group,14980000000,2,UK
LKQ Corporation,14980000000,55,USA
Toshiba,14940000000,35,Japan
Prada,14910000000,6,Italy
Sonova,14900000000,244,Switzerland
Lasertec,14900000000,165,Japan
Coles Group,14870000000,11,Australia
Arca Continental,14870000000,9,Mexico
Snap,14870000000,9,USA
Fairfax Financial,14870000000,595,Canada
Blue Owl Capital,14870000000,11,USA
Evergy,14860000000,65,USA
Rocket Companies,14840000000,7,USA
Moncler,14810000000,55,Italy
Tryg,14780000000,23,Denmark
Synchrony,14770000000,33,USA
Iron Mountain,14730000000,51,USA
Daiwa House,14690000000,22,Japan
Viatris,14670000000,12,USA
Teleperformance,14650000000,247,France
WSP Global,14630000000,118,Canada
Philips,14620000000,16,Netherlands
Burlington Stores,14590000000,224,USA
SVB Financial Group,14520000000,246,USA
PTC,14490000000,123,USA
Rivian,14480000000,16,USA
JDE Peet's,14480000000,29,Netherlands
Bunge,14470000000,97,USA
Shaw Communications,14460000000,29,Canada
CTBC Financial Holding,14410000000,1,Taiwan
Shionogi,14390000000,48,Japan
Essex Property Trust,14390000000,215,USA
Norsk Hydro,14380000000,7,Norway
Healthpeak Properties,14370000000,27,USA
China Railway Construction,14360000000,1,China
Loews Corporation,14350000000,60,USA
Leidos,14340000000,105,USA
ASE Group,14340000000,7,Taiwan
Lamb Weston,14330000000,100,USA
Nitori Holdings,14320000000,127,Japan
Zhongsheng Group,14320000000,6,China
MGM Resorts,14280000000,37,USA
Sompo Holdings,14240000000,43,Japan
GAC (Guangzhou Automobile Group),14220000000,2,China
Teradyne,14210000000,91,USA
Franklin Resources,14190000000,28,USA
Astra International,14130000000,0,Indonesia
Bangkok Dusit Medical Services (BDMS),14130000000,1,Thailand
Zebra Technologies,14110000000,273,USA
Shimano,14080000000,155,Japan
Fortum,14070000000,16,Finland
Huazhu Hotels,14060000000,44,China
MFHC,14050000000,1,Taiwan
Royal Caribbean,14030000000,55,USA
Gen Digital,14000000000,22,USA
Jerónimo Martins,13980000000,22,Portugal
NetApp,13970000000,64,USA
ABN AMRO,13970000000,15,Netherlands
Aristocrat,13970000000,21,Australia
Erste Group Bank,13960000000,34,Austria
Volvo Car,13950000000,5,Sweden
Vedanta,13940000000,4,India
Shinkin Central Bank,13900000000,2073,Japan
Alliant Energy,13890000000,55,USA
Interpublic Group,13870000000,36,USA
Westlake Chemical,13820000000,108,USA
Siemens Energy,13810000000,19,Germany
United Airlines Holdings,13800000000,42,USA
Fleetcor,13800000000,187,USA
Eurofins Scientific,13800000000,70,Luxembourg
Sodexo,13790000000,94,France
Apache Corporation,13780000000,43,USA
Aéroports de Paris,13770000000,140,France
Everest Re,13760000000,351,BM
Almarai,13760000000,14,S. Arabia
Nomura Research Institute,13720000000,23,Japan
Indian Oil,13690000000,1,India
MTN Group,13660000000,8,South Africa
Splunk,13640000000,83,USA
B3,13630000000,2,Brazil
Booz Allen Hamilton,13600000000,103,USA
Formosa Chemicals & Fibre,13580000000,2,Taiwan
Avantor,13530000000,20,USA
Dassault Aviation,13500000000,161,France
Akamai,13490000000,86,USA
CK Infrastructure,13490000000,5,Hong Kong
Nordson,13470000000,236,USA
Bandai Namco,13460000000,61,Japan
SS&C Technologies,13450000000,53,USA
Novozymes,13420000000,49,Denmark
Inpex,13410000000,10,Japan
Grasim Industries,13400000000,20,India
Newcrest Mining,13380000000,15,Australia
Continental,13370000000,67,Germany
Grab Holdings,13360000000,3,Singapore
Telenor,13350000000,10,Norway
Kimco Realty,13310000000,22,USA
Poste Italiane,13310000000,10,Italy
Palantir,13310000000,6,USA
QBE Insurance,13300000000,9,Australia
Adani Power,13240000000,3,India
HubSpot,13210000000,272,USA
Enel Américas,13200000000,0,Chile
ASM International,13190000000,271,Netherlands
First Horizon National,13170000000,25,USA
Weichai Power,13150000000,1,China
Bank of Beijing,13150000000,1,China
Erie Indemnity,13120000000,251,USA
South32,13120000000,3,Australia
Power Financial,13110000000,14,Canada
Cloudflare,13110000000,40,USA
Cboe,13100000000,123,USA
Siemens Gamesa,13030000000,19,Spain
International Paper,13030000000,37,USA
Gaming and Leisure Properties,13020000000,51,USA
Jack Henry & Associates,13000000000,178,USA
Credit Suisse,12990000000,3,Switzerland
AspenTech,12980000000,201,USA
Chandra Asri Petrochemical,12970000000,0,Indonesia
Metro,12960000000,55,Canada
Edenred,12960000000,51,France
Corebridge Financial,12950000000,20,USA
Bio-Techne,12950000000,83,USA
Tyler Technologies,12940000000,311,USA
OBIC,12910000000,146,Japan
Liberty Media,12890000000,39,USA
Resona Holdings,12870000000,5,Japan
Banque Saudi Fransi,12870000000,11,S. Arabia
KPN,12850000000,3,Netherlands
China Eastern Airlines,12820000000,21,China
Equity LifeStyle Properties,12810000000,66,USA
Essential Utilities,12800000000,49,USA
Hansoh Pharma,12790000000,2,China
Arab National Bank,12770000000,9,S. Arabia
Britannia Industries,12710000000,53,India
Trimble,12700000000,52,USA
Toyota Tsusho,12680000000,36,Japan
Mitsubishi Heavy Industries,12650000000,38,Japan
Capitec Bank,12650000000,109,South Africa
Celanese,12640000000,117,USA
Snap-on,12610000000,237,USA
Sunny Optical,12600000000,11,China
Carrefour,12580000000,17,France
United Therapeutics,12580000000,276,USA
Julius Bär,12580000000,60,Switzerland
Delivery Hero,12560000000,48,Germany
Suzano,12550000000,10,Brazil
American Homes 4 Rent,12530000000,31,USA
Nissan,12520000000,3,Japan
Commerzbank,12520000000,10,Germany
Ambuja Cements,12510000000,6,India
Smith & Nephew,12500000000,29,UK
Hindalco Industries,12500000000,6,India
Bajaj Auto,12500000000,44,India
Bank Leumi,12480000000,8,Israel
Grupo Elektra,12480000000,56,Mexico
New China Life Insurance,12480000000,5,China
Paramount Global,12480000000,19,USA
Siemens India,12470000000,35,India
Carlisle Companies,12440000000,237,USA
BDO Unibank,12410000000,24,Philippines
Liberty Broadband,12410000000,84,USA
Bio-Rad Laboratories,12390000000,419,USA
Sumitomo Mitsui Trust Holdings,12390000000,34,Japan
Brookfield Asset Management,12360000000,30,Canada
Siam Cement,12350000000,10,Thailand
Tenaga Nasional,12320000000,8,Malaysia
Uni-President Enterprises,12320000000,2,Taiwan
bioMérieux,12310000000,102,France
POOLCORP,12310000000,315,USA
IHH Healthcare,12300000000,1,Malaysia
Bank of Shanghai,12300000000,1,China
Hubbell,12290000000,229,USA
Thai Beverage,12270000000,0,Thailand
Yonyou,12240000000,4,China
Amundi,12240000000,60,France
EQT Corporation,12230000000,33,USA
Packaging Corporation of America,12230000000,132,USA
Acciona Energías Renovables,12230000000,37,Spain
Talanx,12210000000,48,Germany
Reliance Steel & Aluminum,12210000000,208,USA
Singapore Airlines,12210000000,4,Singapore
TDK,12210000000,32,Japan
Bank Hapoalim,12200000000,9,Israel
Axon Enterprise,12160000000,171,USA
MTU Aero Engines,12160000000,228,Germany
Telefonica Brasil,12150000000,7,Brazil
Hua Xia Bank,12140000000,1,China
Camden Property Trust,12140000000,114,USA
Domino's Pizza,12120000000,343,USA
Bureau Veritas,12110000000,27,France
Sysmex,12100000000,58,Japan
Teleflex,12090000000,258,USA
Brookfield Property Partners,12060000000,18,Bermuda
NICE,12040000000,188,Israel
Alfa Laval,12020000000,29,Sweden
American Financial Group,12010000000,141,USA
Globe Life,12000000000,123,USA
Taiwan Cooperative Financial,11990000000,1,Taiwan
Stanley Black & Decker,11990000000,81,USA
Carnival,11960000000,9,USA
Secom,11940000000,55,Japan
Ovintiv,11930000000,48,USA
Rede D'Or Sao Luiz,11920000000,5,Brazil
Polestar,11910000000,6,Sweden
AkzoNobel,11870000000,69,Netherlands
HeidelbergCement,11860000000,61,Germany
Dabur,11860000000,7,India
Vodacom,11860000000,7,South Africa
Kirin Holdings,11850000000,15,Japan
Campari,11830000000,10,Italy
Amerco,11820000000,60,USA
Match Group,11820000000,42,USA
CNA Financial,11820000000,44,USA
Neurocrine Biosciences,11820000000,123,USA
MarketAxess,11810000000,314,USA
NN Group,11810000000,41,Netherlands
Western Digital,11800000000,37,USA
TransUnion,11790000000,61,USA
Advantest,11780000000,64,Japan
Carl Zeiss Meditec,11770000000,130,Germany
MongoDB,11760000000,170,USA
Chesapeake Energy,11760000000,88,USA
kyowa Kirin,11750000000,22,Japan
Subaru,11740000000,15,Japan
Hainan Airlines,11730000000,0,China
The Toro Company,11730000000,113,USA
