,name,valuation,dateJoined,country,city,industry,investors,founded,stage,totalRaised
735,Black Sesame Technologies,$2B,9/22/2021,China,Shanghai,Artificial intelligence,"Northern Light Venture Capital, Xiaomi, FutureX Capital",2016,Private Equity,$615M
736,Mynt,$2B,11/1/2021,Philippines,Taguig City,Fintech,"Insight Partners, Warburg Pincus, Ayala Corporation",2015,Private Equity - II,$475M
737,SmartNews,$2B,8/5/2019,Japan,Tokyo,Mobile & telecommunications,"Japan Post Capital, Globis Capital Partners, Atomico",2012,Series F,$409.6M
738,Apeel Sciences,$2B,5/26/2020,United States,Goleta,Other,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",2012,Series E,$640M
739,MURAL,$2B,7/20/2021,United States,San Francisco,Internet software & services,"Insight Partners, Tiger Global Management, Gradient Ventures",2022,Seed VC,$5.6M
740,Opay,$2B,8/23/2021,Nigeria,Lagos,Fintech,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",2018,Series C,$570M
741,OCSiAl,$2B,3/4/2019,Luxembourg,Leudelange,Other,"A&NN, Rusnano",2012,Corporate Minority,$5M
742,XtalPi,$2B,8/11/2021,China,Shenzhen,Artificial intelligence,"Tencent Holdings, 5Y Capital, Sequoia Capital China",2014,Series D,$783.81M
743,Loggi,$2B,6/5/2019,Brazil,Sao Paulo,"Supply chain, logistics, & delivery","Qualcomm Ventures, SoftBank Group. Monashees+",2013,Series F,$489.32M
744,Aviatrix,$2B,9/8/2021,United States,Santa Clara,Internet software & services,"Ignition Partners, Formation 8, CRV",2014,Series E,$340M
745,Divvy Homes,$2B,8/13/2021,United States,San Francisco,Fintech,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",2017,Debt - II,$1.127B
746,Iterable,$2B,6/15/2021,United States,San Francisco,Internet software & services,"CRV, Blue Cloud Ventures, Index Ventures",2013,Series E,$342.4M
747,Beisen,$2B,5/11/2021,China,Beijing,Internet software & services,"Matrix Partners China, Sequoia Capital China, Genesis Capital",2002,Series F,$421.18M
748,Pipe,$2B,5/19/2021,United States,Miami,Fintech,"next47, MaC Venture Capital, FinVC",2019,Debt,$378.12M
749,Bunq,$2B,6/18/2021,Netherlands,Amsterdam,Fintech,Undisclosed,2013,Series A,$228M
750,PayFit,$2.1B,1/6/2022,United Kingdom,London,Fintech,"Accel, frst, Kima Ventures",2016,Series E,$497.24M
751,Clip,$2B,6/10/2021,Mexico,Mexico City,Fintech,"Alta Ventures Mexico, General Atlantic, SoftBank Group",2012,Line of Credit,$447.36M
752,Kajabi,$2B,5/4/2021,United States,Irvine,Internet software & services,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",2010,Private Equity,$550M
753,KRY,$2B,4/27/2021,Sweden,Stockholm,Health,"Index Ventures, Creandum, Accel",2014,Series D - III,$730.99M
754,Earnix,$2B,2/21/2021,Israel,Giv'atayim,Fintech,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",2001,Series D,$98.5M
755,Clearco,$2B,4/20/2021,Canada,Toronto,Fintech,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",2015,Series C - II,$935.01M
756,ISN,$2B,12/17/2020,United States,Dallas,"Supply chain, logistics, & delivery",Blackstone,2001,Private Equity,None
757,Virta Health,$2B,12/2/2020,United States,San Francisco,Health,"Caffeinated Capital, Obvious Ventures, Venrock",2015,Series E,$376.5M
758,Xingyun Group,$2B,9/24/2020,China,Shenzhen,E-commerce & direct-to-consumer,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",2015,Series C - II,$953.5M
759,Druva,$2B,6/20/2019,United States,Sunnyvale,Data management & analytics,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",2007,Series H,$475M
760,Ethos,$2.7B,5/11/2021,United States,San Francisco,Fintech,"Sequoia Capital, Google Ventures, Accel",None,None,None
761,Guoquan Shihui,$2B,3/17/2021,China,Shanghai,Consumer & retail,"Tiantu Capital, CMB International Capital, Vision Knight Capital",2017,Series D - II,$423.44M
762,Keep,$2B,5/19/2020,China,Beijing,Internet software & services,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",2014,Series F,$614.49M
763,Hive,$2B,4/21/2021,United States,San Francisco,Artificial intelligence,"Tomales Bay Capital, Bain & Company, General Catalyst",2013,Series D,$85M
764,Redis Labs,$2B,8/25/2020,United States,Mountain View,Data management & analytics,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",2011,Series G,$355M
765,AppsFlyer,$2B,1/21/2020,United States,San Francisco,Mobile & telecommunications,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",2011,Series D - II,$303.1M
766,Unqork,$2B,10/6/2020,United States,New York,Fintech,"Blackrock, capitalG, World Lab Innovation",2017,Series C,$367.17M
767,Kujiale,$2B,10/25/2019,China,Hangzhou,Internet software & services,"GGV Capital, IDG Capital, Linear Venture",2011,Series E,$312M
768,Mafengwo,$2B,5/23/2019,China,Beijing,Travel,"Qiming Venture Partners, Capital Today, General Atlantic",2010,Series E,$488M
769,4Paradigm,$2B,12/19/2018,China,Beijing,Artificial intelligence,"Sequoia Capital China, China Construction Bank, Bank of China",2015,Series D - II,$930M
770,Quora,$2B,4/21/2017,United States,Mountain View,Internet software & services,"Y Combinator, Matrix Partners, Benchmark",2009,Series D - II,$286M
771,BlaBlaCar,$2B,9/16/2015,France,Paris,Auto & transportation,"Accel Partners, Index Ventures, Insight Venture Partners",2006,Unattributed,$579.3M
772,Tubatu.com,$2B,3/9/2015,China,Shenzhen,E-commerce & direct-to-consumer,"Sequoia Capital China, Matrix Partners China, 58.com",None,Series C,$216.48M
773,Preferred Networks,$2B,5/17/2018,Japan,Tokyo,Artificial intelligence,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",2014,Corporate Minority - VII,$152.19M
774,Kaseya,$2B,3/27/2019,United States,Miami,Cybersecurity,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",2000,Unattributed VC - III,$681.65M
775,Avant,$2B,12/17/2012,United States,Chicago,Artificial intelligence,"RRE Ventures, Tiger Global, August Capital",2012,Debt - IV,$2.23B
776,Calm,$2B,2/6/2019,United States,San Francisco,Internet software & services,"Insight Venture Partners, TPG Growth, Sound Ventures",2012,Series C,$217.98M
777,HuiMin,$2B,9/5/2016,China,Beijing,E-commerce & direct-to-consumer,"Zheshang Venture Capital, GP Capital, Western Capital Management",2013,Series C,$519.63M
778,Mysten Labs,$2B,9/8/2022,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Coinbase Ventures, Circle Ventures",2021,Series B,$336M
779,Drata,$2B,11/8/2021,United States,San Diego,Cybersecurity,"Cowboy Ventures, Leaders Fund, GGV Capital",2020,Series C,$328.2M
780,GO1,$2B,7/19/2021,Australia,Brisbane,Internet software & services,"Y Combinator, M12, SEEK",2015,Series E,$373.25M
781,Formlabs,$2B,8/1/2018,United States,Somerville,Hardware,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",2011,Series E,$261.25M
782,BeZero,$2B,11/14/2022,United Kingdom,London,Other,"Molten Ventures, Contrarian Ventures, Hitachi Ventures",2020,Series B,$72.47M
783,Jeeves,$2.1B,3/14/2022,United States,Orlando,Fintech,"Tencent Holdings, CRV, Clocktower Technology Ventures",2019,Series C,$370.66M
784,Trendy Group International,$2B,2/13/2012,Hong Kong,Kowloon,Consumer & retail,L Capital Partners,1999,Private Equity,$200M
785,Babel Finance,$2B,5/25/2022,Hong Kong,Hong Kong,Fintech,"Dragonfly Capital, BAI Capital, 10T Fund",2018,Loan,$168M
786,GrubMarket,$2B,9/14/2021,United States,San Francisco,E-commerce & direct-to-consumer,"GGV Capital, BlackRock, ACE & Company",2013,Series F,$516.06M
787,Forto,$2.1B,6/21/2021,Germany,Berlin,"Supply chain, logistics, & delivery","Cherry Ventures, Northzone Ventures, Global Founders Capital",2016,Series D - II,$615.83M
788,Aledade,$2.1B,1/19/2021,United States,Bethesda,Health,"Venrock, CVF Capital Partners, ARCH Venture Partners",2014,Series E,$417.65M
789,ReCharge,$2.1B,5/6/2021,United States,Los Angeles,Fintech,"ICONIQ Growth, Bain Capital Ventures, Summit Partners",2017,Seed VC - II,None
790,FirstCry,$2.1B,2/7/2020,India,Pune,E-commerce & direct-to-consumer,"SoftBank Group, SAIF Partners India, Valiant Capital Partners",2010,Secondary Market,$731M
791,GoCardless,$2.1B,2/8/2022,United Kingdom,London,Fintech,"Accel, Passion Capital, Balderton Capital",2011,Series G,$529.32M
792,Moveworks,$2.1B,6/30/2021,United States,Mountain View,Artificial intelligence ,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers",2016,Series C,$305M
793,Urban Company,$2.1B,4/27/2021,India,Gurgaon,E-commerce & direct-to-consumer,"VY Capital, Accel, Elevation Capital",2014,Series F - II,$441.24M
794,Medable,$2.1B,10/26/2021,United States,Palo Alto,Health,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",2013,Series D,$533.75M
795,Eightfold.ai,$2.1B,10/27/2020,United States,Santa Clara,Internet software & services,"Foundation Capital, Institutional Venture Partners, General Catalyst",2016,Series E,$397M
796,CoinDCX,$2.15B,8/10/2021,India,Maharashtra,Fintech,"Polychain Capital, Coinbase Ventures, Jump Capital",2017,Series D,$244.4M
797,CloudWalk,$2.15B,9/8/2021,Brazil,Sao Paulo,Fintech,"Plug and Play Ventures, Valor Capital Group, DST Global",2013,Series C,$345M
798,Hesai Tech,$2.18B,8/1/2020,China,Shanghai,Artificial intelligence,"Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners",2013,Series D - II,$717.29M
799,Accelerant,$2.19B,1/12/2022,United Kingdom,Colchester,Other,"Deer Park Road, Altamont Capital Partners, Eldridge",2015,None,None
800,YITU Technology,$2.17B,3/8/2018,China,Shanghai,Artificial intelligence,"Sequoia Capital China, Banyan Capital",2012,Unattributed VC,$385.12M
801,Qualia,$2.17B,12/21/2020,United States,San Francisco,Fintech,"8VC, Menlo Ventures, Tiger Global Management",2015,Series D - II,$200.18M
802,Neo4j,$2B,6/17/2021,United States,San Mateo,Data management & analytics,"Eight Roads Ventures, One Peak Partners, Creandum",2007,Series F - II,$581.1M
803,G7 Networks,$2.2B,2/15/2022,China,Beijing,"Supply chain, logistics, & delivery","Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",1998,Merger,None
804,Current,$2.2B,4/27/2021,United States,New York,Fintech,"Expa, QED Investors, Foundation Capital",2019,Acquired,None
805,Dialpad,$2.2B,10/6/2020,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Google Ventures, Section 32",2011,Corporate Minority,$425.96M
806,Bitso,$2.2B,5/5/2021,Mexico,Mexico City,Fintech,"Pantera Capital, QED Investors, Coinbase Ventures",2014,Series C,$314.66M
807,MUSINSA,$2.2B,11/11/2019,South Korea,Seoul,E-commerce & direct-to-consumer,Sequoia Capital,2001,Unattributed VC - II,$286.36M
808,Motif FoodWorks, $2.20 B,6/16/2021,United States,Boston,Consumer & retail ,"General Atlantic, Breakthrough Energy Ventures, Viking Global Investors",2019,Series C,$343.5M
809,Gympass,$2.2B,6/12/2019,United States,New York,Internet software & services,"General Atlantic, SoftBank Group, Atomico",2012,Unattributed - II,$529.16M
810,BloomReach,$2.2B,2/23/2022,United States,Mountain View,Artificial intelligence,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",2009,Line of Credit,$452M
811,Addepar,$2.17B,6/15/2021,United States,Mountain View,Fintech,"8VC, D1 Capital Partners, Sway Ventures",2009,Series F,$513.93M
812,NuCom Group,$2.2B,2/22/2018,Germany,Unterfoehring,Other,General Atlantic,2016,Growth Equity - II,None
813,Algolia,$2.25B,7/28/2021,United States,San Francisco,Internet software & services,"Accel, Alven Capital, Storm Ventures",2012,Series D,$334.34M
814,Pattern,$2.25B,10/6/2021,United States,Lehi,Internet software & services,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",2013,Private Equity,$277M
815,Newfront Insurance,$2.2B,4/12/2022,United States,San Francisco,Fintech,"Founders Fund, Meritech Capital Partners, GS Growth",2017,Series D,$300.03M
816,Zume,$2.25B,11/1/2018,United States,Mountain View,Consumer & retail,"Softbank Group, AME Cloud Ventures, SignalFire",2015,Series C,$445.69M
817,MoMo,$2.27B,12/10/2021,Vietnam,Ho Chi Minh City,Fintech,"Goodwater Capital, Warburg Pincus, GS Growth",2013,Series E,$433.7M
818,Bowery Farming,$2.3B,5/25/2021,United States,New York,Other,"Temasek, Google Ventures, General Catalyst",2015,Unattributed VC,$630.9M
819,Jobandtalent,$2.35B,12/1/2021,Spain,Madrid,Internet software & services,"Kibo Ventures, SoftBank Group, Atomico",2009,Line of Credit,$1.322B
820,Huaqin Telecom Technology,$2.19B,10/8/2019,China,Shanghai,Mobile & telecommunications,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",2005,Series B,$276.35M
821,Motive,$2.85B,4/23/2019,United States,San Francisco,"Supply chain, logistics, & delivery","Google Ventures, Index Ventures, Scale Venture Partners",2013,Series F,$567.3M
822,Voodoo,$2.31B,8/17/2020,France,Paris,Other,"Tencent Holdings, Goldman Sachs",2013,Corporate Minority - II,$569.95M
823,Greenlight,$2.3B,9/24/2020,United States,Atlanta,Fintech,"Relay Ventures, TTV Capital, Canapi Ventures",2014,Series D,$556.5M
824,WEMAKEPRICE,$2.34B,9/9/2015,South Korea,Seoul,E-commerce & direct-to-consumer,"IMM Investment, NXC",2009,Series C,$486.65M
825,Shield AI,$2.3B,8/24/2021,United States,San Diego,Artificial intelligence,"Andreessen Horowitz, Homebrew, Point72 Ventures",2015,Series E - II,$570.6M
826,Uptake,$2.3B,10/27/2015,United States,Chicago,Artificial intelligence,"Revolution, New Enterprise Associates, Caterpillar",2014,Series E,$317M
827,Biren Technology,$2.32B,8/18/2020,China,Shanghai,Hardware,"V FUND, IDG Capital, Green Pine Capital Partners",2019,Series B,$288.22M
828,ManyPets,$2.35B,6/1/2021,United Kingdom,London,Fintech,"Octopus Ventures, Munich Re Ventures, CommerzVentures",2012,Series D,$477.27M
829,Project44,$2.62B,6/1/2021,United States,Chicago,"Supply chain, logistics, & delivery","Emergence Capital Partners, 8VC, Chicago Ventures",2014,Series F - II,$1.009B
830,Beta Technologies,$2.4B,4/19/2022,United States,South Burlington,Other,"The Rise Fund, Fidelity Investments. RedBird Capital Partners",2017,Series B,$743.68M
831,Freenome,$2.62B,8/26/2020,United States,South San Francisco,Health,"Andreessen Horowitz, Data Collective, Roche Venture Fund",2014,Series E,$1.099B
832,ABL Space Systems,$2.4B,3/25/2021,United States,El Segundo,Other,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",2017,Series B - II,$483.5M
833,HoneyBook,$2.4B,5/4/2021,United States,San Francisco,Internet software & services,"Norwest Venture Partners, Hillsven Capital, Aleph",2013,Series E,$480.34M
834,Paxos,$2.4B,4/29/2021,United States,New York,Fintech,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",None,Other Investors,None
835,Trumid,$2.4B,7/15/2020,United States,New York,Fintech,"T. Rowe Price, Dragoneer Investment Group, BlackRock",2014,Series F,$711.73M
836,Exabeam,$2.4B,6/1/2021,United States,Foster City,Cybersecurity,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",2013,Series F,$390M
837,Star Charge,$2.41B,5/19/2021,China,Changzhou,Auto & transportation,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2014,Series B,$125.58M
838,EquipmentShare,$2.41B,5/1/2020,United States,Columbia,Fintech,"Romulus Capital, Insight Partners, RedBird Capital Partners",2014,Line of Credit,$2.464B
839,PolicyBazaar,$2.4B,5/6/2019,India,Gurgaon,Fintech,"Info Edge, Softbank Capital",2008,Secondary Market - V,$633.78M
840,Cgtz,$2.41B,2/21/2017,China,Hangzhou,Fintech,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2014,Series D,$535.86M
841,Carbon,$2.4B,8/20/2015,United States,Redwood City,Hardware,"Google Ventures, Sequoia Capital, Wakefield Group",2013,Shareholder Liquidity,$692M
842,Cybereason,$2.44B,8/6/2019,United States,Boston,Cybersecurity,"SoftBank Group, CRV, Spark Capital",2012,Series F - II,$713.62M
843,Coda Payments,$2.5B,4/15/2022,Singapore,,Fintech,"GIC. Apis Partners, Insight Partners",2011,Series C,$715.2M
844,Fetch Rewards,$2.5B,3/31/2021,United States,Madison,E-commerce & direct-to-consumer,"Greycroft, Loeb.NYC, DST Global",2014,Debt - II,$581.51M
845,Games24x7,$2.5B,3/30/2022,India,Mumbai,Internet software & services,"Tiger Global Management, The Raine Group, Malabar Investments",2006,Unattributed,$75M
846,Mobile Premier League,$2.45B,9/15/2021,India,Bengaluru,Internet software & services,"Sequoia Capital India, RTP Global, Go-Ventures",2018,Series E,$377.7M
847,DriveNets,$2.5B,1/27/2021,Israel,Ra'anana,Internet software & services,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",2015,Series C,$587M
848,Uniphore,$2.5B,2/16/2022,United States,Palo Alto,Artificial Intelligence,"Chiratae Ventures, March Capital Partners, National Grid Partners",2008,Incubator/Accelerator - II,$626.63M
849,SiFive,$2.5B,3/16/2022,United States,San Mateo,Hardware,"Sutter Hill Ventures, Osage University Partners, Spark Capital",2015,Series F,$365.56M
850,Hibob,$2.45B,10/12/2021,Israel,Tel Aviv,Internet software & services,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",2015,Series D,$415M
851,A24 Films,$2.5B,3/9/2022,United States,New York,Other,"Stripes Group, Neuberger Berman",2012,Growth Equity,$225M
852,Zetwerk,$2.68B,8/20/2021,India,Bengaluru,Internet software & services,"Sequoia Capital India, Kae Capital, Accel",2018,Unattributed,$686.67M
853,Uala,$2.45B,8/13/2021,Argentina,Buenos Aires,Fintech,"Soros Fund Management, Ribbit Capital, Monashees+",2017,Series D,$608M
854,Immutable,$2.5B,3/7/2022,Australia,Sydney,Fintech,"Fabric Ventures, AirTree Ventures, Temasek",2018,Series C,$272.74M
855,Somatus,$2.5B,2/23/2022,United States,McLean,Health,"The Blue Venture Fund, Flare Capital Partners, Longitude Capital",2016,Series E,$465M
856,Sysdig,$2.5B,4/28/2021,United States,San Francisco,Cybersecurity,"Accel, Bain Capital Ventures, Insight Partners",2013,Series G,$728.2M
857,Rokt,$2.4B,12/16/2021,United States,New York,Internet software & services,"Square Peg Capital, TDM Growth Partners, Tiger Global Management",2012,Secondary Market,$488.5M
858,Vercel,$2.5B,6/23/2021,United States,San Francisco,Internet software & services,"CRV, Accel, Google Ventures",2020,Other Investors,None
859,Infra.Market,$2.5B,2/25/2021,India,Thane,E-commerce & direct-to-consumer,"Accel, Tiger Global Management, Nexus Venture Partners",2016,Debt - VII,$431.4M
860,Vista Global,$2.5B,8/23/2017,United Arab Emirates,Dubai,Other,Rhone Capital,2004,Private Equity,None
861,Aura,$2.5B,6/9/2021,United States,Burlington,Cybersecurity,"Warburg Pincus, General Catalyst",2019,Series F,$561.82M
862,Cribl,$2.5B,8/25/2021,United States,San Francisco,Data management & analytics,"Institutional Venture Partners, CRV, Sequoia Capital",2017,Series D,$392.41M
863,Varo Bank,$2.5B,9/9/2021,United States,San Francisco,Fintech,"Warburg Pincus, The Rise Fund, HarbourVest Partners",2015,Series E,$991.33M
864,Jetti Resources,$2.5B,10/24/2022,United States,Boulder,Other,"BMW i Ventures, BHP Ventures",2014,Series D,$169.41M
865,Eat Just,$2.59B,11/30/2017,United States,San Francisco,Consumer & retail,"Khosla Ventures, Horizons Ventures, Founders Fund",2011,Private Equity,$731.6M
866,Unico,$2.6B,8/3/2021,Brazil,Sao Paulo,Artificial intelligence,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",2007,Series D,$335.94M
867,Cato Networks,$2.5B,11/17/2020,Israel,Tel Aviv,Cybersecurity,"Aspect Ventures, SingTel Innov8, Greylock Partners",2015,Unattributed VC,$512M
868,BYTON,$2.5B,4/20/2018,China,Nanjing,Auto & transportation,"FAW Group, Tencent Holdings, Tus Holdings",2016,Corporate Minority - II,$1.208B
869,Xinchao Media,$2B,4/9/2018,China,Chengdu,Internet software & services,"JD.com, Baidu, Vision Plus Capital",2007,Unattributed - VI,$1.33B
870,Axonius,$2.6B,3/1/2021,United States,New York,Cybersecurity,"Vertex Ventures Israel, Bessemer Venture Partners, Emerge",2017,Series E,$395M
871,Side,$2.5B,3/22/2021,United States,San Francisco,Internet software & services,"Coatue Managemeny, Trinity Ventures, Matrix Partners",2017,Series D - II,$262.82M
872,JumpCloud,$2.62B,9/13/2021,United States,Louisville,Data management & analytics,"Foundry Group, General Atlantic, BlackRock",2012,Option/Warrant - XII,$418.45M
873,Oura,$2.55B,4/5/2022,Finland,Oulu,Health,"Forerunner Ventures, Lifeline Ventures, MSD Capital",2013,Series D,$145.49M
874,Moglix,$2.6B,5/17/2021,Singapore,,E-commerce & direct-to-consumer,"Jungle Ventures, Accel, Venture Highway",2015,Series F,$470.71M
875,Pendo,$2.6B,10/17/2019,United States,Raleigh,Internet software & services,"Contour Venture Partners, Battery Ventures, Core Capital Partners",2013,Secondary Market,$359.17M
876,Plume,$2.6B,2/23/2021,United States,Palo Alto,Internet software & services,"Insight Partners, Jackson Square Ventures, Liberty Gloval Ventures",2015,Series F,$712.93M
877,o9 Solutions,$2.7B,4/28/2020,United States,Dallas,Artificial intelligence,KKR,2009,Private Equity - II,$420M
878,Illumio,$2.75B,4/14/2015,United States,Sunnyvale,Cybersecurity,"Data Collective, Formation 8, General Catalyst Partners",2013,Incubator/Accelerator,$557.15M
879,Dream Games,$2.75B,6/30/2021,Turkey,Istanbul,Mobile & telecommunications,"Makers Fund, Index Ventures, Inova Ventures Participacees",2019,Series C,$467.2M
880,Thought Machine,$2.7B,11/29/2021,United Kingdom,London,Fintech,"British Patient Capital, SEB Venture Capital, IQ Capital",2014,Series D - II,$508.05M
881,Hozon Auto,$3.95B,2/22/2022,China,Shanghai,Auto & transportation,"HD Capital, Qihoo 360 Technology, China Fortune Land Development",2014,Series D - III,$3.563B
882,ManoMano,$2.6B,7/5/2021,France,Paris,E-commerce & direct-to-consumer,"General Atlantic, Piton Capital, Partech Partners",2013,Series F,$708.73M
883,Tradeshift,$2.7B,5/30/2018,United States,San Francisco,Fintech,"Notion Capital, Scentan Ventures, Kite Ventures",2009,Series G,$1.103B
884,Tridge,$2.7B,8/24/2022,South Korea,Seoul,Internet software & services,"Forest Partners, Softbank Ventures Asia",2014,Series D,$115.68M
885,Sourcegraph,$2.62B,7/13/2021,United States,San Francisco,Internet software & services,"Redpoint Ventures, Goldcrest Capital, Insight Partners",2013,Series D,$223M
886,MasterClass,$2.75B,5/13/2021,United States,San Francisco,Edtech,"Institutional Venture Partners, New Enterprise Associates, Javelin Venture Partners",2015,Corporate Minority,$461.4M
887,Transmit Security,$2.74B,6/22/2021,Israel,Tel Aviv,Cybersecurity,"General Atlantic, Insight Partners, Vintage Investment Partners",2014,Series A,$583M
888,BackBase,$2.66B,6/9/2022,Netherlands,Amsterdam,Fintech,Motive Partners,2003,Private Equity,$127.83M
889,Nutrabolt,$2.79B,12/8/2022,United States,Austin,Consumer & retail,MidOcean Partners,2002,Shareholder Liquidity,$3.5M
890,Nextiva,$2.7B,9/14/2021,United States,Scottsdale,Internet software & services,Goldman Sachs Asset Management,2008,Unattributed,$207.5M
891,Zipline,$2.8B,5/20/2019,United States,South San Francisco,"Supply chain, logistics, & delivery","Sequoia Capital, Baillie Gifford & Co., Google Ventures",2014,Series E,$487.16M
892,Graphcore,$2.77B,12/18/2018,United Kingdom,Bristol,Artificial intelligence,"Dell Technologies Capital, Pitango Venture Capital, Amadeus Capital Partners",2016,Incubator/Accelerator,$682M
893,Sentry,$3B,2/18/2021,United States,San Francisco,Other,"New Enterprise Associates, Accel, Bond",2021,Seed VC,$310K
894,DriveWealth,$2.85B,8/20/2021,United States,Chatham,Fintech,"Point72 Ventures, Route 66 Ventures, Accel",2012,Series D,$550.8M
895,Workrise,$2.9B,9/30/2019,United States,Austin,Internet software & services,"Founders Fund, Quantum Energy Partners, Bedrock Capital",2014,Series E,$752.5M
896,Meicai,$2.8B,6/22/2016,China,Beijing,Mobile & telecommunications,"Tiger Global Management, Blue Lake Capital, ZhenFund",2014,Series E,$651.6M
897,Loft,$2.9B,1/3/2020,Brazil,Sao Paulo,E-commerce & direct-to-consumer,"Monashees+, Andreessen Horowitz, QED Investors",None,None,None
898,Kraken,$2.92B,6/25/2019,United States,San Francisco,Fintech,"Bnk To The Future, Trammell Ventures, SBI Investment",2011,Corporate Minority,$20.07M
899,Gokin Solar,$2.88B,4/13/2022,China,Zhuhai,Other,"IDG Capital, Puluo Capital, Midea Capital",2019,Series B,$616.17M
900,Cross River Bank,$3B,2/11/2022,United States,Fort Lee,Fintech,"Battery Ventures, Andreessen Horowitz, Ribbit Capital",2008,Series D,$1.053B
901,Amber Group,$3B,6/21/2021,Hong Kong,,Fintech,"Tiger Global Management, Tiger Brokers, DCM Ventures",2015,Series C,$628M
902,Alan,$2.85B,4/19/2021,France,Paris,Fintech,"Index Ventures, Temasek, Portag3 Ventures",2016,Series E,$556.1M
903,Inxeption,$3B,1/13/2022,United States,San Francisco,Fintech,"Coatue Management, BMO Capital, Schonfeld Strategic Advisors",2017,Debt,$486.5M
904,Anchorage Digital,$3B,12/15/2021,United States,San Francisco,Fintech,"Andreessen Horowitz, Blockchain Capital, Lux Capital",2017,Series D,$487M
905,OpenAI,$2.92B,7/22/2019,United States,San Francisco,Artificial intelligence,Khosla Ventures,2015,Corporate Minority - II,$3B
906,Flutterwave,$3B,3/9/2021,United States,San Francisco,Fintech,"Green Visor Capital, CRE Venture Capital, Greycroft",2016,Series D,$474.71M
907,Lattice,$3B,3/23/2021,United States,San Francisco,Internet software & services,"Khosla Ventures, Thrive Capital, Y Combinator",2015,Series F,$329.32M
908,Podium,$3B,4/7/2020,United States,Lehi,Internet software & services,"Accel, Summit Partners, Google Ventures",2014,Series D,$422.22M
909,TradingView,$3B,10/14/2021,United States,Westerville,Fintech,"Tiger Global Management, Insight Partners, Jump Capital",2011,Series C,$339.37M
910,Contentful,$3B,7/28/2021,Germany,Berlin,Internet software & services,"Balderton Capital, General Catalyst, Tiger Global Management",2013,Series F,$331M
911,Sky Mavis,$3B,10/4/2021,Vietnam,Ho Chi Minh City,Internet software & services,"Fabric Ventures, 500 Global, Standard Crypto",2019,Series C,$311M
912,Seismic,$3B,12/18/2018,United States,San Diego,Internet software & services,"Jackson Square Ventures, General Atlantic, Lightspeed Venture Partners",2010,Series G,$426.5M
913,Outschool,$3B,4/14/2021,United States,San Francisco,Edtech,"Uniion Square Ventures, Tiger Global Management, Lightspeed Venture Capital",2015,Series D,$240.02M
914,LaunchDarkly,$3B,8/10/2021,United States,Oakland,Internet software & services,"Uncork Capital, Threshold Ventures, Bloomberg Beta",2014,Series D,$330.34M
915,Groww,$3B,4/7/2021,India,Bengaluru,Fintech,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",2017,Series E - II,$399.89M
916,Via,$3.3B,3/30/2020,United States,New York,Auto & transportation,"83North, RiverPark Ventures, Pitango Venture Capital",2012,Series G,$697.06M
917,Carbon Health,$3B,7/21/2021,United States,San Francisco,Health,"Brookfield Asset Management, Blackstone, Data Collective",2015,Series D - III,$623.18M
918,Age of Learning,$3B,5/3/2016,United States,Glendale,Edtech,Iconiq Capital,2007,Private Equity,$481.5M
919,Gorillas,$3.1B,3/25/2021,Germany,Berlin,"Supply chain, logistics, & delivery","Coatue Management, Atlantic Food Labs, DST Global",2020,Acquired,$1.335B
