,name,industry,sector,headquarters,founded
2587,b&r,industrials,electronic equipment,eggelsberg,1979
2588,bank austria,financials,banks,vienna,1855
2589,baumax,consumer services,home improvement retailers,klosterneuburg,1976
2590,bawag,financials,banks,vienna,1922
2591,bene ag,consumer goods,furnishings,waidhofen an der ybbs,1790
2592,bestattung wien,consumer services,specialized consumer services,vienna,1907
2593,billa,consumer services,food retailers & wholesalers,wiener neudorf,1953
2594,böhler-uddeholm,basic materials,iron & steel,vienna,1991
2595,borealis,basic materials,commodity chemicals,vienna,1994
2596,bösendorfer,consumer goods,recreational products,vienna,1828
2597,bundesimmobiliengesellschaft,financials,real estate holding & development,vienna,1992
2598,cineplexx cinemas,consumer services,recreational services,vienna,1993
2599,cisc semiconductor,technology,semiconductors,klagenfurt,1999
2600,delfortgroup,basic materials,paper,traun,2006
2601,dependeq,industrials,business support services,vienna,1999
2602,diamond aircraft industries,consumer goods,aerospace,wiener neustadt,1981
2603,doka group,industrials,heavy construction,amstetten,1868
2604,doppelmayr garaventa group,consumer goods,recreational products,wolfurt,1892
2605,dorotheum,consumer services,specialized consumer services,vienna,1707
2606,erste bank,financials,banks,vienna,2008
2607,fabasoft,technology,software,linz,1988
2608,fischer,consumer goods,recreational products,ried im innkreis,1924
2609,frequentis,technology,telecommunications equipment,vienna,1947
2610,ge jenbacher,industrials,industrial machinery,jenbach,1959
2611,gericom,technology,computer hardware,linz,1990
2612,gessler,consumer goods,distillers & vintners,vienna,1777
2613,glock ges.m.b.h.,industrials,defense,deutsch-wagram,1963
2614,goldscheider ceramics,consumer goods,durable household products,vienna,1885
2615,julius blum,consumer goods,furnishings,höchst,1952
2616,julius meinl,consumer goods,beverages,vienna,1862
2617,kapsch,technology,telecommunications equipment,vienna,1892
2618,kika,consumer goods,furnishings,vienna,1973
2619,kores,consumer goods,nondurable household products,vienna,1887
2620,ktm,consumer goods,automobiles,mattighofen,1934
2621,lenzing ag,basic materials,commodity chemicals,lenzing,1938
2622,löblich & co.,industrials,industrial machinery,vienna,1738
2623,lyoness,consumer services,specialized consumer services,graz,2003
2624,magna steyr,consumer goods,automobiles,graz,2001
2625,mayr-melnhof,industrials,containers & packaging,vienna,1950
2626,neumann international,industrials,business training & employment agencies,vienna,1971
2627,niki,consumer services,airlines,schwechat,2003
2628,noctua,consumer goods,computer hardware,vienna,2005
2629,öaf,consumer goods,automobiles,floridsdorf,1907
2630,öbb,industrials,railroads,vienna,1923
2631,omv,oil & gas,exploration & production,vienna,1956
2632,onepharm,health care,biotechnology,vienna,2005
2633,österreichische industrieholding ag,financials,asset managers,vienna,1967
2634,österreichische post,logistics,delivery services,vienna,1999
2635,palfinger,industrials,commercial vehicles & trucks,salzburg,1932
2636,pfanner,consumer goods,beverages,lauterach,1856
2637,piatnik & söhne,consumer goods,recreational products,vienna,1824
2638,plansee group,basic materials,commodity chemicals,breitenwang,1921
2639,puch,consumer goods,automobiles,graz,1899
2640,raiffeisen,financials,banks,vienna,1927
2641,red bull gmbh,consumer goods,beverages,fuschl am see,1987
2642,rhi ag,industrials,industrial suppliers,vienna,1834
2643,rosenbauer,industrials,commercial vehicles & trucks,leonding,1866
2644,rotax,industrials,auto components,gunskirchen,1920
2645,runtastic,technology,software,pasching,2009
2646,semperit,basic materials,commodity chemicals,vienna,1824
2647,skidata,industrials,electronic equipment,grödig,1977
2648,steyr mannlicher,industrials,defense,sankt ulrich bei steyr,1864
2649,steyr motors gmbh,industrials,auto components,sankt ulrich bei steyr,2001
2650,steyr tractor,consumer goods,automobiles,floridsdorf,1907
2651,strabag,industrials,heavy construction,vienna,1835
2652,stroh,consumer goods,distillers & vintners,klagenfurt,1832
2653,swarovski,consumer goods,clothing & accessories,wattens,1895
2654,taurob,robotics,autonomous robots,vienna,2010
2655,telekom austria,telecommunications,fixed line telecommunications,vienna,1998
2656,tourradar,consumer services,travel & tourism,vienna,2010
2657,tushek&spigel supercars,consumer goods,automobiles,graz,2012
2658,uniqa,financials,full line insurance,vienna,1922
2659,verbund,utilities,alternative electricity,vienna,1947
2660,vienna insurance group,financials,full line insurance,vienna,1824
2661,voestalpine,basic materials,iron & steel,linz,1938
2662,wienerberger,industrials,building materials & fixtures,vienna,1819
2663,zumtobel lighting group,industrials,building materials & fixtures,dornbirn,1950
