00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
germany,usa,finland,canada,USA,usa,uk
usa,singapore,france,germany,Sweden,usa,sweden
usa,usa,usa,brazil,China,denmark,denmark
china,none,usa,ireland,,india,usa
usa,germany,netherlands,spain,Malaysia,france,germany
usa,japan,denmark,usa,,ireland,usa
usa,usa,usa,s. arabia,,ireland,usa
spain,usa,israel,usa,,germany,denmark
usa,usa,usa,usa,USA,japan,usa
belgium,united-arab-emirates,usa,china,India,usa,germany
usa,germany,taiwan,canada,Saudi Arabia,thailand,usa
germany,japan,india,japan,,usa,china
germany,usa,sweden,israel,France,usa,usa
germany,hong-kong,india,usa,,s. arabia,usa
switzerland,usa,germany,denmark,Switzerland,chile,china
usa,canada,canada,taiwan,USA,taiwan,sweden
japan,usa,usa,usa,Mexico,ireland,taiwan
sweden,usa,sweden,spain,,usa,india
india,australia,germany,usa,USA,germany,finland
usa,brazil,denmark,usa,,usa,usa
indonesia,none,usa,usa,,sweden,usa
brazil,usa,china,germany,Israel,canada,india
japan,japan,india,germany,Japan,usa,
usa,usa,usa,sweden,,france,saudi arabia
china,usa,china,usa,,china,canada
usa,hong-kong,uk,usa,,usa,china
israel,usa,ireland,usa,,spain,indonesia
china,usa,china,usa,,s. arabia,usa
denmark,usa,usa,sweden,USA,japan,uk
usa,germany,usa,ireland,,usa,ireland
taiwan,japan,canada,china,South Korea,sweden,canada
switzerland,usa,s. arabia,china,Germany,uk,hong kong
taiwan,usa,luxembourg,s. arabia,USA,usa,saudi arabia
italy,china,germany,usa,USA,usa,usa
sweden,usa,s. arabia,usa,,usa,india
china,malaysia,sweden,usa,,germany,germany
ireland,france,china,india,Japan,germany,usa
finland,usa,usa,china,Bermuda,india,usa
netherlands,usa,hong kong,spain,,taiwan,
taiwan,spain,usa,canada,Denmark,usa,sweden
usa,israel,usa,usa,,usa,japan
usa,spain,switzerland,usa,USA,belgium,australia
usa,usa,usa,germany,UK,usa,usa
usa,none,australia,usa,USA,spain,usa
spain,india,japan,usa,,usa,usa
usa,usa,uk,japan,,usa,
uk,usa,switzerland,china,USA,japan,uk
france,spain,hong kong,uk,,usa,china
usa,hong-kong,indonesia,indonesia,,usa,germany
usa,usa,canada,hong kong,Italy,switzerland,canada
usa,thailand,spain,hong kong,India,usa,malaysia
usa,usa,china,switzerland,Italy,usa,canada
sweden,china,usa,switzerland,,usa,usa
usa,thailand,usa,uk,Netherlands,germany,china
hong kong,usa,malaysia,usa,,canada,chile
usa,united-kingdom,usa,usa,USA,japan,taiwan
china,usa,hong kong,bermuda,,usa,taiwan
,mexico,usa,taiwan,UK,china,china
uk,usa,usa,usa,France,usa,usa
china,usa,usa,luxembourg,UK,usa,switzerland
japan,hong-kong,s. korea,japan,New Zealand,uk,hong kong
usa,usa,taiwan,canada,USA,usa,usa
france,none,canada,usa,,usa,sweden
usa,united-kingdom,mexico,sweden,,usa,japan
usa,usa,taiwan,usa,,indonesia,usa
sweden,usa,china,usa,India,australia,usa
usa,none,germany,india,Netherlands,usa,usa
mexico,israel,usa,usa,South Korea,sweden,france
usa,usa,chile,usa,South Africa,india,netherlands
netherlands,usa,usa,usa,Sweden,usa,canada
japan,usa,colombia,usa,,japan,usa
china,denmark,usa,china,USA,germany,usa
hong kong,united-kingdom,japan,usa,USA,canada,uk
usa,canada,usa,taiwan,,usa,south korea
usa,usa,canada,colombia,,china,mexico
china,usa,usa,usa,USA,india,japan
usa,india,france,japan,,usa,usa
spain,taiwan,bermuda,canada,,usa,brazil
germany,usa,germany,usa,USA,taiwan,sweden
china,usa,usa,hong kong,USA,china,usa
india,usa,japan,chile,USA,uk,usa
uk,japan,uk,japan,,spain,india
australia,usa,usa,usa,USA,canada,china
japan,usa,india,china,Sweden,japan,usa
canada,none,usa,china,Sweden,usa,japan
india,usa,china,mexico,USA,usa,uk
sweden,south-africa,uk,uk,,china,china
japan,usa,brazil,india,Italy,usa,germany
usa,usa,usa,china,,netherlands,china
usa,usa,usa,china,USA,china,china
china,denmark,ireland,japan,,india,usa
usa,switzerland,usa,china,,hong kong,usa
usa,germany,china,ireland,USA,usa,usa
canada,usa,netherlands,france,,france,china
ireland,spain,usa,australia,USA,china,china
usa,south-korea,usa,netherlands,USA,bermuda,
canada,usa,china,china,,usa,usa
germany,australia,sweden,hong kong,USA,brazil,china
usa,usa,sweden,china,USA,hong kong,china
usa,new-zealand,hong kong,usa,,usa,china
usa,south-africa,spain,usa,,netherlands,spain
usa,taiwan,france,spain,Singapore,ireland,hong kong
switzerland,usa,usa,spain,,usa,hong kong
uk,germany,india,usa,,china,uk
uk,china,china,sweden,Austria,hong kong,china
usa,usa,usa,s. korea,USA,japan,uk
hong kong,usa,japan,usa,USA,usa,usa
usa,usa,s. korea,usa,USA,china,usa
usa,canada,usa,france,,usa,india
saudi arabia,usa,usa,hong kong,USA,china,usa
usa,usa,usa,china,USA,uk,japan
usa,usa,india,usa,,sweden,usa
south korea,usa,spain,s. arabia,,india,usa
usa,thailand,china,usa,,germany,spain
usa,japan,spain,japan,Poland,usa,usa
usa,usa,usa,france,USA,japan,usa
japan,japan,japan,sweden,USA,luxembourg,ireland
usa,switzerland,uae,india,,usa,usa
germany,none,china,usa,India,usa,spain
spain,usa,usa,india,,usa,brazil
usa,israel,china,uk,,china,usa
spain,australia,switzerland,usa,USA,usa,usa
japan,canada,usa,spain,USA,china,china
hong kong,australia,netherlands,uk,Germany,japan,netherlands
japan,usa,usa,spain,USA,hong kong,usa
japan,australia,uk,usa,Bermuda,uk,usa
usa,netherlands,usa,usa,Indonesia,sweden,usa
india,singapore,china,switzerland,,usa,switzerland
japan,switzerland,japan,china,,usa,japan
usa,france,uk,usa,,sweden,india
china,usa,china,netherlands,,japan,
china,usa,spain,usa,,china,china
india,new-zealand,usa,japan,USA,germany,united arab emirates
ireland,norway,china,south africa,,usa,france
,sweden,usa,sweden,,japan,china
china,switzerland,usa,china,Australia,japan,japan
canada,usa,hong kong,usa,,japan,hong kong
sweden,india,usa,sweden,USA,japan,usa
norway,usa,china,japan,,mexico,japan
japan,sweden,mexico,usa,USA,uk,uk
japan,usa,spain,germany,,s. korea,hong kong
canada,germany,south africa,thailand,,china,mexico
japan,united-kingdom,china,china,USA,china,south africa
usa,usa,canada,usa,,spain,china
usa,denmark,france,usa,China,canada,south korea
china,usa,japan,china,,usa,usa
china,usa,hong kong,usa,Spain,canada,usa
italy,new-zealand,usa,china,USA,usa,france
finland,france,usa,canada,India,usa,japan
france,usa,usa,canada,,china,usa
usa,italy,china,usa,USA,finland,canada
,usa,japan,usa,,,japan
canada,finland,usa,mexico,Spain,usa,spain
usa,china,ireland,usa,,usa,china
canada,united-kingdom,usa,china,Switzerland,china,japan
spain,usa,usa,usa,UK,usa,ireland
japan,saudi-arabia,japan,japan,,usa,sweden
taiwan,indonesia,uk,spain,Kazakhstan,china,usa
usa,usa,japan,japan,Finland,spain,japan
usa,united-kingdom,usa,japan,India,france,usa
usa,usa,usa,usa,,india,usa
spain,usa,s. korea,china,USA,s. arabia,spain
germany,usa,india,japan,UK,,spain
usa,usa,switzerland,china,USA,sweden,japan
denmark,indonesia,sweden,hong kong,,china,usa
india,canada,sweden,japan,,spain,france
brazil,india,portugal,japan,,usa,south korea
france,ireland,spain,usa,,sweden,japan
brazil,china,france,china,Canada,spain,thailand
japan,usa,luxembourg,india,USA,usa,usa
usa,france,thailand,portugal,Netherlands,usa,canada
usa,india,china,canada,,italy,japan
china,usa,canada,italy,Germany,switzerland,sweden
south africa,usa,usa,ireland,Japan,south africa,denmark
japan,usa,japan,usa,,spain,india
usa,usa,usa,usa,Switzerland,china,usa
usa,india,italy,canada,USA,japan,sweden
switzerland,canada,japan,france,Germany,japan,china
usa,china,sweden,usa,,japan,ireland
china,usa,usa,s. korea,,usa,usa
india,india,usa,finland,USA,japan,italy
usa,south-africa,brazil,usa,,portugal,switzerland
south korea,switzerland,sweden,denmark,,japan,usa
usa,usa,usa,luxembourg,USA,canada,canada
china,canada,s. arabia,usa,USA,usa,japan
sweden,saudi-arabia,taiwan,uk,,usa,portugal
uk,canada,japan,s. korea,USA,usa,usa
,usa,sweden,spain,,thailand,taiwan
china,usa,japan,japan,,usa,usa
china,finland,ireland,singapore,,luxembourg,usa
thailand,usa,usa,sweden,,usa,china
uk,china,usa,brazil,USA,s. korea,usa
sweden,usa,canada,japan,,china,japan
brazil,usa,brazil,japan,,usa,sweden
usa,usa,china,usa,,usa,japan
china,usa,canada,japan,Germany,usa,usa
,united-kingdom,japan,usa,,hong kong,india
usa,usa,usa,ireland,,usa,usa
usa,canada,usa,usa,,india,canada
germany,japan,japan,brazil,,usa,china
switzerland,none,usa,usa,,china,canada
india,china,canada,usa,,usa,usa
usa,none,japan,china,,china,japan
japan,usa,china,japan,USA,mexico,usa
japan,usa,india,brazil,,ireland,usa
japan,brazil,usa,india,Canada,norway,usa
usa,india,sweden,china,,japan,japan
mexico,usa,denmark,canada,,india,saudi arabia
uk,usa,china,china,USA,singapore,brazil
china,united-kingdom,usa,china,USA,usa,taiwan
usa,usa,usa,japan,,japan,taiwan
taiwan,australia,india,usa,,canada,usa
japan,finland,usa,sweden,India,taiwan,india
china,china,usa,switzerland,,sweden,usa
singapore,usa,usa,taiwan,,usa,usa
japan,canada,czech republic,usa,USA,denmark,
usa,germany,taiwan,switzerland,,uk,norway
south korea,none,china,norway,India,france,sweden
usa,usa,singapore,usa,India,brazil,usa
usa,usa,japan,usa,USA,canada,usa
ireland,south-korea,usa,thailand,Belgium,s. korea,sweden
denmark,germany,usa,usa,India,switzerland,finland
usa,australia,s. korea,usa,,lombia,usa
,denmark,norway,czech republic,,canada,singapore
usa,denmark,usa,hong kong,France,usa,india
china,usa,finland,sweden,,usa,
india,usa,china,china,,israel,south korea
mexico,germany,usa,canada,,china,india
spain,usa,japan,usa,,usa,uk
sweden,usa,china,china,,japan,china
uk,canada,usa,s. korea,Malaysia,usa,usa
canada,usa,india,uk,,switzerland,usa
canada,usa,china,usa,,usa,usa
usa,united-kingdom,usa,usa,USA,usa,usa
usa,hong-kong,usa,taiwan,,usa,sweden
brazil,usa,usa,usa,,taiwan,china
usa,saudi-arabia,usa,hong kong,,brazil,ireland
taiwan,usa,china,usa,,s. korea,thailand
germany,france,japan,switzerland,Austria,usa,south korea
usa,japan,switzerland,sweden,South Korea,usa,usa
usa,usa,usa,s. arabia,USA,usa,china
usa,taiwan,brazil,usa,USA,canada,hong kong
japan,usa,uk,usa,,ech republic,japan
canada,usa,japan,usa,USA,switzerland,
japan,india,switzerland,usa,Japan,sweden,canada
china,usa,china,usa,,japan,usa
hong kong,canada,usa,switzerland,USA,india,china
ireland,usa,taiwan,,USA,usa,usa
usa,usa,usa,usa,,japan,japan
china,usa,s. korea,india,,usa,taiwan
usa,india,usa,usa,,uk,
hong kong,india,usa,taiwan,USA,japan,switzerland
japan,usa,usa,canada,Austria,hong kong,usa
canada,japan,canada,japan,Australia,hong kong,usa
usa,usa,hong kong,usa,,usa,usa
japan,india,thailand,usa,UK,france,india
china,usa,taiwan,usa,,usa,usa
usa,switzerland,usa,usa,,usa,brazil
hong kong,united-kingdom,usa,japan,,japan,
saudi arabia,taiwan,usa,china,USA,bermuda,hong kong
usa,none,india,india,,usa,japan
switzerland,france,germany,thailand,,taiwan,india
japan,canada,japan,switzerland,Sweden,usa,usa
sweden,united-kingdom,switzerland,usa,,hong kong,hong kong
japan,usa,usa,usa,,usa,japan
canada,indonesia,ireland,hong kong,,canada,usa
usa,usa,canada,canada,,brazil,usa
switzerland,india,thailand,s. korea,India,sweden,canada
usa,germany,hong kong,japan,,usa,germany
japan,turkey,usa,usa,USA,germany,switzerland
saudi arabia,poland,hong kong,denmark,,japan,china
,usa,usa,germany,,usa,thailand
usa,chile,bermuda,taiwan,,usa,usa
usa,united-kingdom,japan,s. korea,,china,japan
usa,usa,usa,s. arabia,,uk,usa
usa,usa,netherlands,usa,USA,japan,hong kong
japan,switzerland,switzerland,hong kong,,ireland,china
canada,india,india,usa,,taiwan,south korea
netherlands,south-korea,usa,netherlands,USA,japan,usa
sweden,usa,usa,usa,USA,japan,south korea
usa,malaysia,usa,usa,Indonesia,japan,usa
usa,usa,usa,usa,USA,usa,usa
japan,usa,usa,japan,,,japan
usa,netherlands,india,usa,,usa,netherlands
usa,usa,japan,usa,USA,usa,usa
japan,italy,hong kong,japan,,japan,usa
china,china,s. korea,usa,USA,usa,usa
france,south-korea,italy,usa,South Korea,,brazil
usa,japan,japan,germany,Hong Kong,hong kong,italy
south korea,indonesia,china,usa,,germany,usa
taiwan,usa,s. arabia,italy,USA,italy,usa
switzerland,spain,denmark,india,,china,canada
usa,sweden,japan,austria,USA,netherlands,china
usa,usa,sweden,usa,,usa,switzerland
sweden,india,japan,usa,,usa,germany
israel,turkey,china,usa,USA,usa,japan
thailand,thailand,usa,india,,china,usa
china,india,germany,usa,USA,usa,saudi arabia
canada,switzerland,usa,bermuda,India,canada,china
india,usa,uk,germany,Brazil,brazil,usa
usa,united-kingdom,israel,usa,USA,usa,china
switzerland,germany,s. arabia,usa,,japan,uk
france,germany,canada,usa,,usa,china
canada,united-kingdom,china,china,USA,usa,china
uk,switzerland,usa,uk,USA,s. arabia,switzerland
france,none,canada,usa,,india,usa
usa,usa,germany,usa,Germany,usa,canada
usa,none,japan,usa,,canada,usa
china,india,uk,usa,,usa,usa
china,none,usa,usa,,usa,usa
usa,usa,usa,japan,USA,s. arabia,japan
usa,taiwan,japan,brazil,,china,denmark
usa,japan,usa,usa,,china,usa
usa,australia,usa,japan,USA,china,usa
usa,usa,china,japan,,sweden,usa
poland,india,belgium,poland,,switzerland,usa
usa,usa,usa,uk,,usa,uk
usa,usa,brazil,japan,,japan,usa
usa,australia,usa,usa,India,usa,usa
india,canada,france,s. korea,USA,poland,japan
usa,usa,hong kong,usa,Norway,uk,usa
canada,usa,usa,usa,USA,thailand,germany
switzerland,usa,uk,france,USA,china,canada
usa,turkey,usa,china,France,usa,hong kong
usa,germany,uae,hong kong,,usa,japan
india,usa,usa,canada,USA,usa,usa
italy,usa,south africa,france,,israel,india
israel,usa,usa,china,,usa,usa
china,canada,s. korea,japan,,canada,saudi arabia
usa,usa,usa,ireland,,usa,usa
japan,usa,usa,switzerland,Japan,usa,japan
uk,usa,china,usa,Switzerland,usa,usa
usa,mexico,usa,usa,Australia,canada,france
south korea,usa,switzerland,china,,usa,usa
ireland,turkey,poland,canada,,india,france
japan,turkey,japan,china,USA,s. korea,usa
usa,usa,usa,japan,USA,usa,australia
china,usa,usa,sweden,,canada,japan
usa,india,australia,sweden,,south africa,usa
china,canada,usa,usa,,usa,usa
turkey,india,japan,china,,hong kong,uk
taiwan,canada,france,switzerland,,france,usa
russia,india,japan,hong kong,USA,austria,japan
japan,usa,usa,israel,,india,poland
usa,india,usa,south africa,USA,australia,canada
canada,usa,switzerland,india,USA,usa,switzerland
china,none,usa,uk,,france,netherlands
usa,canada,usa,india,,usa,japan
usa,usa,china,usa,,switzerland,usa
usa,singapore,austria,china,,china,south africa
mexico,australia,usa,usa,,usa,usa
usa,usa,usa,usa,USA,india,china
usa,usa,brazil,china,India,russia,hong kong
india,south-korea,canada,usa,,switzerland,united arab emirates
taiwan,italy,canada,japan,,japan,brazil
switzerland,turkey,usa,canada,Canada,china,sweden
usa,united-kingdom,japan,israel,,usa,china
norway,china,china,japan,Germany,uk,norway
russia,usa,sweden,australia,,usa,usa
italy,usa,usa,uk,,usa,usa
israel,australia,china,japan,USA,usa,israel
spain,china,usa,s. korea,,ireland,
mexico,usa,usa,italy,Spain,denmark,usa
,india,usa,india,,italy,israel
usa,usa,japan,brazil,New Zealand,thailand,usa
russia,usa,japan,japan,India,germany,china
usa,usa,usa,usa,USA,japan,italy
china,none,usa,usa,,china,usa
japan,canada,china,usa,,germany,switzerland
usa,usa,usa,germany,USA,s. korea,china
usa,germany,india,india,,bermuda,france
japan,usa,usa,china,,india,usa
japan,hong-kong,usa,china,USA,usa,japan
india,usa,israel,malaysia,,uk,japan
japan,usa,italy,mexico,USA,china,
usa,usa,canada,china,UK,usa,usa
usa,usa,s. korea,usa,USA,japan,
usa,united-kingdom,uk,usa,Canada,switzerland,usa
usa,chile,usa,switzerland,,usa,usa
usa,usa,hong kong,uk,USA,china,usa
france,none,norway,usa,,australia,usa
usa,united-kingdom,india,usa,,usa,belgium
usa,south-africa,switzerland,belgium,USA,brazil,china
japan,usa,india,canada,,usa,usa
usa,usa,italy,bermuda,USA,uk,italy
germany,sweden,usa,china,USA,malaysia,usa
germany,france,usa,usa,Taiwan,china,germany
malaysia,turkey,taiwan,taiwan,,japan,
netherlands,usa,germany,ireland,Austria,sweden,usa
usa,usa,japan,china,,japan,usa
uk,usa,bermuda,usa,,usa,australia
china,switzerland,usa,usa,,usa,canada
france,south-africa,usa,usa,,uk,india
uk,usa,canada,uk,USA,usa,usa
usa,france,france,usa,,india,taiwan
taiwan,thailand,usa,japan,Turkey,,germany
hong kong,germany,malaysia,italy,,usa,usa
uk,usa,australia,switzerland,,canada,usa
india,china,japan,japan,,hong kong,uk
brazil,usa,usa,australia,,china,canada
italy,usa,switzerland,mexico,Hong Kong,indonesia,uk
malaysia,india,uk,usa,,denmark,indonesia
usa,canada,ireland,canada,,usa,south korea
usa,germany,china,usa,USA,belgium,malaysia
south korea,none,usa,usa,USA,china,india
,france,usa,usa,,japan,japan
netherlands,china,canada,italy,South Africa,usa,usa
finland,usa,usa,denmark,UK,usa,france
taiwan,netherlands,netherlands,usa,South Africa,usa,taiwan
india,france,uk,usa,,china,usa
usa,sweden,usa,japan,USA,s. korea,china
saudi arabia,india,india,usa,Denmark,china,china
australia,india,usa,france,Singapore,italy,ireland
singapore,usa,netherlands,canada,,australia,usa
japan,usa,uae,netherlands,USA,usa,united arab emirates
usa,china,usa,usa,Israel,netherlands,italy
south africa,denmark,australia,usa,Czech Republic,india,usa
singapore,germany,china,usa,,usa,usa
south africa,canada,italy,usa,Germany,japan,new zealand
china,usa,usa,netherlands,India,hong kong,uk
uk,usa,usa,usa,,usa,netherlands
usa,italy,usa,canada,,usa,mexico
switzerland,usa,taiwan,taiwan,USA,france,usa
china,taiwan,china,japan,USA,s. korea,usa
japan,usa,mexico,usa,,usa,australia
india,saudi-arabia,china,norway,,usa,japan
germany,france,usa,usa,,canada,japan
india,usa,japan,china,,usa,canada
usa,chile,usa,usa,,ireland,india
france,usa,usa,usa,USA,russia,mexico
netherlands,usa,netherlands,taiwan,Poland,mexico,china
usa,singapore,japan,usa,Canada,taiwan,usa
india,taiwan,indonesia,japan,,taiwan,india
sweden,usa,australia,china,Canada,usa,usa
usa,india,brazil,usa,USA,usa,china
sweden,chile,usa,japan,,usa,switzerland
germany,netherlands,taiwan,china,,italy,taiwan
usa,china,japan,usa,,sweden,usa
australia,singapore,usa,usa,USA,usa,usa
usa,denmark,usa,indonesia,,japan,china
brazil,usa,mexico,thailand,,indonesia,denmark
,japan,china,usa,,russia,netherlands
usa,japan,denmark,japan,,india,usa
norway,usa,germany,finland,France,japan,usa
canada,sweden,china,china,,usa,saudi arabia
australia,usa,taiwan,taiwan,,denmark,france
south korea,united-kingdom,usa,usa,USA,netherlands,japan
japan,usa,japan,usa,,norway,
usa,none,usa,portugal,,taiwan,taiwan
usa,united-kingdom,china,usa,USA,usa,japan
japan,canada,usa,netherlands,USA,usa,norway
china,new-zealand,uae,australia,Luxembourg,china,usa
usa,canada,norway,austria,,taiwan,usa
usa,south-africa,usa,sweden,USA,usa,usa
thailand,india,usa,india,India,india,usa
usa,united-kingdom,usa,japan,,brazil,australia
usa,switzerland,germany,usa,,usa,thailand
france,united-kingdom,thailand,usa,USA,finland,usa
usa,switzerland,usa,usa,,usa,japan
japan,japan,s. arabia,germany,,usa,turkey
usa,germany,usa,usa,Canada,mexico,south africa
india,usa,usa,usa,Japan,chile,brazil
canada,usa,india,luxembourg,,s. arabia,usa
canada,france,japan,france,,japan,france
germany,none,france,usa,,france,usa
sweden,spain,usa,france,,usa,usa
usa,india,usa,bm,UK,japan,netherlands
south korea,usa,usa,s. arabia,,france,usa
israel,italy,austria,japan,South Korea,turkey,chile
sweden,usa,australia,india,,usa,usa
taiwan,usa,denmark,south africa,,usa,united arab emirates
spain,usa,japan,usa,,usa,india
japan,south-africa,japan,brazil,,japan,australia
germany,usa,usa,usa,,france,usa
