00-avengers-categories,01-DDD-categories,04-iGMM-categories
"['banks', 'financial services']",wellness ,[]
"['drugstore', 'internet', 'e-commerce', 'healthcare', 'tech']",none,['Chemicals']
['transportation'],home-and-kitchen-appliances retail ,[]
,insurance ,[]
,internet tech food food-delivery ,['Retail']
"['automakers', 'manufacturing']",automotive-suppliers auto-parts manufacturing ,[]
,none,[]
"['banks', 'financial services']",software tech ,
"['retail', 'food', 'supermarket chains']",professional-services it-services ,[]
,transportation rental-and-leasing-services ,
"['toll road operators', 'infrastructure']",none,
['insurance'],none,
,diagnostics genomics ,['MotorcycleManufacturers']
['construction'],telecommunication ,
"['oil&gas', 'energy']",medical-devices medical-equipment ,[]
"['oil&gas', 'energy']",insurance ,
"['restaurant chains', 'food']",internet advertising video-games entertainment tech ,
"['electricity', 'dax', 'energy']",none,
"['energy', 'electricity', 'utility companies']",chemicals ,['Telecommunication']
,real-estate ,[]
"['mining', 'gold mining']",banks financial-services ,['Investment']
['financial services'],none,
"['banks', 'financial services']",construction ,[]
"['banks', 'financial services']",energy renewable-energy ,[]
,none,
['telecommunication'],media-press ,['Financialservices']
"['cement', 'building materials']",conglomerate ,
"['airports', 'infrastructure']",none,['Financialservices']
"['banks', 'financial services', 'cac 40']",internet media-press e-commerce tech ,
"['electricity', 'energy']",none,
,real-estate reit hotels travel entertainment ,
,banks financial-services ,
"['pharmaceuticals', 'biotech']",airports infrastructure ,
"['dax', 'chemicals', 'consumer goods']",investment asset-management ,
"['defense contractors', 'aerospace']",software tech ,['Chemicals']
"['tech', 'tech hardware', 'electronics']",none,['Food']
['home & kitchen appliances'],none,
"['banks', 'financial services']",software tech ,['Transportation']
,none,
,insurance ,
"['electricity', 'energy', 'oil&gas']",none,['Chemicals']
"['robotics', 'machinery manufacturing', 'manufacturing']",tech internet ,[]
['insurance'],utility-companies oil-gas energy ,[]
"['tech', 'software', 'it security']",none,['Realestate']
,railways transportation ,['Carrental']
"['energy', 'utility companies', 'electricity']",none,[]
,retail ,
"['engineering', 'professional services']",engineering ,
"['telecommunication', 'cac 40']",semiconductors tech ,
,clothing retail ,[]
['insurance'],investment ,[]
,none,
"['software', 'internet', 'tech']",banks financial-services ,
['insurance'],none,['Telecommunication']
"['pharmaceuticals', 'biotech', 'healthcare']",food restaurant-chains ,[]
"['electricity', 'energy']",semiconductors tech tech-hardware ,
,electricity energy ,['Insurance']
"['specialty vehicles', 'manufacturing']",software tech ,['Mining']
['dairy companies'],none,['Chemicals']
,financial-services tech ,[]
"['software', 'tech']",none,[]
['courier'],none,
"['oil&gas', 'energy']",real-estate ,
"['hotels', 'travel']",none,['Financialservices']
"['it services', 'professional services']",automakers manufacturing ,['Beverages']
"['defense contractors', 'cac 40']",none,
['banks'],software professional-services ,
"['software', 'tech']",food retail ,
"['flavors & fragrances', 'cosmetics and beauty']",none,
['chemicals'],software tech ,['Engineering']
"['automakers', 'manufacturing', 'electric vehicles']",waste-recycling ,
"['financial services', 'insurance']",retail ,
['professional services'],diagnostics healthcare ,
"['entertainment', 'media/press']",steel-producers steel-industry manufacturing engineering ,[]
['beverages'],professional-services ,['Construction']
"['financial services', 'tech']",none,[]
,oil-gas chemicals ,[]
['utility companies'],chemicals ,
"['professional services', 'it services']",financial-services ,
['banks'],pharmaceuticals biotech ,['Healthcare']
"['automotive suppliers', 'autonomous driving']",chemicals oil-gas ,
"['mining', 'investment', 'gold mining']",software tech video-games entertainment ,
"['banks', 'financial services']",none,[]
['investment'],software tech education ,['Realestate']
['tech'],none,
['telecommunication'],semiconductors tech tech-hardware manufacturing ,[]
,none,['Realestate']
"['pharmaceuticals', 'biotech']",none,
"['banks', 'financial services']",tech tech-hardware electronics ,
['investment'],transportation ,[]
"['real estate', 'investment']",none,
"['financial services', 'banks']",airlines travel transportation ,['Chemicals']
"['supermarket chains', 'retail']",cement building-materials ,
['telecommunication'],none,
['chemicals'],internet tech ,[]
,professional-services ,[]
"['healthcare', 'medical care facilities']",none,['Education']
,none,
['insurance'],airports infrastructure ,[]
"['pharmaceuticals', 'biotech']",retail luxury-goods ,
['financial services'],none,
['pharmaceuticals'],healthcare ,
"['electricity', 'energy']",none,[]
,real-estate investment reit ,['Realestate']
['retail'],retail ,['Automakers']
"['automakers', 'manufacturing']",insurance ,
"['real estate', 'investment']",none,['Mining']
['construction'],none,
['real estate'],education internet ,
['telecommunication'],none,
['real estate'],software tech ,['Healthcare']
,software tech ,[]
['food'],none,['Retail']
"['scientific & technical instruments', 'dax']",electronics tech tech-hardware ,
"['electricity', 'dax', 'energy', 'utility companies']",none,['Investment']
"['dax', 'consumer goods']",real-estate investment ,
['investment'],energy utility-companies electricity oil-gas ,['Manufacturing']
"['energy', 'oil&gas']",none,[]
,chemicals ,[]
,none,
,aluminum mining ,[]
,none,
['telecommunication'],investment financial-services ,
['financial services'],electricity batteries ,['Telecommunication']
['tires'],pharmaceuticals biotech ,[]
['retail'],none,
"['home & kitchen appliances', 'electronics', 'manufacturing']",none,
['medical devices'],banks financial-services ,
"['autonomous driving', 'software', 'tech']",none,
,software tech ,
"['renewable energy', 'electricity', 'energy']",semiconductors tech ,['Financialservices']
['food'],none,
"['electronics', 'tech', 'tech hardware']",none,['Transportation']
['insurance'],none,['Realestate']
"['oil&gas', 'energy']",none,[]
"['banks', 'financial services']",energy renewable-energy manufacturing ,[]
,energy oil-gas ,
"['transportation', 'maritime transportation', 'container shipping']",conglomerate ,
"['gambling', 'entertainment']",building-materials ,[]
['insurance'],none,['Insurance']
['food'],healthcare ,
"['banks', 'financial services']",automotive-suppliers ,[]
"['utility companies', 'energy', 'electricity']",real-estate ,
['telecommunication'],banks financial-services ,[]
"['internet', 'e-commerce', 'tech']",none,[]
['building materials'],none,[]
"['software', 'tech', 'travel']",financial-services insurance ,
['financial services'],none,
['beverages'],financial-services banks ,[]
['cac 40'],none,
['rental & leasing services'],conglomerate professional-services infrastructure ,
"['energy', 'electricity', 'utility companies']",none,['Tires']
['real estate'],railways infrastructure transportation ,['Mining']
"['banks', 'financial services']",none,[]
"['machinery manufacturing', 'manufacturing']",financial-services tech ,
"['software', 'tech']",real-estate ,['Engineering']
"['alcoholic beverages', 'beverages']",real-estate investment reit ,
,engineering ,[]
"['semiconductors', 'tech']",manufacturing packaging ,
['insurance'],airports infrastructure ,['Realestate']
['specialty vehicles'],none,['Investment']
"['automakers', 'electric vehicles']",none,[]
['medical devices'],real-estate investment ,['Transportation']
,none,[]
['cac 40'],electricity utility-companies energy ,
"['insurance', 'investment', 'financial services']",insurance ,
['building materials'],none,
"['gambling', 'entertainment']",none,[]
"['pharmaceuticals', 'biotech']",airlines travel transportation ,[]
['financial services'],video-games tech entertainment ,['Clothing']
"['electricity', 'energy']",pharmaceuticals biotech ,['Investment']
['pharmaceuticals'],real-estate investment reit ,['Food']
,biotech ,
,food ,[]
"['electronics', 'tool manufacturers', 'manufacturing']",manufacturing machinery-manufacturing ,[]
"['airlines', 'travel', 'transportation']",none,
"['banks', 'financial services']",food ,
"['mining', 'coal mining', 'energy']",manufacturing electronics tech tech-hardware ,[]
['food'],banks financial-services ,
"['energy', 'renewable energy', 'electricity', 'utility companies']",banks financial-services ,
['insurance'],energy renewable-energy ,[]
"['food', 'restaurant chains']",none,['Chemicals']
['food'],none,[]
,pharmaceuticals biotech ,
"['real estate', 'reits', 'investment']",biotech pharmaceuticals ,[]
"['electronics', 'tech', 'tech hardware']",none,['Machinerymanufacturing']
"['telecommunication', 'media/press']",oil-gas energy ,['Realestate']
['ports'],manufacturing ,['Transportation']
"['engineering', 'machinery manufacturing', 'manufacturing']",mining ,
"['railways', 'transportation']",reit real-estate investment ,[]
"['airlines', 'travel', 'transportation']",professional-services software tech ,
"['software', 'internet', 'tech']",insurance ,[]
['real estate'],medical-devices ,
['food'],biotech pharmaceuticals ,
"['electricity', 'energy']",none,[]
"['mining', 'gold mining']",none,
['pharmaceuticals'],real-estate ,[]
,electronics ,[]
"['banks', 'financial services']",none,
"['footwear', 'sports goods', 'dax', 'clothing']",retail furniture ,[]
"['financial services', 'insurance']",advertising media-press ,[]
"['real estate', 'investment']",food dairy ,
,pharmaceuticals biotech ,
"['retail', 'cosmetics and beauty']",electronics manufacturing ,['Realestate']
['food'],semiconductors tech tech-hardware ,
['tobacco'],none,
,airports infrastructure ,['Telecommunication']
"['banks', 'financial services']",oil-gas energy ,[]
['real estate'],software tech ,[]
"['professional services', 'it services', 'software', 'tech']",energy oil-gas ,['MediaPress']
['medical devices'],retail clothing ,
"['banks', 'financial services']",manufacturing auto-parts ,['Professionalservices']
"['food delivery', 'internet', 'food', 'tech']",biotech pharmaceuticals genomics ,['Healthcare']
"['pharmaceuticals', 'biotech']",utility-companies ,
"['internet', 'tech']",energy renewable-energy ,
['internet'],oil-gas energy ,
"['electricity', 'energy']",retail ,['Insurance']
"['tech', 'networking hardware']",rental-and-leasing-services ,[]
['conglomerate'],food ,[]
"['energy', 'oil&gas']",asset-management financial-services investment ,
"['banks', 'financial services', 'dax']",banks financial-services ,[]
"['oil&gas', 'energy']",insurance ,
['financial services'],internet e-commerce tech ,
['telecommunication'],insurance ,[]
"['railways', 'transportation']",mining silver-mining gold-mining ,[]
"['conglomerate', 'telecommunication', 'infrastructure', 'ports']",banks financial-services ,[]
"['manufacturing', 'machinery manufacturing']",none,[]
"['electronics', 'tech', 'tech hardware']",construction infrastructure real-estate ,['RentalLeasingServices']
"['tech', 'internet', 'software']",none,['Food']
"['oil&gas', 'energy']",electronics manufacturing ,
"['it services', 'professional services']",pharmaceuticals biotech ,
['engineering'],none,
['pharmaceuticals'],financial-services insurance ,
['mining'],media-press sports ,
"['steel producers', 'steel industry']",utility-companies electricity energy ,[]
,financial-services ,
"['cac 40', 'steel producers', 'steel industry']",home-and-kitchen-appliances ,
"['automakers', 'electric vehicles']",manufacturing ,[]
,banks financial-services ,
"['telecommunications equipment', 'tech']",none,[]
"['oil&gas', 'energy']",none,
"['electronics', 'manufacturing']",telecommunication ,[]
"['healthcare', 'internet', 'tech', 'software']",none,
['professional services'],biofuel renewable-energy ,
['internet'],financial-services internet ,[]
,tech tech-hardware ,
['healthcare'],medical-devices ,['Tobacco']
"['banks', 'financial services']",none,
,advertising software tech ,['Construction']
,investment infrastructure ,[]
['pulp and paper'],professional-services ,[]
"['banks', 'financial services', 'cac 40']",none,
['real estate'],cement building-materials ,[]
"['oil&gas', 'energy']",none,
"['oil&gas', 'energy']",packaging ,['Insurance']
,automakers electric-vehicles manufacturing ,
"['oil&gas', 'transportation', 'infrastructure', 'energy']",pharmaceuticals biotech ,['Manufacturing']
"['electricity', 'utility companies', 'energy']",none,['Food']
['paint & coating'],investment food ,
['chemicals'],media-press telecommunication ,['Financialservices']
,none,['Packaging']
['insurance'],media-press ,[]
,none,
"['construction', 'infrastructure']",none,[]
"['real estate', 'dax', 'reits']",medical-care-facilities ,['MediaPress']
['consumer goods'],none,[]
,food ,
['automakers'],energy oil-gas ,
"['banks', 'financial services']",none,
"['tires', 'cac 40']",automotive-suppliers ,
,tobacco ,['Mining']
['pharmaceuticals'],banks financial-services ,['Realestate']
"['software', 'tech']",engineering construction ,[]
"['video games', 'entertainment']",none,
