"Name","Industry","Headquarter","Ownership","Foundation Year"
"Samsung Electronics","","","",""
"Samsung Electronics","","","",""
"TVS Supply Chain Solutions","Logistics","Chennai, Tamil Nadu, India","","1896 (127 yrs old)"
"Ajanta Pharma","Pharma","Mumbai, Maharashtra, India","Public","1973 (50 yrs old)"
"Extramarks Education","EdTech","Noida,Uttar Pradesh, India","Private","2007 (16 yrs old)"
"Exide Industries","Auto Components","Kolkata, West Bengal, India","Public","1947 (76 yrs old)"
"PepsiCo","Food Processing","Harrison, New York, United States (USA)","Private","1989 (34 yrs old)"
"Cholamandalam MS General Insurance","Insurance","Chennai, Tamil Nadu, India","JV","2001 (22 yrs old)"
"Bajaj Allianz General Insurance Company Ltd","Financial Services","","",""
"Societe Generale","Financial Services","Bangalore/Bengaluru, Karnataka, India","Private","2000 (23 yrs old)"
"R.R. Donnelley","BPO","Chicago, Illinois, United States (USA)","Private","1864 (159 yrs old)"
"BHEL","Electrical Equipment","Bangalore/Bengaluru, Karnataka, India","Private","1964 (59 yrs old)"
"Britannia","Food Processing","Reading,Reading, United Kingdom","Public","1892 (131 yrs old)"
"Blue Star","Consumer Electronics & Appliances","Mumbai, Maharashtra, India","Public","1943 (80 yrs old)"
"Kalyan Jewellers","Metals & Mining","India","Private","1993 (30 yrs old)"
"Mahindra Rural Housing Finance","Financial Services","Mumbai,Maharashtra, India","Public","2007 (16 yrs old)"
"The Himalaya Drug Company","Pharma","San Francisco,California, United States","Private","1930 (93 yrs old)"
"Renault-Nissan","Automobile","Chennai, Tamil Nadu, India","Private","2007 (16 yrs old)"
"Emcure Pharmaceuticals","Pharma","Pune, India","Private","1981 (42 yrs old)"
"Mahindra Holidays & Resorts","Hospitality","Mumbai, Maharashtra, India","Private","1996 (27 yrs old)"
"PVR Cinemas","Media & Entertainment","Gurgaon, India","Public","1997 (26 yrs old)"
"Raymond","Fashion & Textile","New York, United States","Public","1925 (98 yrs old)"
"BlackBuck","Logistics","Bangalore,Karnataka, India","Private","2015 (8 yrs old)"
"Poonawalla Fincorp","NBFC","Mumbai, Maharashtra, India","Public","1988 (35 yrs old)"
"Dalmia Bharat Cement","Building Material","Delhi/NCR, New Delhi, India","Public","1935 (88 yrs old)"
"IGT Solutions","IT Services & Consulting","Gurgaon/Gurugram, Haryana, India","Private","1998 (25 yrs old)"
"Sonalika Tractors","Automobile","Hoshiarpur, Punjab, India","Private","1969 (54 yrs old)"
"State Street Corporation","Financial Services","Boston,Massachusetts, United States","Private","1792 (231 yrs old)"
"Yazaki","Auto Components","Tokyo, Tokyo, Japan","Private","1941 (82 yrs old)"
"TVS Sundram Fasteners","Auto Components","Chennai, Tamil Nadu, India","Public","1966 (57 yrs old)"
"Exide Life Insurance","Insurance","Bangalore/Bengaluru, Karnataka, India","Private","2001 (22 yrs old)"
"Sterling & Wilson","Real Estate","Mumbai, India","Private","1927 (96 yrs old)"
"Ambuja Cements","Building Material","Mumbai, Maharashtra, India","Public","1983 (40 yrs old)"
"UNO Minda","Auto Components","Gurgaon, India","","1958 (65 yrs old)"
"Parle Agro","Food Processing","Mumbai, Maharashtra, India","Private","1984 (39 yrs old)"
"CG Power and Industrial Solutions","Electronics Manufacturing","Mumbai, Maharashtra, India","Public","1937 (86 yrs old)"
"TVS Credit","NBFC","Chennai,Tamil Nadu, India","Public","2008 (15 yrs old)"
"Shree Cement","Building Material","Kolkata, West Bengal, India","Public","1979 (44 yrs old)"
"Exotic Learning","EdTech","Lucknow, Uttar Pradesh, India","Private","2020 (3 yrs old)"
"Shahi Exports","Import & Export","Faridabad, Haryana, India","Private","1974 (49 yrs old)"
"V-Mart","Retail","Gurgaon/Gurugram, Haryana, India","Public","2002 (21 yrs old)"
"Force Motors","Automobile","Pune, Maharashtra, India","Public","1958 (65 yrs old)"
"Datamatics Global Services","IT Services & Consulting","Mumbai, India","Public","1975 (48 yrs old)"
"Brakes India","Auto Components","Chennai, Tamil Nadu, India","Partnership","1962 (61 yrs old)"
"Indus Towers","Telecom","Gurgaon,Haryana, India","Private","2007 (16 yrs old)"
"Mahindra Logistics","Other","Mumbai,Maharashtra, India","Public","2000 (23 yrs old)"
"Grasim Industries","Building Material","Nagda, India","Public","1947 (76 yrs old)"
"Reliance Trends","Retail","Navi Mumbai, Maharashtra, India","Private","2006 (17 yrs old)"
"DS Group","FMCG","Noida, Uttar Pradesh, India","Private","1929 (94 yrs old)"
"café Coffee day","Beverage","Bengaluru, Karnataka, India","Private","1996 (27 yrs old)"
"Shriram City","Financial Services","Chennai, Tamil Nadu, India","Public","1986 (37 yrs old)"
"Whirlpool","Consumer Electronics & Appliances","Michigan, United States (USA)","Public","1911 (112 yrs old)"
"Big Bazaar","Retail","Mumbai, Maharashtra, India","Private","2001 (22 yrs old)"
"Indian Navy","Defence & Aerospace","Delhi/NCR, Delhi, India","Private","1950 (73 yrs old)"
"NIIT Technologies","IT Services & Consulting","Noida, Uttar Pradesh, India","Public","2004 (19 yrs old)"
"IKS Health","Healthcare","Mumbai,Maharashtra, India","Private","2007 (16 yrs old)"
"ElasticRun","Logistics","Pune,Maharashtra, India","Private","2016 (7 yrs old)"
"Bharti AXA Life Insurance","Insurance","Mumbai, India","Private","2006 (17 yrs old)"
"Delphi TVS","Auto Components","Kanchipuram, Tamil Nadu, India","Private","1989 (34 yrs old)"
"Sterlite Technologies","Hardware & Networking","Pune, Maharashtra, India","Public","1988 (35 yrs old)"
"Myntra","Retail","Bangalore,Karnataka, India","Private","2007 (16 yrs old)"
"XpressBees","Logistics","Pune,Maharashtra, India","Private","2015 (8 yrs old)"
"Honda","Automobile","Greater Noida, Uttar Pradesh, India","Private","1985 (38 yrs old)"
"3i Infotech","IT Services & Consulting","Mumbai, Maharashtra, India","Public","1993 (30 yrs old)"
"Sobha","Real Estate","Bangalore/Bengaluru, Karnataka, India","Public","1995 (28 yrs old)"
"BT Group","Telecom","London, United Kingdom (UK)","Private","1846 (177 yrs old)"
"Kansai Nerolac Paints","Chemicals","Mumbai, Maharashtra, India","Public","1920 (103 yrs old)"
"Tata Motors Finance","NBFC","Mumbai, Maharashtra, India","Private","1957 (66 yrs old)"
"ICICI Securities","","Mumbai, Maharashtra, India","Public","1995 (28 yrs old)"
"Indiabulls","NBFC","Gurgaon/Gurugram, Haryana, India","Public","2000 (23 yrs old)"
"Thomson Reuters","Printing & Publishing","Toronto, Canada","Private","2008 (15 yrs old)"
"JK Tyres","Auto Components","New Delhi, India","Private","1951 (72 yrs old)"
"Cybage","IT Services & Consulting","Pune, Maharashtra, India","Private","1995 (28 yrs old)"
"SRF","Chemicals / Agri Inputs","Gurgaon/Gurugram, Haryana, India","Public","1970 (53 yrs old)"
"Shell","Oil & Gas","London, England, India","Public","2004 (19 yrs old)"
"Bharat Petroleum","Oil & Gas","Mumbai, Maharashtra, India","Private","1952 (71 yrs old)"
"Future Generali India Life Insurance","Insurance","Mumbai, India","Private","2007 (16 yrs old)"
"Lodha group","Real Estate","Mumbai, Maharashtra, India","Private","1980 (43 yrs old)"
"Bhushan Power & Steel","Iron & Steel","Delhi/NCR, New Delhi, India","Private","1970 (53 yrs old)"
"Johnson Controls","IT Services & Consulting","Cork, Ireland","Public","1995 (28 yrs old)"
"Endurance Technologies","Auto Components","Aurangabad, Maharashtra, India","Public","1985 (38 yrs old)"
"Blinkit","Internet","Gurgaon,Haryana, India","Private","2013 (10 yrs old)"
"GE","Engineering & Construction","Boston, Massachusetts, United States (USA)","Private","1892 (131 yrs old)"
"JCB","Industrial Machinery","Rocester, Staffordshire, England","Private","1945 (78 yrs old)"
"Wockhardt","Pharma","Mumbai, Maharashtra, India","Public","1999 (24 yrs old)"
"GVK Emergency Management and Research Institute","Non-Profit","Hyderabad/Secunderabad, Telangana, India","Private","2005 (18 yrs old)"
"Crom?","Retail","Mumbai, Maharashtra, India","Private","2006 (17 yrs old)"
"Barclays","Banking","London, UnitedKingdom","Private","1690 (333 yrs old)"
"Zomato","Internet","Gurgaon,Haryana, India","Public","2008 (15 yrs old)"
"Gabriel India","Auto Components","Pune, Maharashtra, India","Public","1961 (62 yrs old)"
"CSS Corp","IT Services & Consulting","San Jose, California, United States (USA)","Private","1996 (27 yrs old)"
"Lucas-TVS","Auto Components","Chennai, Tamil Nadu, India","Private","1961 (62 yrs old)"
"Coromandel International","Agriculture","Hyderabad/Secunderabad, Telangana, India","Public","1961 (62 yrs old)"
"Kalpataru Power Transmission","Power","Mumbai, Maharashtra, India","Public","1981 (42 yrs old)"
"Info Edge","Internet","Noida, Uttar Pradesh, India","Public","1995 (28 yrs old)"
"Cadila Pharmaceuticals","Pharma","Ahmedabad, Gujrat, India","Public","1951 (72 yrs old)"
"Saint-Gobain","Building Material","Paris, France","Private","1665 (358 yrs old)"
"Coforge","IT Services & Consulting","Noida, Uttar Pradesh, India","Public","2004 (19 yrs old)"
"Sopra Steria","IT Services & Consulting","Paris, Ile-de-France, France","Private","1968 (55 yrs old)"
"Square Yards","Real Estate","Gurgaon,Haryana, India","Private","2013 (10 yrs old)"
"Bureau Veritas","Accounting & Auditing","La Défense, France","Private","1828 (195 yrs old)"
"Power Mech Projects","Engineering & Construction","Hyderabad/Secunderabad, Telangana, India","Public","2007 (16 yrs old)"
"Parle Products","Food Processing","Mumbai, India","Private","1929 (94 yrs old)"
"AXA Business Services","Insurance","Paris, France","Private","1995 (28 yrs old)"
"Syngene International","Pharma","Bangalore/Bengaluru, Karnataka, India","Public","1993 (30 yrs old)"
"Tata Capital Financial Services","Financial Services","Mumbai, India","Public","2007 (16 yrs old)"
"BA Continuum","IT Services & Consulting","Gurgaon/Gurugram, Haryana, India","Private","2003 (20 yrs old)"
"Sigma Electric Manufacturing Corporation","Industrial Machinery","Garner, North Carolina, United States (USA)","Private","1982 (41 yrs old)"
"ValueLabs","IT Services & Consulting","Hyderabad/Secunderabad, Telangana, India","Private","1997 (26 yrs old)"
"RMSI","IT Services & Consulting","Noida, Uttar Pradesh, India","Private","1992 (31 yrs old)"
"Yamaha Motor","Automobile","Iwata, Shizuoka, Japan","Private","2007 (16 yrs old)"
"Adani Wilmar","FMCG","Ahmedabad, Gujrat, India","Public","1999 (24 yrs old)"
"Hindustan Aeronautics","Defence & Aerospace","Bangalore/Bengaluru, Karnataka, India","Private","1940 (83 yrs old)"
"Renault Nissan Technology & Business Centre India","Automobile","Chennai, Tamil Nadu,","","2007 (16 yrs old)"
"IDBI Bank","Banking","Mumbai, Maharashtra, India","Public","1964 (59 yrs old)"
"Karvy Data Management Services","Analytics & KPO","Hyderabad/Secunderabad, Telangana, India","Private","2008 (15 yrs old)"
"Aavas Financiers","Financial Services","Jaipur, Rajasthan, India","Public","2011 (12 yrs old)"
"Oberoi Group of Hotels","Hospitality","Delhi/NCR, Delhi, India","Private","1934 (89 yrs old)"
"MSN Laboratories","Pharma","Hyderabad/Secunderabad, Telangana, India","Private","2003 (20 yrs old)"
"MetLife","IT Services & Consulting","New York, United States (USA)","Private","2008 (15 yrs old)"
"Hyatt Regency","Hospitality","New Delhi, Delhi, India","Private","1980 (43 yrs old)"
"Ninjacart","Logistics","Bangalore,Karnataka, India","Private","2015 (8 yrs old)"
"Dr Lal PathLabs","Healthcare","Gurgaon/Gurugram, Haryana, India","Public","1949 (74 yrs old)"
"Jet Airways","Aviation","Mumbai, Maharashtra, India","Public","1993 (30 yrs old)"
"Piramal Group","Financial Services","Mumbai, India","Private","1980 (43 yrs old)"
"Cisco","Hardware & Networking","San Jose,California, United States","Public","1984 (39 yrs old)"
"S&P Global","IT Services & Consulting","New York City,New York, United States","Public","1917 (106 yrs old)"
"Narayana Health","Healthcare","Bangalore/Bengaluru, Karnataka, India","","2000 (23 yrs old)"
"Fujitsu","IT Services & Consulting","Bangalore/Bengaluru, Karnataka, India","Private","1935 (88 yrs old)"
"SAP","IT Services & Consulting","Walldorf, Baden-Württemberg, Germany","Private","1972 (51 yrs old)"
"Tata Play","Media & Entertainment","Mumbai, Maharashtra, India","Public","2006 (17 yrs old)"
"CMS Infosystems","IT Services & Consulting","Mumbai,Maharashtra, India","Private","2008 (15 yrs old)"
"Canara HSBC Life Insurance","Insurance","Gurgaon/Gurugram, Haryana, India","Government","2008 (15 yrs old)"
"Metro","Retail","Bangalore/Bengaluru, Karnataka, India","Private","1964 (59 yrs old)"
"Sify Technologies","Telecom","Chennai,Tamil Nadu, India","Private","1995 (28 yrs old)"
"Vardhman Fabrics","Fashion & Textile","","",""
"Taj Hotels Resorts and Palaces","Hospitality","Mumbai, Maharashtra, India","","1903 (120 yrs old)"
"Akums Drugs & Pharmaceuticals","Pharma","Delhi/NCR, New Delhi, India","Private","2004 (19 yrs old)"
"Aragen Life Sciences","Pharma","Hyderabad/Secunderabad, Telangana, India","Private","2000 (23 yrs old)"
"HERE Technologies","IT Services & Consulting","Eindhoven, North Brabant, Netherlands","Private","1985 (38 yrs old)"
"Foxconn","Electronics Manufacturing","Taipei, Taiwan","Private","1974 (49 yrs old)"
"AECOM","Engineering & Construction","Dallas, USA","Private","1990 (33 yrs old)"
"Jubilant Foods Works","Retail","Noida, Uttar Pradesh, India","Public","1995 (28 yrs old)"
"Vedantu","EdTech","Bangalore,Karnataka, India","Private","2011 (12 yrs old)"
"Honeywell Automation","Consumer Electronics & Appliances","Morris Plains, New Jersey, United States (USA)","Public","1906 (117 yrs old)"
"suzuki motor gujarat","","","",""
"Care Health Insurance","Internet","Gurgaon, Haryana, India","Public","2012 (11 yrs old)"
"G R Infraprojects","Engineering & Construction","Udaipur, Rajasthan, India","Public","1995 (28 yrs old)"
"SGS","Facility Management Services","Geneva, Geneva, Switzerland","Private","1878 (145 yrs old)"
"WABCO","Auto Components","Berne, Switzerland","Public","1969 (54 yrs old)"
"Star Health & Allied Insurance","Insurance","Chennai, Tamil Nadu, India","Private","2006 (17 yrs old)"
"XL Dynamics","Accounting & Auditing","Navi Mumbai, India","Private","2002 (21 yrs old)"
"Laurus Labs","Pharma","Hyderabad/Secunderabad, Telangana, India","Public","2005 (18 yrs old)"
"Citibank","Banking","New York, New York, United States (USA)","Private","1812 (211 yrs old)"
"Jindal Stainless","Iron & Steel","Delhi/NCR, New Delhi, India","Public","1970 (53 yrs old)"
"Reckitt Benckiser","FMCG","Slough,Slough, United Kingdom","Private","1999 (24 yrs old)"
"DIVI'S Laboratories","Healthcare","Hyderabad/Secunderabad, Telangana, India","Public","1990 (33 yrs old)"
"Tata Elxsi","IT Services & Consulting","Bangalore/Bengaluru, Karnataka, India","Public","1989 (34 yrs old)"
"Aon","Financial Services","London, United Kingdom (UK)","Private","1940 (83 yrs old)"
"Reliance General Insurance","Insurance","Mumbai, Maharashtra, India","Private","2000 (23 yrs old)"
"Xoriant","IT Services & Consulting","Sunnyvale, California, United States (USA)","Private","1990 (33 yrs old)"
"Procter & Gamble","FMCG","Cincinnati, Ohio, United States (USA)","Public","1837 (186 yrs old)"
"Intellect Design Arena","FinTech","Chennai, Tamil Nadu, India","Public","2014 (9 yrs old)"
"Allsec Technologies","Recruitment","Chennai, Tamil Nadu, India","Public","2000 (23 yrs old)"
"Microland","IT Services & Consulting","Bangalore, India","Public","1989 (34 yrs old)"
"Uflex","Packaging","Noida, Uttar Pradesh, India","Public","1985 (38 yrs old)"
"Cavinkare","FMCG","Chennai, Tamil Nadu, India","Private","1983 (40 yrs old)"
"Kotak Securities","Financial Services","Mumbai, Maharashtra, India","Private","1994 (29 yrs old)"
"Amazon Transportation Services","Logistics","Seattle, Washington, United States (USA)","Private","2012 (11 yrs old)"
"Harman Connected Services","IT Services & Consulting","Mountain View, California, United States (USA)","Private","2001 (22 yrs old)"
"FedEx Express","Logistics","Moon Township, United States (USA)","Private","1971 (52 yrs old)"
"Dell EMC","IT Services & Consulting","Hopkinton, UnitedStates","Private","1979 (44 yrs old)"
"Adecco Group","Recruitment","Zurich,Zurich, Switzerland","Private","1999 (24 yrs old)"
"KONE","Engineering & Construction","Chennai, Tamil Nadu, India","Private","1910 (113 yrs old)"
"Mother Dairy Fruit & Vegetable","Food Processing","Noida, Uttar Pradesh, India","Private","1974 (49 yrs old)"
"Philips","Healthcare","Amsterdam, Netherlands","Private","1930 (93 yrs old)"
"Max Fashion","Healthcare","Abu Dhabi, United Arab Emirates (UAE)","Private","2014 (9 yrs old)"
"Bank of Baroda","Banking","Vadodara/Baroda, Gujrat, India","Private","1908 (115 yrs old)"
"Citicorp","Financial Services","Mumbai, Maharashtra, India","Private","1997 (26 yrs old)"
"Quest Global","IT Services & Consulting","Singapore, Singapore","Private","1997 (26 yrs old)"
"Samsung India Electronics","Consumer Electronics & Appliances","","",""
"Motilal Oswal Financial Services","Financial Services","Mumbai, Maharashtra, India","Public","1987 (36 yrs old)"
"ITC Hotels","Hospitality","Kolkata, West Bengal, India","Public","1975 (48 yrs old)"
