,Unnamed: 0,Name,Industry,Sector,Headquarters,Founded,Notes
335,335,Jadrolinija,Industrials,Marine transportation,Rijeka,1947,National sea transport
336,336,Jamnica,Consumer goods,Soft drinks,Zagreb,1828,"Non-alcoholic beverages, part of Fortenova Group"
337,337,Jugoton,Consumer services,Broadcasting & entertainment,Zagreb,1947,"Record label, defunct 1990"
338,338,Karlovačka pivovara,Consumer goods,Brewers,Karlovac,1854,Brewery
339,339,Kandit,Consumer goods,Food products,Osijek,1920,Confectionery
340,340,Koestlin,Consumer goods,Food products,Bjelovar,1905,Confectionery
341,341,KONČAR Group,Industrials,Electronic equipment,Zagreb,1921,Industrial electronic appliances
342,342,Konstruktor-Split,Industrials,Heavy construction,Split,1945,Construction company
343,343,Konzum,Consumer services,Food retailers & wholesalers,Zagreb,1957,Supermarket chain
344,344,Kraljevica Shipyard,Industrials,Commercial vehicles & trucks,Kraljevica,1729,Shipyard
345,345,Kraš,Consumer goods,Food products,Zagreb,1950,Confectionery products
346,346,Ledo,Consumer goods,Food products,Zagreb,1958,"Subsidiary of Fortenova Group, frozen foods and various desserts"
347,347,Luka Ploče,Industrials,Transportation services,Ploče,1952,Managing company of the Ploče seaport
348,348,Matica hrvatska,Consumer services,Publishing,Zagreb,1842,Publisher
349,349,Menart Records,Consumer services,Broadcasting & entertainment,Zagreb,1994,Record label
350,350,Narodni trgovački lanac,Consumer services,Broadline retailers,Zagreb,2008,Retail chain
351,351,Odašiljači i veze,Technology,Internet,Zagreb,2001,Digital television and WiMAX operator
352,352,Petrokemija,Basic materials,Commodity chemicals,Kutina,1968,Fertilizer manufacturer
353,353,Pivovara Ličanka,Consumer goods,Brewers,Gospić,1997,Brewery
354,354,Plinacro,Utilities,Gas distribution,Zagreb,2001,Natural gas transmission
355,355,Pliva,Health care,Pharmaceuticals,Zagreb,1921,Pharmaceuticals
356,356,Plovput,Industrials,Transportation services,Split,1992,Waterway infrastructure
357,357,Podravka,Consumer goods,Food products,Koprivnica,1934,Food products
358,358,Primorska banka,Financials,Banks,Rijeka,2001,"Bank, defunct 2018"
359,359,Privredna banka Zagreb,Financials,Banks,Zagreb,1966,"Bank, part of Intesa Sanpaolo (Italy)"
360,360,Rimac Automobili,Consumer goods,Automobiles,Sveta Nedelja,2009,Electric vehicles
361,361,RIZ,Industrials,Electronic equipment,Zagreb,1948,"Transmitters, electricity meters, formerly electrical components"
362,362,Školska knjiga,Consumer services,Publishing,Zagreb,1950,Publishing house
363,363,Sljeme,Consumer goods,Durable household products,Zagreb,1921,Trunks manufacturing
364,364,Splitska banka,Financials,Banks,Split,1965,Bank
365,365,Suzy,Consumer services,Broadcasting & entertainment,Zagreb,1972,Record label
366,366,Tehnika,Industrials,Business support services,Zagreb,1947,Civil engineering
367,367,Tomato,Telecommunications,Mobile telecommunications,Zagreb,2006,Mobile phone operator
368,368,TOZ Penkala,Consumer goods,Nondurable household products,Zagreb,1937,School accessories
369,369,Trade Air,Consumer services,Airlines,Zagreb,1994,Airline
370,370,TŽV Gredelj,Industrials,Commercial vehicles & trucks,Zagreb,1894,Rolling stock production
371,371,Uljanik,Industrials,Commercial vehicles & trucks,Pula,1856,Shipbuilding company
372,372,V.B.Z.,Consumer services,Publishing,Zagreb,1991,Publisher
373,373,Viadukt,Industrials,Transportation services,Zagreb,1947,"Civil engineering (tunnels, roads, viaducts and bridges)"
374,374,Viktor Lenac Shipyard,Industrials,Commercial vehicles & trucks,Rijeka,1896,Shipyard
375,375,Vindija,Consumer goods,Food products,Varaždin,1959,Dairy
376,376,Viro,Consumer goods,Food products,Virovitica,2002,Sugar refinery
377,377,Zagreb Film,Consumer services,Broadcasting & entertainment,Zagreb,1953,Film production company
378,378,Zagreb Stock Exchange,Financials,Financial services,Zagreb,1991,Primary exchange
379,379,Zagrebačka banka,Financials,Banks,Zagreb,1914,Bank
380,380,Zagrebačka pivovara,Consumer goods,Brewers,Zagreb,1892,Brewery
381,381,Zagrebački električni tramvaj,Industrials,Transportation services,Zagreb,1891,Public transport system operator
382,382,AC Omonia,Consumer services,Sports,Nicosia,1948,Football
383,383,AEK Larnaca FC,Consumer services,Sports,Larnaca,1994,Football
384,384,AEL F.C.,Consumer services,Sports,Limassol,1930,Football
385,385,Allbiz,Industrials,Business support services,Nicosia[8],1999,Business-to-business portal
386,386,Anorthosis F.C.,Consumer services,Sports,Larnaca,1911,Football
387,387,APOEL B.C.,Consumer services,Sports,Nicosia,1947,Basketball
388,388,APOEL FC,Consumer services,Sports,Nicosia,1926,Football
389,389,APOEL V.C.,Consumer services,Sports,Nicosia,1928,Volleyball
390,390,Apollon Limassol,Consumer services,Sports,Limassol,1954,Football
391,391,Armida Publications,Consumer services,Publishing,Nicosia,1997,Magazine and book publishing
392,392,ASBIS,Technology,Computer hardware,Limassol,1990,Hardware and electronics
393,393,Austrian Lloyd Ship Management,Industrials,Marine transportation,Limassol,1991,Shipping
394,394,Bank of Cyprus,Financials,Banks,Nicosia,1899,Bank
395,395,Celestyal Cruises,Consumer services,Travel & tourism,Limassol,1986,Cruise line
396,396,Central Bank of Cyprus,Financials,Banks,Nicosia,1963,Central bank
397,397,Charlie Airlines,Consumer services,Travel & Leisure,Larnaca,2016,Airline
398,398,Cyprus Broadcasting Corporation,Consumer services,Broadcasting,Nicosia,1953,Public broadcasting
399,399,Cyprus Civil Aviation Authority,Consumer services,Air traffic management,Nicosia,1955,Civil aviation
400,400,Cyprus College,Consumer services,Education,Nicosia,1961,College
401,401,Cyprus College of Art,Consumer services,Education,Paphos,1969,Arts Centre
402,402,Cyprus Development Bank,Financials,Banks,Nicosia,1963,Bank
403,403,Cyprus Institute of Marketing,Consumer services,Education,Nicosia,1978,University
404,404,Cyprus Int. Instit. for Environ. & Public Health,Technology,Research,Limassol,2004,Research institute
405,405,Cyprus Internet Exchange,Telecommunications,Fixed line telecom,Nicosia,1999,ISP
406,406,Cyprus Mail,Consumer services,Publishing,Nicosia,1945,Cyprus English newspaper
407,407,Cyprus Mines Corporation,Basic materials,General mining,Nicosia,1916,"Mining, acquired in 1979"
408,408,Cyprus Neuroscience and Technology Institute,Technology,Research,Nicosia,1991,Research institute
409,409,Cyprus News Agency,Consumer services,Media,Nicosia,1976,New agency
410,410,Cyprus Ports Authority,Consumer services,Ship traffic management,Nicosia,1973,Supervision of port facilities
411,411,Cyprus Postal Services,Industrials,Delivery services,Nicosia,-,"Postal services, courier"
412,412,Cyprus State Fairs Authority,Consumer services,General retailers,Nicosia,1968,Specialty retailers
413,413,Cyprus Stock Exchange,Financials,Investment services,Nicosia,1996,Exchange
414,414,Cyprus University of Technology,Consumer services,Education,Limassol,2004,University
415,415,Cyprus Weekly,Consumer services,Publishing,Nicosia,1979,Cyprus English newspaper
416,416,CYTA,Telecommunications,Fixed line telecom,Nicosia,1961,Cyprus Telecommunications
417,417,Doxa Katokopias FC,Consumer services,Sports,Peristerona,1954,Football
418,418,Electricity Authority of Cyprus,Utilities,Conventional electricity,Nicosia,1952,Power utility
419,419,Elias Neocleous & Co LLC,Consumer services,Legal,Limassol,2017,Law firm
420,420,EuroAfrica Interconnector,Utilities,Electricity,Nicosia,2017,Infrastructure
421,421,EuroAsia Interconnector,Utilities,Electricity,Nicosia,2010,Infrastructure
422,422,European University Cyprus,Consumer services,Education,Nicosia,1961,University
423,423,Financial Mirror,Consumer services,Publishing,Nicosia,1993,Magazine
424,424,Frederick University,Consumer services,Education,Limassol,1965,University
425,425,Joannou & Paraskevaides,Industrials,Heavy construction,Guernsey,1961,Construction
426,426,Health Insurance Organisation,Financials,Full line insurance,Nicosia,-,Commercial insurance
427,427,Hellenic Bank,Financials,Banks,Nicosia,1976,Bank
428,428,Imperio Properties,Financials,Real estate development,Limassol,2003,Real estate development
429,429,IronFX,Financials,Investment services,Limassol,2010,"Trading, financial services"
430,430,KEO,Consumer goods,Soft drinks,Limassol,1927,Beverage company
431,431,Larnaca International Airport,Consumer services,Travel & leisure,Larnaca,1975,Mass transit
432,432,Leon Beer,Consumer goods,Brewers,Nicosia,1937,Brewery
433,433,Leptos Estates,Financials,Real estate development,Paphos,1960,Property development
434,434,Lois Builders,Industrials,Heavy construction,Nicosia,1977,Construction
435,435,Medochemie,Health care,Pharmaceuticals,Limassol,1976,Pharmaceuticals
436,436,METRO Foods Trading,Consumer services,Food retailers & wholesalers,Nicosia,1982,Supermarket
437,437,Moufflon Publications,Consumer services,Publishing,Nicosia,1967,Independent press
438,438,Neapolis University Paphos,Consumer services,Education,Paphos,2007,University
439,439,NOVA Cyprus,Consumer services,Media,Nicosia,2004,Broadcasting & entertainment
440,440,Omega TV Cyprus,Consumer services,Media,Nicosia,1992,Broadcasting & entertainment
441,441,Open University of Cyprus,Consumer services,Education,Nicosia,2002,University
442,442,Pafos FC,Consumer services,Sports,Pafos,2014,Football
443,443,Paphos General Hospital,Consumer services,Health,Paphos,1992,Hospital
444,444,Paphos International Airport,Consumer services,Travel & leisure,Paphos,2008,Mass transit
445,445,Petrolina,Oil & gas,Exploration & production,Larnaca,1959,Oil & gas
446,446,Pevex Management,Financials,Investment services,Nicosia,2008,Financial services
447,447,Port of Limassol,Industrials,Industrial transportation,Limassol,1956,Transportation services
448,448,PrimeTel PLC,Telecommunications,Fixed line telecom,Nicosia,2003,Telecom
449,449,RCB Bank,Financials,Banks,Limassol,1995,Bank
450,450,Rusal,Basic materials,Industrial metals & mining,Nicosia,2007,Aluminium
451,451,SAT-7,Consumer services,Broadcasting & entertainment,Nicosia,1995,International Christian satellite television
452,452,Telepassport Telecommunications,Telecommunications,Fixed line telecom,Nicosia,2002,Telecom
453,453,The American Heart Institute,Consumer services,Health,Strovolos,1999,Hospital
454,454,The Cyprus Institute,Technology,Research,Nicosia,2005,Research institute
455,455,The Muscular Dystropy Research Foundation,Technology,Research,Nicosia,1987,Research institute
456,456,The Cyprus Institute of Neurology and Genetics,Technology,Research,Nicosia,1990,Research institute
457,457,Tsokkos,Consumer services,Hospitality,Ayia Napa,1979,Hotels
458,458,Tus Airways,Consumer services,Travel & Leisure,Larnaca,2015,Airline
459,459,Universal Life,Financials,Life insurance,Nicosia,1970,Insurance
460,460,University of Cyprus,Consumer services,Education,Nicosia,1989,University
461,461,University of Nicosia,Consumer services,Education,Nicosia,1980,University
462,462,Wargaming,Technology,Software,Nicosia,1998,Games developer
463,463,Woolworths,Consumer services,Broadline retailers,Nicosia,1950,Retailer
464,464,xHamster,Technology,Software,Nicosia,2007,Pornographic service
465,465,Aero Vodochody,Industrials,Aerospace,Odolena Voda,1919,"Aircraft, part of Penta Investments (Slovakia)"
466,466,Ahold Czech Republic,Consumer services,Food retailers & wholesalers,Prague,1991,Supermarkets
467,467,ASIX s.r.o.,Industrials,Electronic equipment,Prague,1991,"Circuits, electronics"
468,468,Avast,Technology,Software,Prague,1988,Security software
469,469,Barrandov Studios,Consumer services,Broadcasting & entertainment,Prague,1921,Film studios
470,470,Budweiser Bier Bürgerbräu,Consumer goods,Brewers,České Budějovice,1795,Brewery
471,471,Budweiser Budvar Brewery,Consumer goods,Brewers,České Budějovice,1785,Brewery
472,472,Česká pošta,Industrials,Delivery services,Prague,1918,Postal services
473,473,Česká spořitelna,Financials,Banks,Prague,1825,"Bank, part of Erste Group (Austria)"
474,474,Česká zbrojovka firearms,Industrials,Defense,Uherský Brod[18],1936,Weapons
475,475,České dráhy,Industrials,Railroads,Prague,2003,Railways
476,476,České Radiokomunikace,Telecommunications,Fixed line telecommunications,Prague[19],1963,Telecom
477,477,Československá obchodní banka,Financials,Banks,Prague,1964,Bank
478,478,CETIN,Telecommunications,Fixed line telecommunications,Prague,2015,Telecommunication infrastructure
479,479,Cinema City Czech Republic,Consumer services,Recreational services,Prague,1999[20],Theatres
480,480,ČKD,Industrials,Commercial vehicles & trucks,Prague,1927,"Trams, vehicles"
481,481,CS Link,Telecommunications,Mobile telecommunications,Prague,2006,Satellite service
482,482,Czech Airlines,Consumer services,Airlines,Prague,1923,Airline
483,483,Czech National Bank,Financials,Banks,Prague,1919,Central bank
484,484,Dominant CZ,Consumer goods,Farming & fishing,Studenec,1989,Hatcheries for hens and chickens
485,485,Indies Records,Consumer services,Broadcasting & entertainment,Brno,1990,Record label
486,486,Jablotron,Consumer goods,Consumer electronics,Jablonec nad Nisou,1990,Phones and security devices
487,487,Jan Becher,Consumer goods,Distillers & vintners,Karlovy Vary,1807,Liqueur
488,488,Jihostroj,Industrials,Aerospace,Velešín,1919,Aircraft components
489,489,Josef Lidl,Consumer goods,Recreational products,Brno,1892,Musical instruments
490,490,Kaden models,Consumer goods,Toys,Nový Hrádek,1950,Toys
491,491,Kenvelo,Consumer services,Apparel retailers,Prague,1991,Clothing
492,492,Kofola,Consumer goods,Soft drinks,Ostrava,1960,Beverages
493,493,Komerční banka,Financials,Banks,Prague,1990,Bank
494,494,LEO Express,Industrials,Railroads,Prague,2010,Rail
495,495,LIAZ,Industrials,Commercial vehicles & trucks,Jablonec nad Nisou,1951,"Trucks, defunct 2002"
496,496,Mafra,Consumer services,Publishing,Prague,1992,Print media
497,497,Meopta,Industrials,Electronic equipment,Přerov,1933,Optics
498,498,Metrostav,Industrials,Heavy construction,Prague[21],1971,Heavy construction
499,499,Moser,Consumer goods,Furnishings,Karlovy Vary,1857,Glass
500,500,O2 Czech Republic,Telecommunications,Telecommunications,Prague,2006,Fixed and mobile operator
501,501,OKD,Basic materials,Coal,Ostrava,1952,Coal mining
502,502,Petrof,Consumer goods,Recreational products,Hradec Králové,1864,Pianos
503,503,Pilsner Urquell Brewery,Consumer goods,Brewers,Plzeň,1842,Brewery
504,504,Preciosa,Consumer goods,Furnishings,Jablonec nad Nisou,1948,Glasswares
505,505,Racom,Consumer goods,Consumer electronics,Nové Město na Moravě,1989,Electronics
506,506,Red Hat Czech,Technology,Software,Brno,2006,"Software, part of Red Hat (US)"
507,507,Royal Brewery of Krušovice,Consumer goods,Brewers,Krušovice,1581,"Brewery, now part of Heineken (Netherlands)"
508,508,Rudolf Kämpf,Consumer goods,Furnishings,Nové Sedlo,1907,Porcelain
509,509,Škoda Transportation,Industrials,Commercial vehicles & trucks,Plzeň,1995,Mass transport vehicles
510,510,Škoda Works,Industrials,Diversified industrials,Plzeň,1859,Defunct 1999
511,511,Skylink,Telecommunications,Mobile telecommunications,Prague,2007,Satellite service
512,512,Student Agency,Consumer services,Travel & tourism,Brno,1996,Travel agency
513,513,Supraphon,Consumer services,Broadcasting & entertainment,Prague,1932,Record label
514,514,Tatra,Industrials,Commercial vehicles & trucks,Kopřivnice,1850,Trucks
515,515,Telekom Austria Czech Republic,Telecommunications,Fixed line telecommunications,Prague,1995,"Now VOLNÝ, a.s., internet services"
516,516,Toyota Peugeot Citroën Automobile Czech,Consumer goods,Automobiles,Kolín,2002,Automobiles
517,517,Trinec Iron and Steel Works,Basic materials,Iron & steel,Třinec,1836,Iron & steel
518,518,UniCredit Bank Czech Republic and Slovakia,Financials,Banks,Prague,2006,Bank
519,519,Via Chem Group,Basic materials,Specialty chemicals,České Budějovice,2002,Chemicals
520,520,Vodafone Czech Republic,Telecommunications,Mobile telecommunications,Prague,1982,"Mobile operator, part of Vodafone (UK)"
521,521,Walter Aircraft Engines,Industrials,Industrial machinery,Prague,1911,"Engines, defunct 2008"
522,522,Zetor,Industrials,Commercial vehicles & trucks,Brno,1946,Tractors
523,523,Živnostenská banka,Financials,Banks,Prague,1868,"Bank, defunct 2006"
