00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
usa,germany,usa,thailand,canada,spain,china
mexico,usa,canada,india,japan,usa,ireland
usa,usa,usa,australia,usa,china,canada
china,saudi-arabia,china,usa,usa,netherlands,usa
usa,united-kingdom,usa,usa,usa,japan,germany
india,india,finland,china,austria,canada,india
malaysia,ireland,china,germany,new zealand,germany,spain
ireland,germany,canada,china,uk,usa,france
canada,china,germany,germany,usa,usa,china
japan,usa,canada,usa,usa,spain,germany
usa,usa,usa,usa,netherlands,uk,usa
finland,japan,usa,canada,india,canada,japan
switzerland,taiwan,indonesia,ireland,usa,india,china
china,india,spain,malaysia,switzerland,usa,france
japan,united-kingdom,usa,uk,switzerland,switzerland,japan
spain,taiwan,uk,usa,usa,italy,spain
sweden,japan,uk,finland,usa,china,usa
hong kong,usa,ireland,japan,india,uk,israel
usa,taiwan,china,sweden,switzerland,usa,usa
australia,taiwan,usa,germany,usa,usa,usa
taiwan,united-kingdom,germany,usa,australia,switzerland,germany
chile,israel,usa,france,usa,finland,netherlands
india,italy,usa,usa,usa,china,uk
china,india,ireland,usa,australia,china,india
usa,india,india,india,india,uk,finland
italy,germany,spain,usa,usa,china,usa
china,none,japan,uk,usa,usa,ireland
usa,usa,japan,germany,taiwan,finland,usa
usa,usa,china,netherlands,australia,usa,spain
germany,usa,finland,canada,usa,usa,uk
usa,singapore,france,germany,sweden,usa,sweden
usa,usa,usa,brazil,china,denmark,denmark
china,none,usa,ireland,usa,india,usa
usa,germany,netherlands,spain,malaysia,france,germany
usa,japan,denmark,usa,india,ireland,usa
usa,usa,usa,s. arabia,uk,ireland,usa
spain,usa,israel,usa,india,germany,denmark
usa,usa,usa,usa,usa,japan,usa
belgium,united-arab-emirates,usa,china,india,usa,germany
usa,germany,taiwan,canada,saudi arabia,thailand,usa
germany,japan,india,japan,japan,usa,china
germany,usa,sweden,israel,france,usa,usa
germany,hong-kong,india,usa,india,s. arabia,usa
switzerland,usa,germany,denmark,switzerland,chile,china
usa,canada,canada,taiwan,usa,taiwan,sweden
japan,usa,usa,usa,mexico,ireland,taiwan
sweden,usa,sweden,spain,saudi arabia,usa,india
india,australia,germany,usa,usa,germany,finland
usa,brazil,denmark,usa,italy,usa,usa
indonesia,none,usa,usa,turkey,sweden,usa
brazil,usa,china,germany,israel,canada,india
japan,japan,india,germany,japan,usa,
usa,usa,usa,sweden,germany,france,saudi arabia
china,usa,china,usa,taiwan,china,canada
usa,hong-kong,uk,usa,netherlands,usa,china
israel,usa,ireland,usa,usa,spain,indonesia
china,usa,china,usa,uk,s. arabia,usa
denmark,usa,usa,sweden,usa,japan,uk
usa,germany,usa,ireland,china,usa,ireland
taiwan,japan,canada,china,south korea,sweden,canada
switzerland,usa,s. arabia,china,germany,uk,hong kong
taiwan,usa,luxembourg,s. arabia,usa,usa,saudi arabia
italy,china,germany,usa,usa,usa,usa
sweden,usa,s. arabia,usa,usa,usa,india
china,malaysia,sweden,usa,usa,germany,germany
ireland,france,china,india,japan,germany,usa
finland,usa,usa,china,bermuda,india,usa
netherlands,usa,hong kong,spain,canada,taiwan,switzerland
taiwan,spain,usa,canada,denmark,usa,sweden
usa,israel,usa,usa,usa,usa,japan
usa,spain,switzerland,usa,usa,belgium,australia
usa,usa,usa,germany,uk,usa,usa
usa,none,australia,usa,usa,spain,usa
spain,india,japan,usa,usa,usa,usa
usa,usa,uk,japan,italy,usa,
uk,usa,switzerland,china,usa,japan,uk
france,spain,hong kong,uk,usa,usa,china
usa,hong-kong,indonesia,indonesia,japan,usa,germany
usa,usa,canada,hong kong,italy,switzerland,canada
usa,thailand,spain,hong kong,india,usa,malaysia
usa,usa,china,switzerland,italy,usa,canada
sweden,china,usa,switzerland,usa,usa,usa
usa,thailand,usa,uk,netherlands,germany,china
hong kong,usa,malaysia,usa,china,canada,chile
usa,united-kingdom,usa,usa,usa,japan,taiwan
china,usa,hong kong,bermuda,taiwan,usa,taiwan
,mexico,usa,taiwan,uk,china,china
uk,usa,usa,usa,france,usa,usa
china,usa,usa,luxembourg,uk,usa,switzerland
japan,hong-kong,s. korea,japan,new zealand,uk,hong kong
usa,usa,taiwan,canada,usa,usa,usa
france,none,canada,usa,philippines,usa,sweden
usa,united-kingdom,mexico,sweden,india,usa,japan
usa,usa,taiwan,usa,usa,indonesia,usa
sweden,usa,china,usa,india,australia,usa
usa,none,germany,india,netherlands,usa,usa
mexico,israel,usa,usa,south korea,sweden,france
usa,usa,chile,usa,south africa,india,netherlands
netherlands,usa,usa,usa,sweden,usa,canada
japan,usa,colombia,usa,israel,japan,usa
china,denmark,usa,china,usa,germany,usa
hong kong,united-kingdom,japan,usa,usa,canada,uk
usa,canada,usa,taiwan,india,usa,south korea
usa,usa,canada,colombia,usa,china,mexico
china,usa,usa,usa,usa,india,japan
usa,india,france,japan,south africa,usa,usa
spain,taiwan,bermuda,canada,usa,usa,brazil
germany,usa,germany,usa,usa,taiwan,sweden
china,usa,usa,hong kong,usa,china,usa
india,usa,japan,chile,usa,uk,usa
uk,japan,uk,japan,netherlands,spain,india
australia,usa,usa,usa,usa,canada,china
japan,usa,india,china,sweden,japan,usa
canada,none,usa,china,sweden,usa,japan
india,usa,china,mexico,usa,usa,uk
sweden,south-africa,uk,uk,usa,china,china
japan,usa,brazil,india,italy,usa,germany
usa,usa,usa,china,indonesia,netherlands,china
usa,usa,usa,china,usa,china,china
china,denmark,ireland,japan,usa,india,usa
usa,switzerland,usa,china,ireland,hong kong,usa
usa,germany,china,ireland,usa,usa,usa
canada,usa,netherlands,france,usa,france,china
ireland,spain,usa,australia,usa,china,china
usa,south-korea,usa,netherlands,usa,bermuda,
canada,usa,china,china,india,usa,usa
germany,australia,sweden,hong kong,usa,brazil,china
usa,usa,sweden,china,usa,hong kong,china
usa,new-zealand,hong kong,usa,usa,usa,china
usa,south-africa,spain,usa,canada,netherlands,spain
usa,taiwan,france,spain,singapore,ireland,hong kong
switzerland,usa,usa,spain,usa,usa,hong kong
uk,germany,india,usa,uk,china,uk
uk,china,china,sweden,austria,hong kong,china
usa,usa,usa,s. korea,usa,japan,uk
hong kong,usa,japan,usa,usa,usa,usa
usa,usa,s. korea,usa,usa,china,usa
usa,canada,usa,france,thailand,usa,india
saudi arabia,usa,usa,hong kong,usa,china,usa
usa,usa,usa,china,usa,uk,japan
usa,usa,india,usa,hong kong,sweden,usa
south korea,usa,spain,s. arabia,usa,india,usa
usa,thailand,china,usa,uk,germany,spain
usa,japan,spain,japan,poland,usa,usa
usa,usa,usa,france,usa,japan,usa
japan,japan,japan,sweden,usa,luxembourg,ireland
usa,switzerland,uae,india,canada,usa,usa
germany,none,china,usa,india,usa,spain
spain,usa,usa,india,brazil,usa,brazil
usa,israel,china,uk,malaysia,china,usa
spain,australia,switzerland,usa,usa,usa,usa
japan,canada,usa,spain,usa,china,china
hong kong,australia,netherlands,uk,germany,japan,netherlands
japan,usa,usa,spain,usa,hong kong,usa
japan,australia,uk,usa,bermuda,uk,usa
usa,netherlands,usa,usa,indonesia,sweden,usa
india,singapore,china,switzerland,usa,usa,switzerland
japan,switzerland,japan,china,canada,usa,japan
usa,france,uk,usa,usa,sweden,india
china,usa,china,netherlands,germany,japan,
china,usa,spain,usa,new zealand,china,china
india,new-zealand,usa,japan,usa,germany,united arab emirates
ireland,norway,china,south africa,usa,usa,france
,sweden,usa,sweden,usa,japan,china
china,switzerland,usa,china,australia,japan,japan
canada,usa,hong kong,usa,canada,japan,hong kong
sweden,india,usa,sweden,usa,japan,usa
norway,usa,china,japan,usa,mexico,japan
japan,sweden,mexico,usa,usa,uk,uk
japan,usa,spain,germany,usa,s. korea,hong kong
canada,germany,south africa,thailand,france,china,mexico
japan,united-kingdom,china,china,usa,china,south africa
usa,usa,canada,usa,india,spain,china
usa,denmark,france,usa,china,canada,south korea
china,usa,japan,china,usa,usa,usa
china,usa,hong kong,usa,spain,canada,usa
italy,new-zealand,usa,china,usa,usa,france
finland,france,usa,canada,india,usa,japan
france,usa,usa,canada,denmark,china,usa
usa,italy,china,usa,usa,finland,canada
,usa,japan,usa,canada,usa,japan
canada,finland,usa,mexico,spain,usa,spain
usa,china,ireland,usa,usa,usa,china
canada,united-kingdom,usa,china,switzerland,china,japan
spain,usa,usa,usa,uk,usa,ireland
japan,saudi-arabia,japan,japan,usa,usa,sweden
taiwan,indonesia,uk,spain,kazakhstan,china,usa
usa,usa,japan,japan,finland,spain,japan
usa,united-kingdom,usa,japan,india,france,usa
usa,usa,usa,usa,usa,india,usa
spain,usa,s. korea,china,usa,s. arabia,spain
germany,usa,india,japan,uk,japan,spain
usa,usa,switzerland,china,usa,sweden,japan
denmark,indonesia,sweden,hong kong,usa,china,usa
india,canada,sweden,japan,france,spain,france
brazil,india,portugal,japan,india,usa,south korea
france,ireland,spain,usa,usa,sweden,japan
brazil,china,france,china,canada,spain,thailand
japan,usa,luxembourg,india,usa,usa,usa
usa,france,thailand,portugal,netherlands,usa,canada
usa,india,china,canada,australia,italy,japan
china,usa,canada,italy,germany,switzerland,sweden
south africa,usa,usa,ireland,japan,south africa,denmark
japan,usa,japan,usa,canada,spain,india
usa,usa,usa,usa,switzerland,china,usa
usa,india,italy,canada,usa,japan,sweden
switzerland,canada,japan,france,germany,japan,china
usa,china,sweden,usa,china,japan,ireland
china,usa,usa,s. korea,usa,usa,usa
india,india,usa,finland,usa,japan,italy
usa,south-africa,brazil,usa,australia,portugal,switzerland
south korea,switzerland,sweden,denmark,usa,japan,usa
usa,usa,usa,luxembourg,usa,canada,canada
china,canada,s. arabia,usa,usa,usa,japan
sweden,saudi-arabia,taiwan,uk,bermuda,usa,portugal
uk,canada,japan,s. korea,usa,usa,usa
,usa,sweden,spain,indonesia,thailand,taiwan
china,usa,japan,japan,finland,usa,usa
china,finland,ireland,singapore,china,luxembourg,usa
thailand,usa,usa,sweden,usa,usa,china
uk,china,usa,brazil,usa,s. korea,usa
sweden,usa,canada,japan,switzerland,china,japan
brazil,usa,brazil,japan,usa,usa,sweden
usa,usa,china,usa,germany,usa,japan
china,usa,canada,japan,usa,usa,usa
,united-kingdom,japan,usa,austria,hong kong,india
usa,usa,usa,ireland,usa,usa,usa
usa,canada,usa,usa,usa,india,canada
germany,japan,japan,brazil,japan,usa,china
switzerland,none,usa,usa,usa,china,canada
india,china,canada,usa,canada,usa,usa
usa,none,japan,china,usa,china,japan
japan,usa,china,japan,indonesia,mexico,usa
japan,usa,india,brazil,canada,ireland,usa
japan,brazil,usa,india,south korea,norway,usa
usa,india,sweden,china,austria,japan,japan
mexico,usa,denmark,canada,usa,india,saudi arabia
uk,usa,china,china,usa,singapore,brazil
china,united-kingdom,usa,china,romania,usa,taiwan
usa,usa,usa,japan,usa,japan,taiwan
taiwan,australia,india,usa,india,canada,usa
japan,finland,usa,sweden,france,taiwan,india
china,china,usa,switzerland,usa,sweden,usa
singapore,usa,usa,taiwan,usa,usa,usa
japan,canada,czech republic,usa,india,denmark,
usa,germany,taiwan,switzerland,india,uk,norway
south korea,none,china,norway,india,france,sweden
usa,usa,singapore,usa,usa,brazil,usa
usa,usa,japan,usa,belgium,canada,usa
ireland,south-korea,usa,thailand,india,s. korea,sweden
denmark,germany,usa,usa,canada,switzerland,finland
usa,australia,s. korea,usa,japan,lombia,usa
,denmark,norway,czech republic,france,canada,singapore
usa,denmark,usa,hong kong,usa,usa,india
china,usa,finland,sweden,germany,usa,japan
india,usa,china,china,turkey,israel,south korea
mexico,germany,usa,canada,usa,china,india
spain,usa,japan,usa,uk,usa,uk
sweden,usa,china,china,malaysia,japan,china
uk,canada,usa,s. korea,india,usa,usa
canada,usa,india,uk,germany,switzerland,usa
canada,usa,china,usa,usa,usa,usa
usa,united-kingdom,usa,usa,new zealand,usa,usa
usa,hong-kong,usa,taiwan,thailand,usa,sweden
brazil,usa,usa,usa,denmark,taiwan,china
usa,saudi-arabia,usa,hong kong,canada,brazil,ireland
taiwan,usa,china,usa,austria,s. korea,thailand
germany,france,japan,switzerland,south korea,usa,south korea
usa,japan,switzerland,sweden,usa,usa,usa
usa,usa,usa,s. arabia,usa,usa,china
usa,taiwan,brazil,usa,luxembourg,canada,hong kong
japan,usa,uk,usa,usa,ech republic,japan
canada,usa,japan,usa,japan,switzerland,switzerland
japan,india,switzerland,usa,canada,sweden,canada
china,usa,china,usa,usa,japan,usa
hong kong,canada,usa,switzerland,usa,india,china
ireland,usa,taiwan,japan,usa,usa,usa
usa,usa,usa,usa,mexico,japan,japan
china,usa,s. korea,india,india,usa,taiwan
usa,india,usa,usa,usa,uk,usa
hong kong,india,usa,taiwan,austria,japan,switzerland
japan,usa,usa,canada,australia,hong kong,usa
canada,japan,canada,japan,usa,hong kong,usa
usa,usa,hong kong,usa,uk,usa,usa
japan,india,thailand,usa,israel,france,india
china,usa,taiwan,usa,france,usa,usa
usa,switzerland,usa,usa,usa,usa,brazil
hong kong,united-kingdom,usa,japan,usa,japan,
saudi arabia,taiwan,usa,china,italy,bermuda,hong kong
usa,none,india,india,usa,usa,japan
switzerland,france,germany,thailand,sweden,taiwan,india
japan,canada,japan,switzerland,switzerland,usa,usa
sweden,united-kingdom,switzerland,usa,usa,hong kong,hong kong
japan,usa,usa,usa,usa,usa,japan
canada,indonesia,ireland,hong kong,usa,canada,usa
usa,usa,canada,canada,india,brazil,usa
switzerland,india,thailand,s. korea,singapore,sweden,canada
usa,germany,hong kong,japan,usa,usa,germany
japan,turkey,usa,usa,jersey,germany,switzerland
saudi arabia,poland,hong kong,denmark,uk,japan,china
,usa,usa,germany,switzerland,usa,thailand
usa,chile,bermuda,taiwan,india,usa,usa
usa,united-kingdom,japan,s. korea,usa,china,japan
usa,usa,usa,s. arabia,usa,uk,usa
usa,usa,netherlands,usa,australia,japan,hong kong
japan,switzerland,switzerland,hong kong,canada,ireland,china
canada,india,india,usa,usa,taiwan,south korea
netherlands,south-korea,usa,netherlands,usa,japan,usa
sweden,usa,usa,usa,indonesia,japan,south korea
usa,malaysia,usa,usa,usa,japan,usa
usa,usa,usa,usa,usa,usa,usa
japan,usa,usa,japan,usa,switzerland,japan
usa,netherlands,india,usa,usa,usa,netherlands
usa,usa,japan,usa,usa,usa,usa
japan,italy,hong kong,japan,usa,japan,usa
china,china,s. korea,usa,south korea,usa,usa
france,south-korea,italy,usa,hong kong,usa,brazil
usa,japan,japan,germany,ireland,hong kong,italy
south korea,indonesia,china,usa,usa,germany,usa
taiwan,usa,s. arabia,italy,israel,italy,usa
switzerland,spain,denmark,india,usa,china,canada
usa,sweden,japan,austria,australia,netherlands,china
usa,usa,sweden,usa,france,usa,switzerland
sweden,india,japan,usa,usa,usa,germany
israel,turkey,china,usa,canada,usa,japan
thailand,thailand,usa,india,usa,china,usa
china,india,germany,usa,india,usa,saudi arabia
canada,switzerland,usa,bermuda,brazil,canada,china
india,usa,uk,germany,usa,brazil,usa
usa,united-kingdom,israel,usa,usa,usa,china
switzerland,germany,s. arabia,usa,usa,japan,uk
france,germany,canada,usa,usa,usa,china
canada,united-kingdom,china,china,usa,usa,china
uk,switzerland,usa,uk,cyprus,s. arabia,switzerland
france,none,canada,usa,germany,india,usa
usa,usa,germany,usa,usa,usa,canada
usa,none,japan,usa,usa,canada,usa
china,india,uk,usa,austria,usa,usa
china,none,usa,usa,usa,usa,usa
usa,usa,usa,japan,canada,s. arabia,japan
usa,taiwan,japan,brazil,usa,china,denmark
usa,japan,usa,usa,usa,china,usa
usa,australia,usa,japan,usa,china,usa
usa,usa,china,japan,monaco,sweden,usa
poland,india,belgium,poland,usa,switzerland,usa
usa,usa,usa,uk,usa,usa,uk
usa,usa,brazil,japan,india,japan,usa
usa,australia,usa,usa,usa,usa,usa
india,canada,france,s. korea,norway,poland,japan
usa,usa,hong kong,usa,usa,uk,usa
canada,usa,usa,usa,usa,thailand,germany
switzerland,usa,uk,france,france,china,canada
usa,turkey,usa,china,india,usa,hong kong
usa,germany,uae,hong kong,usa,usa,japan
india,usa,usa,canada,usa,usa,usa
italy,usa,south africa,france,china,israel,india
israel,usa,usa,china,indonesia,usa,usa
china,canada,s. korea,japan,new zealand,canada,saudi arabia
usa,usa,usa,ireland,japan,usa,usa
japan,usa,usa,switzerland,switzerland,usa,japan
uk,usa,china,usa,australia,usa,usa
usa,mexico,usa,usa,canada,canada,france
south korea,usa,switzerland,china,new zealand,usa,usa
ireland,turkey,poland,canada,usa,india,france
japan,turkey,japan,china,usa,s. korea,usa
usa,usa,usa,japan,canada,usa,australia
china,usa,usa,sweden,usa,canada,japan
usa,india,australia,sweden,south korea,south africa,usa
china,canada,usa,usa,usa,usa,usa
turkey,india,japan,china,italy,hong kong,uk
taiwan,canada,france,switzerland,usa,france,usa
russia,india,japan,hong kong,australia,austria,japan
japan,usa,usa,israel,usa,india,poland
usa,india,usa,south africa,usa,australia,canada
canada,usa,switzerland,india,usa,usa,switzerland
china,none,usa,uk,usa,france,netherlands
usa,canada,usa,india,usa,usa,japan
usa,usa,china,usa,new zealand,switzerland,usa
usa,singapore,austria,china,china,china,south africa
mexico,australia,usa,usa,usa,usa,usa
usa,usa,usa,usa,india,india,china
usa,usa,brazil,china,spain,russia,hong kong
india,south-korea,canada,usa,usa,switzerland,united arab emirates
taiwan,italy,canada,japan,canada,japan,brazil
switzerland,turkey,usa,canada,usa,china,sweden
usa,united-kingdom,japan,israel,germany,usa,china
norway,china,china,japan,australia,uk,norway
russia,usa,sweden,australia,india,usa,usa
italy,usa,usa,uk,usa,usa,usa
israel,australia,china,japan,usa,usa,israel
spain,china,usa,s. korea,spain,ireland,usa
mexico,usa,usa,italy,usa,denmark,usa
,india,usa,india,new zealand,italy,israel
usa,usa,japan,brazil,india,thailand,usa
russia,usa,japan,japan,usa,germany,china
usa,usa,usa,usa,singapore,japan,italy
china,none,usa,usa,usa,china,usa
japan,canada,china,usa,usa,germany,switzerland
usa,usa,usa,germany,canada,s. korea,china
usa,germany,india,india,usa,bermuda,france
japan,usa,usa,china,usa,india,usa
japan,hong-kong,usa,china,canada,usa,japan
india,usa,israel,malaysia,usa,uk,japan
japan,usa,italy,mexico,uk,china,
usa,usa,canada,china,usa,usa,usa
usa,usa,s. korea,usa,canada,japan,
usa,united-kingdom,uk,usa,turkey,switzerland,usa
usa,chile,usa,switzerland,usa,usa,usa
usa,usa,hong kong,uk,italy,china,usa
france,none,norway,usa,uk,australia,usa
usa,united-kingdom,india,usa,usa,usa,belgium
usa,south-africa,switzerland,belgium,israel,brazil,china
japan,usa,india,canada,usa,usa,usa
usa,usa,italy,bermuda,usa,uk,italy
germany,sweden,usa,china,taiwan,malaysia,usa
germany,france,usa,usa,usa,china,germany
malaysia,turkey,taiwan,taiwan,austria,japan,usa
netherlands,usa,germany,ireland,hong kong,sweden,usa
usa,usa,japan,china,germany,japan,usa
uk,usa,bermuda,usa,usa,usa,australia
china,switzerland,usa,usa,usa,usa,canada
france,south-africa,usa,usa,usa,uk,india
uk,usa,canada,uk,usa,usa,usa
usa,france,france,usa,turkey,india,taiwan
taiwan,thailand,usa,japan,usa,usa,germany
hong kong,germany,malaysia,italy,switzerland,usa,usa
uk,usa,australia,switzerland,germany,canada,usa
india,china,japan,japan,usa,hong kong,uk
brazil,usa,usa,australia,hong kong,china,canada
italy,usa,switzerland,mexico,chile,indonesia,uk
malaysia,india,uk,usa,usa,denmark,indonesia
usa,canada,ireland,canada,usa,usa,south korea
